,CBLI
2007-07-18,206.60000610351562
2007-07-19,201.8000030517578
2007-07-20,200.0
2007-07-23,197.0
2007-07-24,194.0
2007-07-25,195.8000030517578
2007-07-26,188.39999389648438
2007-07-27,189.39999389648438
2007-07-30,186.0
2007-07-31,190.8000030517578
2007-08-01,196.60000610351562
2007-08-02,204.0
2007-08-03,200.0
2007-08-06,200.0
2007-08-07,204.8000030517578
2007-08-08,204.39999389648438
2007-08-09,202.60000610351562
2007-08-10,200.1999969482422
2007-08-13,202.0
2007-08-14,205.0
2007-08-15,201.39999389648438
2007-08-16,193.0
2007-08-17,198.39999389648438
2007-08-20,204.8000030517578
2007-08-21,206.0
2007-08-22,210.0
2007-08-23,205.1999969482422
2007-08-24,200.8000030517578
2007-08-27,200.60000610351562
2007-08-28,210.0
2007-08-29,216.8000030517578
2007-08-30,218.60000610351562
2007-08-31,219.1999969482422
2007-09-04,225.0
2007-09-05,226.0
2007-09-06,225.39999389648438
2007-09-07,227.0
2007-09-10,250.1999969482422
2007-09-11,256.20001220703125
2007-09-12,273.6000061035156
2007-09-13,245.0
2007-09-14,243.0
2007-09-17,237.0
2007-09-18,239.39999389648438
2007-09-19,238.0
2007-09-20,239.60000610351562
2007-09-21,235.0
2007-09-24,223.39999389648438
2007-09-25,212.8000030517578
2007-09-26,220.8000030517578
2007-09-27,229.0
2007-09-28,230.60000610351562
2007-10-01,236.1999969482422
2007-10-02,236.8000030517578
2007-10-03,240.0
2007-10-04,244.1999969482422
2007-10-05,230.0
2007-10-08,227.8000030517578
2007-10-09,234.0
2007-10-10,224.39999389648438
2007-10-11,225.60000610351562
2007-10-12,230.0
2007-10-15,238.8000030517578
2007-10-16,239.8000030517578
2007-10-17,245.0
2007-10-18,249.8000030517578
2007-10-19,245.0
2007-10-22,250.0
2007-10-23,261.0
2007-10-24,254.8000030517578
2007-10-25,246.0
2007-10-26,252.0
2007-10-29,239.8000030517578
2007-10-30,237.8000030517578
2007-10-31,240.0
2007-11-01,237.60000610351562
2007-11-02,230.0
2007-11-05,225.39999389648438
2007-11-06,223.0
2007-11-07,211.1999969482422
2007-11-08,208.0
2007-11-09,209.0
2007-11-12,201.0
2007-11-13,207.0
2007-11-14,213.1999969482422
2007-11-15,205.8000030517578
2007-11-16,202.1999969482422
2007-11-19,199.60000610351562
2007-11-20,203.1999969482422
2007-11-21,195.39999389648438
2007-11-23,193.39999389648438
2007-11-26,185.8000030517578
2007-11-27,186.0
2007-11-28,201.0
2007-11-29,200.1999969482422
2007-11-30,207.60000610351562
2007-12-03,200.0
2007-12-04,202.8000030517578
2007-12-05,200.0
2007-12-06,190.0
2007-12-07,185.8000030517578
2007-12-10,184.8000030517578
2007-12-11,162.8000030517578
2007-12-12,151.60000610351562
2007-12-13,152.0
2007-12-14,152.1999969482422
2007-12-17,142.60000610351562
2007-12-18,148.1999969482422
2007-12-19,140.0
2007-12-20,137.0
2007-12-21,140.1999969482422
2007-12-24,139.8000030517578
2007-12-26,147.0
2007-12-27,154.8000030517578
2007-12-28,163.60000610351562
2007-12-31,176.0
2008-01-02,160.39999389648438
2008-01-03,160.0
2008-01-04,66.19999694824219
2008-01-07,65.19999694824219
2008-01-08,64.19999694824219
2008-01-09,65.19999694824219
2008-01-10,62.20000076293945
2008-01-11,59.599998474121094
2008-01-14,55.599998474121094
2008-01-15,53.599998474121094
2008-01-16,46.0
2008-01-17,43.0
2008-01-18,52.20000076293945
2008-01-22,46.0
2008-01-23,50.599998474121094
2008-01-24,56.79999923706055
2008-01-25,68.4000015258789
2008-01-28,89.80000305175781
2008-01-29,84.80000305175781
2008-01-30,78.19999694824219
2008-01-31,76.0
2008-02-01,76.4000015258789
2008-02-04,78.0
2008-02-05,80.0
2008-02-06,80.80000305175781
2008-02-07,86.80000305175781
2008-02-08,85.80000305175781
2008-02-11,82.5999984741211
2008-02-12,81.80000305175781
2008-02-13,86.19999694824219
2008-02-14,85.4000015258789
2008-02-15,85.19999694824219
2008-02-19,93.19999694824219
2008-02-20,89.19999694824219
2008-02-21,92.0
2008-02-22,100.0
2008-02-25,102.5999984741211
2008-02-26,105.19999694824219
2008-02-27,91.0
2008-02-28,87.4000015258789
2008-02-29,87.0
2008-03-03,97.5999984741211
2008-03-04,96.5999984741211
2008-03-05,108.0
2008-03-06,101.5999984741211
2008-03-07,96.4000015258789
2008-03-10,92.80000305175781
2008-03-11,94.5999984741211
2008-03-12,94.80000305175781
2008-03-13,96.19999694824219
2008-03-14,97.0
2008-03-17,93.0
2008-03-18,90.80000305175781
2008-03-19,90.80000305175781
2008-03-20,88.0
2008-03-24,87.0
2008-03-25,83.80000305175781
2008-03-26,82.19999694824219
2008-03-27,80.80000305175781
2008-03-28,83.0
2008-03-31,81.4000015258789
2008-04-01,80.19999694824219
2008-04-02,81.19999694824219
2008-04-03,87.0
2008-04-04,87.19999694824219
2008-04-07,84.4000015258789
2008-04-08,79.80000305175781
2008-04-09,83.5999984741211
2008-04-10,84.0
2008-04-11,98.4000015258789
2008-04-14,121.0
2008-04-15,116.19999694824219
2008-04-16,118.0
2008-04-17,122.19999694824219
2008-04-18,120.0
2008-04-21,123.4000015258789
2008-04-22,125.19999694824219
2008-04-23,123.5999984741211
2008-04-24,123.0
2008-04-25,118.4000015258789
2008-04-28,118.0
2008-04-29,117.5999984741211
2008-04-30,106.5999984741211
2008-05-01,107.0
2008-05-02,110.0
2008-05-05,110.80000305175781
2008-05-06,113.0
2008-05-07,105.5999984741211
2008-05-08,100.19999694824219
2008-05-09,97.19999694824219
2008-05-12,103.0
2008-05-13,97.5999984741211
2008-05-14,99.19999694824219
2008-05-15,98.0
2008-05-16,95.19999694824219
2008-05-19,96.19999694824219
2008-05-20,97.80000305175781
2008-05-21,97.4000015258789
2008-05-22,97.0
2008-05-23,98.0
2008-05-27,100.80000305175781
2008-05-28,99.80000305175781
2008-05-29,104.19999694824219
2008-05-30,102.4000015258789
2008-06-02,107.0
2008-06-03,104.80000305175781
2008-06-04,108.4000015258789
2008-06-05,108.4000015258789
2008-06-06,111.80000305175781
2008-06-09,106.4000015258789
2008-06-10,105.4000015258789
2008-06-11,100.0
2008-06-12,100.80000305175781
2008-06-13,98.0
2008-06-16,94.80000305175781
2008-06-17,102.19999694824219
2008-06-18,95.5999984741211
2008-06-19,95.5999984741211
2008-06-20,93.19999694824219
2008-06-23,95.0
2008-06-24,98.0
2008-06-25,98.0
2008-06-26,94.19999694824219
2008-06-27,90.4000015258789
2008-06-30,91.0
2008-07-01,85.19999694824219
2008-07-02,91.0
2008-07-03,86.0
2008-07-07,84.0
2008-07-08,90.4000015258789
2008-07-09,86.4000015258789
2008-07-10,83.5999984741211
2008-07-11,80.0
2008-07-14,78.4000015258789
2008-07-15,79.5999984741211
2008-07-16,79.80000305175781
2008-07-17,77.4000015258789
2008-07-18,83.19999694824219
2008-07-21,84.4000015258789
2008-07-22,89.0
2008-07-23,87.0
2008-07-24,93.4000015258789
2008-07-25,91.19999694824219
2008-07-28,94.19999694824219
2008-07-29,96.0
2008-07-30,94.0
2008-07-31,95.0
2008-08-01,98.4000015258789
2008-08-04,100.0
2008-08-05,100.0
2008-08-06,99.19999694824219
2008-08-07,106.0
2008-08-08,106.5999984741211
2008-08-11,107.80000305175781
2008-08-12,108.5999984741211
2008-08-13,109.0
2008-08-14,111.0
2008-08-15,107.0
2008-08-18,104.4000015258789
2008-08-19,103.0
2008-08-20,101.80000305175781
2008-08-21,101.19999694824219
2008-08-22,102.4000015258789
2008-08-25,102.80000305175781
2008-08-26,100.5999984741211
2008-08-27,100.4000015258789
2008-08-28,99.5999984741211
2008-08-29,99.80000305175781
2008-09-02,100.4000015258789
2008-09-03,102.0
2008-09-04,99.80000305175781
2008-09-05,98.0
2008-09-08,97.5999984741211
2008-09-09,97.0
2008-09-10,97.19999694824219
2008-09-11,97.0
2008-09-12,97.0
2008-09-15,98.19999694824219
2008-09-16,93.4000015258789
2008-09-17,95.19999694824219
2008-09-18,84.80000305175781
2008-09-19,90.19999694824219
2008-09-22,93.80000305175781
2008-09-23,94.19999694824219
2008-09-24,90.80000305175781
2008-09-25,85.19999694824219
2008-09-26,93.4000015258789
2008-09-29,85.4000015258789
2008-09-30,86.19999694824219
2008-10-01,84.19999694824219
2008-10-02,79.80000305175781
2008-10-03,77.0
2008-10-06,68.5999984741211
2008-10-07,60.0
2008-10-08,61.400001525878906
2008-10-09,60.0
2008-10-10,59.0
2008-10-13,60.79999923706055
2008-10-14,59.20000076293945
2008-10-15,60.20000076293945
2008-10-16,59.0
2008-10-17,60.0
2008-10-20,61.599998474121094
2008-10-21,65.5999984741211
2008-10-22,61.0
2008-10-23,55.0
2008-10-24,56.79999923706055
2008-10-27,39.0
2008-10-28,61.0
2008-10-29,61.0
2008-10-30,58.0
2008-10-31,61.0
2008-11-03,62.0
2008-11-04,59.20000076293945
2008-11-05,55.599998474121094
2008-11-06,61.79999923706055
2008-11-07,60.79999923706055
2008-11-10,60.0
2008-11-11,62.20000076293945
2008-11-12,54.0
2008-11-13,52.79999923706055
2008-11-14,62.0
2008-11-17,51.400001525878906
2008-11-18,54.0
2008-11-19,46.20000076293945
2008-11-20,42.0
2008-11-21,43.0
2008-11-24,41.0
2008-11-25,38.400001525878906
2008-11-26,38.400001525878906
2008-11-28,37.20000076293945
2008-12-01,38.0
2008-12-02,45.599998474121094
2008-12-03,37.599998474121094
2008-12-04,38.79999923706055
2008-12-05,40.0
2008-12-08,37.599998474121094
2008-12-09,37.599998474121094
2008-12-10,40.0
2008-12-11,40.0
2008-12-12,41.0
2008-12-15,40.0
2008-12-16,43.79999923706055
2008-12-17,43.599998474121094
2008-12-18,40.400001525878906
2008-12-19,38.0
2008-12-22,38.20000076293945
2008-12-23,39.599998474121094
2008-12-24,40.599998474121094
2008-12-26,40.0
2008-12-29,40.20000076293945
2008-12-30,40.599998474121094
2008-12-31,42.599998474121094
2009-01-02,45.0
2009-01-05,43.599998474121094
2009-01-06,44.599998474121094
2009-01-07,47.599998474121094
2009-01-08,48.599998474121094
2009-01-09,50.599998474121094
2009-01-12,50.0
2009-01-13,48.20000076293945
2009-01-14,47.20000076293945
2009-01-15,44.599998474121094
2009-01-16,45.0
2009-01-20,47.0
2009-01-21,47.20000076293945
2009-01-22,48.0
2009-01-23,49.599998474121094
2009-01-26,51.79999923706055
2009-01-27,52.0
2009-01-28,53.20000076293945
2009-01-29,54.79999923706055
2009-01-30,53.79999923706055
2009-02-02,54.400001525878906
2009-02-03,55.0
2009-02-04,57.79999923706055
2009-02-05,62.79999923706055
2009-02-06,68.0
2009-02-09,67.19999694824219
2009-02-10,57.0
2009-02-11,59.0
2009-02-12,59.0
2009-02-13,59.0
2009-02-17,49.400001525878906
2009-02-18,51.20000076293945
2009-02-19,48.400001525878906
2009-02-20,46.20000076293945
2009-02-23,44.0
2009-02-24,42.20000076293945
2009-02-25,39.79999923706055
2009-02-26,38.400001525878906
2009-02-27,37.0
2009-03-02,32.599998474121094
2009-03-03,32.79999923706055
2009-03-04,32.0
2009-03-05,30.0
2009-03-06,26.399999618530273
2009-03-09,26.799999237060547
2009-03-10,27.600000381469727
2009-03-11,28.0
2009-03-12,29.200000762939453
2009-03-13,26.799999237060547
2009-03-16,28.0
2009-03-17,28.399999618530273
2009-03-18,26.399999618530273
2009-03-19,28.200000762939453
2009-03-20,26.799999237060547
2009-03-23,28.0
2009-03-24,30.799999237060547
2009-03-25,38.79999923706055
2009-03-26,48.79999923706055
2009-03-27,47.0
2009-03-30,44.79999923706055
2009-03-31,51.20000076293945
2009-04-01,45.20000076293945
2009-04-02,45.400001525878906
2009-04-03,41.599998474121094
2009-04-06,39.400001525878906
2009-04-07,38.0
2009-04-08,38.0
2009-04-09,39.0
2009-04-13,40.599998474121094
2009-04-14,44.20000076293945
2009-04-15,48.400001525878906
2009-04-16,48.20000076293945
2009-04-17,52.0
2009-04-20,55.0
2009-04-21,61.400001525878906
2009-04-22,60.599998474121094
2009-04-23,62.599998474121094
2009-04-24,61.0
2009-04-27,57.20000076293945
2009-04-28,60.20000076293945
2009-04-29,64.0
2009-04-30,69.5999984741211
2009-05-01,75.0
2009-05-04,84.5999984741211
2009-05-05,82.5999984741211
2009-05-06,83.19999694824219
2009-05-07,80.19999694824219
2009-05-08,85.5999984741211
2009-05-11,80.4000015258789
2009-05-12,76.80000305175781
2009-05-13,75.5999984741211
2009-05-14,73.5999984741211
2009-05-15,71.4000015258789
2009-05-18,79.0
2009-05-19,78.5999984741211
2009-05-20,78.19999694824219
2009-05-21,73.80000305175781
2009-05-22,75.0
2009-05-26,74.80000305175781
2009-05-27,72.5999984741211
2009-05-28,75.0
2009-05-29,83.5999984741211
2009-06-01,86.80000305175781
2009-06-02,88.0
2009-06-03,83.5999984741211
2009-06-04,79.80000305175781
2009-06-05,83.0
2009-06-08,80.19999694824219
2009-06-09,75.4000015258789
2009-06-10,75.19999694824219
2009-06-11,74.0
2009-06-12,75.0
2009-06-15,74.4000015258789
2009-06-16,70.4000015258789
2009-06-17,67.80000305175781
2009-06-18,66.80000305175781
2009-06-19,67.0
2009-06-22,65.0
2009-06-23,68.0
2009-06-24,68.19999694824219
2009-06-25,66.5999984741211
2009-06-26,69.5999984741211
2009-06-29,81.4000015258789
2009-06-30,86.19999694824219
2009-07-01,77.5999984741211
2009-07-02,76.4000015258789
2009-07-06,75.4000015258789
2009-07-07,72.19999694824219
2009-07-08,68.4000015258789
2009-07-09,72.0
2009-07-10,75.19999694824219
2009-07-13,75.0
2009-07-14,78.0
2009-07-15,83.4000015258789
2009-07-16,87.0
2009-07-17,94.5999984741211
2009-07-20,91.19999694824219
2009-07-21,84.4000015258789
2009-07-22,90.0
2009-07-23,90.0
2009-07-24,91.80000305175781
2009-07-27,93.19999694824219
2009-07-28,91.80000305175781
2009-07-29,95.4000015258789
2009-07-30,99.0
2009-07-31,96.19999694824219
2009-08-03,103.0
2009-08-04,111.0
2009-08-05,121.5999984741211
2009-08-06,95.0
2009-08-07,93.19999694824219
2009-08-10,90.80000305175781
2009-08-11,91.19999694824219
2009-08-12,91.4000015258789
2009-08-13,90.0
2009-08-14,88.5999984741211
2009-08-17,82.80000305175781
2009-08-18,83.4000015258789
2009-08-19,84.80000305175781
2009-08-20,85.0
2009-08-21,88.19999694824219
2009-08-24,87.0
2009-08-25,84.19999694824219
2009-08-26,84.5999984741211
2009-08-27,82.0
2009-08-28,80.19999694824219
2009-08-31,79.80000305175781
2009-09-01,76.4000015258789
2009-09-02,73.5999984741211
2009-09-03,71.4000015258789
2009-09-04,75.0
2009-09-08,77.5999984741211
2009-09-09,85.0
2009-09-10,83.80000305175781
2009-09-11,83.4000015258789
2009-09-14,81.19999694824219
2009-09-15,81.0
2009-09-16,81.4000015258789
2009-09-17,76.80000305175781
2009-09-18,78.19999694824219
2009-09-21,77.4000015258789
2009-09-22,76.4000015258789
2009-09-23,75.5999984741211
2009-09-24,73.0
2009-09-25,72.0
2009-09-28,70.0
2009-09-29,78.4000015258789
2009-09-30,83.4000015258789
2009-10-01,85.80000305175781
2009-10-02,83.4000015258789
2009-10-05,88.0
2009-10-06,84.19999694824219
2009-10-07,89.0
2009-10-08,92.0
2009-10-09,97.0
2009-10-12,95.0
2009-10-13,94.0
2009-10-14,96.5999984741211
2009-10-15,95.5999984741211
2009-10-16,92.4000015258789
2009-10-19,89.80000305175781
2009-10-20,85.0
2009-10-21,84.4000015258789
2009-10-22,84.5999984741211
2009-10-23,82.19999694824219
2009-10-26,81.19999694824219
2009-10-27,79.5999984741211
2009-10-28,75.0
2009-10-29,76.5999984741211
2009-10-30,78.80000305175781
2009-11-02,79.80000305175781
2009-11-03,82.0
2009-11-04,79.4000015258789
2009-11-05,79.0
2009-11-06,78.5999984741211
2009-11-09,77.5999984741211
2009-11-10,77.0
2009-11-11,79.4000015258789
2009-11-12,80.5999984741211
2009-11-13,78.0
2009-11-16,78.4000015258789
2009-11-17,77.80000305175781
2009-11-18,77.0
2009-11-19,77.0
2009-11-20,75.5999984741211
2009-11-23,73.5999984741211
2009-11-24,76.0
2009-11-25,74.5999984741211
2009-11-27,77.19999694824219
2009-11-30,74.5999984741211
2009-12-01,74.80000305175781
2009-12-02,75.5999984741211
2009-12-03,75.5999984741211
2009-12-04,75.19999694824219
2009-12-07,74.4000015258789
2009-12-08,70.80000305175781
2009-12-09,71.19999694824219
2009-12-10,70.80000305175781
2009-12-11,70.4000015258789
2009-12-14,71.19999694824219
2009-12-15,68.5999984741211
2009-12-16,67.19999694824219
2009-12-17,67.4000015258789
2009-12-18,68.0
2009-12-21,68.5999984741211
2009-12-22,68.4000015258789
2009-12-23,67.19999694824219
2009-12-24,69.19999694824219
2009-12-28,69.19999694824219
2009-12-29,67.0
2009-12-30,71.5999984741211
2009-12-31,66.19999694824219
2010-01-04,70.0
2010-01-05,71.0
2010-01-06,81.4000015258789
2010-01-07,81.0
2010-01-08,82.80000305175781
2010-01-11,84.0
2010-01-12,88.80000305175781
2010-01-13,84.0
2010-01-14,84.4000015258789
2010-01-15,79.0
2010-01-19,78.19999694824219
2010-01-20,77.4000015258789
2010-01-21,79.19999694824219
2010-01-22,79.0
2010-01-25,79.4000015258789
2010-01-26,78.19999694824219
2010-01-27,79.4000015258789
2010-01-28,79.19999694824219
2010-01-29,78.19999694824219
2010-02-01,79.4000015258789
2010-02-02,83.80000305175781
2010-02-03,82.80000305175781
2010-02-04,79.19999694824219
2010-02-05,76.0
2010-02-08,78.0
2010-02-09,77.0
2010-02-10,79.0
2010-02-11,79.80000305175781
2010-02-12,80.0
2010-02-16,78.4000015258789
2010-02-17,78.0
2010-02-18,78.0
2010-02-19,77.5999984741211
2010-02-22,88.0
2010-02-23,95.19999694824219
2010-02-24,85.19999694824219
2010-02-25,84.80000305175781
2010-02-26,77.19999694824219
2010-03-01,73.0
2010-03-02,75.80000305175781
2010-03-03,77.0
2010-03-04,76.80000305175781
2010-03-05,79.19999694824219
2010-03-08,78.5999984741211
2010-03-09,76.4000015258789
2010-03-10,75.4000015258789
2010-03-11,73.80000305175781
2010-03-12,74.19999694824219
2010-03-15,73.5999984741211
2010-03-16,72.5999984741211
2010-03-17,71.0
2010-03-18,73.0
2010-03-19,71.0
2010-03-22,71.5999984741211
2010-03-23,74.0
2010-03-24,72.80000305175781
2010-03-25,71.19999694824219
2010-03-26,68.0
2010-03-29,68.19999694824219
2010-03-30,69.5999984741211
2010-03-31,71.19999694824219
2010-04-01,71.0
2010-04-05,71.19999694824219
2010-04-06,68.5999984741211
2010-04-07,70.4000015258789
2010-04-08,68.80000305175781
2010-04-09,68.80000305175781
2010-04-12,70.0
2010-04-13,69.80000305175781
2010-04-14,71.4000015258789
2010-04-15,71.19999694824219
2010-04-16,68.4000015258789
2010-04-19,74.4000015258789
2010-04-20,76.19999694824219
2010-04-21,79.4000015258789
2010-04-22,79.4000015258789
2010-04-23,78.4000015258789
2010-04-26,79.19999694824219
2010-04-27,75.80000305175781
2010-04-28,75.0
2010-04-29,77.5999984741211
2010-04-30,76.80000305175781
2010-05-03,77.5999984741211
2010-05-04,75.5999984741211
2010-05-05,75.0
2010-05-06,70.0
2010-05-07,68.5999984741211
2010-05-10,71.4000015258789
2010-05-11,73.4000015258789
2010-05-12,71.0
2010-05-13,72.19999694824219
2010-05-14,72.0
2010-05-17,70.4000015258789
2010-05-18,68.80000305175781
2010-05-19,65.4000015258789
2010-05-20,63.599998474121094
2010-05-21,64.19999694824219
2010-05-24,65.4000015258789
2010-05-25,64.0
2010-05-26,64.5999984741211
2010-05-27,65.19999694824219
2010-05-28,67.19999694824219
2010-06-01,64.0
2010-06-02,66.80000305175781
2010-06-03,65.0
2010-06-04,63.0
2010-06-07,61.20000076293945
2010-06-08,59.599998474121094
2010-06-09,58.20000076293945
2010-06-10,60.20000076293945
2010-06-11,61.400001525878906
2010-06-14,63.400001525878906
2010-06-15,63.599998474121094
2010-06-16,71.4000015258789
2010-06-17,72.4000015258789
2010-06-18,72.0
2010-06-21,71.4000015258789
2010-06-22,71.0
2010-06-23,69.19999694824219
2010-06-24,68.5999984741211
2010-06-25,69.4000015258789
2010-06-28,75.0
2010-06-29,76.80000305175781
2010-06-30,73.19999694824219
2010-07-01,70.19999694824219
2010-07-02,68.0
2010-07-06,66.19999694824219
2010-07-07,66.80000305175781
2010-07-08,63.0
2010-07-09,68.80000305175781
2010-07-12,64.19999694824219
2010-07-13,64.5999984741211
2010-07-14,66.19999694824219
2010-07-15,66.0
2010-07-16,67.80000305175781
2010-07-19,69.0
2010-07-20,65.19999694824219
2010-07-21,63.79999923706055
2010-07-22,72.4000015258789
2010-07-23,71.5999984741211
2010-07-26,70.80000305175781
2010-07-27,71.5999984741211
2010-07-28,72.5999984741211
2010-07-29,73.4000015258789
2010-07-30,75.0
2010-08-02,74.80000305175781
2010-08-03,75.19999694824219
2010-08-04,73.4000015258789
2010-08-05,73.19999694824219
2010-08-06,71.5999984741211
2010-08-09,72.19999694824219
2010-08-10,70.80000305175781
2010-08-11,73.80000305175781
2010-08-12,75.0
2010-08-13,75.4000015258789
2010-08-16,78.4000015258789
2010-08-17,78.0
2010-08-18,78.19999694824219
