,TSCO
2008-07-03,7.164999961853027
2008-07-07,7.122499942779541
2008-07-08,7.492499828338623
2008-07-09,6.940000057220459
2008-07-10,6.957499980926514
2008-07-11,7.144999980926514
2008-07-14,7.050000190734863
2008-07-15,7.207499980926514
2008-07-16,7.5
2008-07-17,7.707499980926514
2008-07-18,7.587500095367432
2008-07-21,7.652500152587891
2008-07-22,7.880000114440918
2008-07-23,8.399999618530273
2008-07-24,9.390000343322754
2008-07-25,9.520000457763672
2008-07-28,9.342499732971191
2008-07-29,9.920000076293945
2008-07-30,9.4975004196167
2008-07-31,9.5024995803833
2008-08-01,9.6875
2008-08-04,9.607500076293945
2008-08-05,10.177499771118164
2008-08-06,10.037500381469727
2008-08-07,9.912500381469727
2008-08-08,10.452500343322754
2008-08-11,10.582500457763672
2008-08-12,10.539999961853027
2008-08-13,9.994999885559082
2008-08-14,10.149999618530273
2008-08-15,10.557499885559082
2008-08-18,10.587499618530273
2008-08-19,10.202500343322754
2008-08-20,10.337499618530273
2008-08-21,10.170000076293945
2008-08-22,10.4375
2008-08-25,10.225000381469727
2008-08-26,10.322500228881836
2008-08-27,10.462499618530273
2008-08-28,10.734999656677246
2008-08-29,10.654999732971191
2008-09-02,11.09000015258789
2008-09-03,11.28499984741211
2008-09-04,11.255000114440918
2008-09-05,10.899999618530273
2008-09-08,11.069999694824219
2008-09-09,10.917499542236328
2008-09-10,11.042499542236328
2008-09-11,11.145000457763672
2008-09-12,10.90999984741211
2008-09-15,10.677499771118164
2008-09-16,10.970000267028809
2008-09-17,10.432499885559082
2008-09-18,11.329999923706055
2008-09-19,11.257499694824219
2008-09-22,10.84000015258789
2008-09-23,10.932499885559082
2008-09-24,10.944999694824219
2008-09-25,11.3125
2008-09-26,11.3725004196167
2008-09-29,11.005000114440918
2008-09-30,10.512499809265137
2008-10-01,10.220000267028809
2008-10-02,9.555000305175781
2008-10-03,9.21500015258789
2008-10-06,9.447500228881836
2008-10-07,9.607500076293945
2008-10-08,9.78499984741211
2008-10-09,9.095000267028809
2008-10-10,9.547499656677246
2008-10-13,9.802499771118164
2008-10-14,9.442500114440918
2008-10-15,8.4399995803833
2008-10-16,8.987500190734863
2008-10-17,8.667499542236328
2008-10-20,8.867500305175781
2008-10-21,8.882499694824219
2008-10-22,8.354999542236328
2008-10-23,8.800000190734863
2008-10-24,9.042499542236328
2008-10-27,8.680000305175781
2008-10-28,9.677499771118164
2008-10-29,9.630000114440918
2008-10-30,9.887499809265137
2008-10-31,10.390000343322754
2008-11-03,10.449999809265137
2008-11-04,10.364999771118164
2008-11-05,9.649999618530273
2008-11-06,9.782500267028809
2008-11-07,10.217499732971191
2008-11-10,9.797499656677246
2008-11-11,9.100000381469727
2008-11-12,8.807499885559082
2008-11-13,9.067500114440918
2008-11-14,8.619999885559082
2008-11-17,8.46500015258789
2008-11-18,8.555000305175781
2008-11-19,8.1225004196167
2008-11-20,8.262499809265137
2008-11-21,8.720000267028809
2008-11-24,9.212499618530273
2008-11-25,9.227499961853027
2008-11-26,9.550000190734863
2008-11-28,9.595000267028809
2008-12-01,8.787500381469727
2008-12-02,8.9399995803833
2008-12-03,8.914999961853027
2008-12-04,9.375
2008-12-05,9.897500038146973
2008-12-08,10.287500381469727
2008-12-09,10.092499732971191
2008-12-10,10.0
2008-12-11,9.477499961853027
2008-12-12,9.744999885559082
2008-12-15,9.670000076293945
2008-12-16,10.337499618530273
2008-12-17,10.770000457763672
2008-12-18,9.537500381469727
2008-12-19,9.147500038146973
2008-12-22,8.6274995803833
2008-12-23,8.662500381469727
2008-12-24,8.664999961853027
2008-12-26,8.630000114440918
2008-12-29,8.297499656677246
2008-12-30,8.46500015258789
2008-12-31,9.03499984741211
2009-01-02,9.182499885559082
2009-01-05,8.962499618530273
2009-01-06,8.699999809265137
2009-01-07,8.239999771118164
2009-01-08,8.25
2009-01-09,8.114999771118164
2009-01-12,8.167499542236328
2009-01-13,8.212499618530273
2009-01-14,7.852499961853027
2009-01-15,8.197500228881836
2009-01-16,8.52750015258789
2009-01-20,8.140000343322754
2009-01-21,8.350000381469727
2009-01-22,8.317500114440918
2009-01-23,8.454999923706055
2009-01-26,8.732500076293945
2009-01-27,8.550000190734863
2009-01-28,8.8149995803833
2009-01-29,8.647500038146973
2009-01-30,8.427499771118164
2009-02-02,8.572500228881836
2009-02-03,8.729999542236328
2009-02-04,8.579999923706055
2009-02-05,8.8725004196167
2009-02-06,8.824999809265137
2009-02-09,8.8125
2009-02-10,8.585000038146973
2009-02-11,8.22249984741211
2009-02-12,8.332500457763672
2009-02-13,8.175000190734863
2009-02-17,8.107500076293945
2009-02-18,8.069999694824219
2009-02-19,8.032500267028809
2009-02-20,8.132499694824219
2009-02-23,7.800000190734863
2009-02-24,7.875
2009-02-25,7.807499885559082
2009-02-26,7.550000190734863
2009-02-27,7.809999942779541
2009-03-02,7.420000076293945
2009-03-03,7.385000228881836
2009-03-04,7.477499961853027
2009-03-05,7.307499885559082
2009-03-06,7.394999980926514
2009-03-09,7.337500095367432
2009-03-10,7.897500038146973
2009-03-11,8.175000190734863
2009-03-12,8.292499542236328
2009-03-13,8.109999656677246
2009-03-16,8.267499923706055
2009-03-17,8.739999771118164
2009-03-18,8.8125
2009-03-19,8.739999771118164
2009-03-20,8.739999771118164
2009-03-23,9.140000343322754
2009-03-24,9.077500343322754
2009-03-25,9.067500114440918
2009-03-26,9.244999885559082
2009-03-27,9.210000038146973
2009-03-30,9.057499885559082
2009-03-31,9.015000343322754
2009-04-01,9.2475004196167
2009-04-02,9.770000457763672
2009-04-03,9.835000038146973
2009-04-06,9.842499732971191
2009-04-07,9.765000343322754
2009-04-08,9.8774995803833
2009-04-09,10.260000228881836
2009-04-13,10.029999732971191
2009-04-14,9.899999618530273
2009-04-15,9.912500381469727
2009-04-16,10.142499923706055
2009-04-17,10.227499961853027
2009-04-20,10.135000228881836
2009-04-21,10.494999885559082
2009-04-22,10.675000190734863
2009-04-23,10.02750015258789
2009-04-24,9.957500457763672
2009-04-27,9.742500305175781
2009-04-28,9.917499542236328
2009-04-29,10.024999618530273
2009-04-30,10.095000267028809
2009-05-01,9.765000343322754
2009-05-04,9.800000190734863
2009-05-05,9.742500305175781
2009-05-06,9.667499542236328
2009-05-07,9.532500267028809
2009-05-08,9.335000038146973
2009-05-11,9.1875
2009-05-12,9.050000190734863
2009-05-13,8.642499923706055
2009-05-14,8.867500305175781
2009-05-15,8.859999656677246
2009-05-18,9.395000457763672
2009-05-19,9.477499961853027
2009-05-20,9.380000114440918
2009-05-21,9.182499885559082
2009-05-22,9.132499694824219
2009-05-26,9.5600004196167
2009-05-27,9.4350004196167
2009-05-28,9.324999809265137
2009-05-29,9.595000267028809
2009-06-01,10.149999618530273
2009-06-02,10.345000267028809
2009-06-03,10.515000343322754
2009-06-04,10.595000267028809
2009-06-05,10.4975004196167
2009-06-08,10.477499961853027
2009-06-09,10.4399995803833
2009-06-10,10.147500038146973
2009-06-11,9.7524995803833
2009-06-12,9.975000381469727
2009-06-15,9.84000015258789
2009-06-16,9.447500228881836
2009-06-17,9.604999542236328
2009-06-18,9.907500267028809
2009-06-19,9.96500015258789
2009-06-22,9.8149995803833
2009-06-23,9.632499694824219
2009-06-24,9.729999542236328
2009-06-25,10.072500228881836
2009-06-26,10.265000343322754
2009-06-29,10.279999732971191
2009-06-30,10.329999923706055
2009-07-01,10.5649995803833
2009-07-02,10.0625
2009-07-06,10.15999984741211
2009-07-07,10.087499618530273
2009-07-08,11.175000190734863
2009-07-09,11.21500015258789
2009-07-10,11.2475004196167
2009-07-13,11.5
2009-07-14,11.5
2009-07-15,11.592499732971191
2009-07-16,11.734999656677246
2009-07-17,11.890000343322754
2009-07-20,11.992500305175781
2009-07-21,11.77750015258789
2009-07-22,12.092499732971191
2009-07-23,11.970000267028809
2009-07-24,11.907500267028809
2009-07-27,11.699999809265137
2009-07-28,11.712499618530273
2009-07-29,11.782500267028809
2009-07-30,12.050000190734863
2009-07-31,11.992500305175781
2009-08-03,12.100000381469727
2009-08-04,11.842499732971191
2009-08-05,11.782500267028809
2009-08-06,11.720000267028809
2009-08-07,12.194999694824219
2009-08-10,11.895000457763672
2009-08-11,11.782500267028809
2009-08-12,11.852499961853027
2009-08-13,11.710000038146973
2009-08-14,11.542499542236328
2009-08-17,11.207500457763672
2009-08-18,11.305000305175781
2009-08-19,11.475000381469727
2009-08-20,11.449999809265137
2009-08-21,11.770000457763672
2009-08-24,11.704999923706055
2009-08-25,11.832500457763672
2009-08-26,11.84749984741211
2009-08-27,11.864999771118164
2009-08-28,11.882499694824219
2009-08-31,11.770000457763672
2009-09-01,11.4399995803833
2009-09-02,11.552499771118164
2009-09-03,11.737500190734863
2009-09-04,11.782500267028809
2009-09-08,11.892499923706055
2009-09-09,11.725000381469727
2009-09-10,11.670000076293945
2009-09-11,11.520000457763672
2009-09-14,11.8149995803833
2009-09-15,11.930000305175781
2009-09-16,12.0600004196167
2009-09-17,12.067500114440918
2009-09-18,12.024999618530273
2009-09-21,12.042499542236328
2009-09-22,12.024999618530273
2009-09-23,11.930000305175781
2009-09-24,11.832500457763672
2009-09-25,11.925000190734863
2009-09-28,12.092499732971191
2009-09-29,12.104999542236328
2009-09-30,12.104999542236328
2009-10-01,11.829999923706055
2009-10-02,11.672499656677246
2009-10-05,12.1875
2009-10-06,12.640000343322754
2009-10-07,12.699999809265137
2009-10-08,13.2524995803833
2009-10-09,13.332500457763672
2009-10-12,13.427499771118164
2009-10-13,13.297499656677246
2009-10-14,13.050000190734863
2009-10-15,13.112500190734863
2009-10-16,13.092499732971191
2009-10-19,13.212499618530273
2009-10-20,13.167499542236328
2009-10-21,12.739999771118164
2009-10-22,11.897500038146973
2009-10-23,11.645000457763672
2009-10-26,11.59000015258789
2009-10-27,11.5
2009-10-28,11.182499885559082
2009-10-29,11.489999771118164
2009-10-30,11.175000190734863
2009-11-02,11.332500457763672
2009-11-03,11.517499923706055
2009-11-04,11.482500076293945
2009-11-05,11.574999809265137
2009-11-06,11.90999984741211
2009-11-09,12.029999732971191
2009-11-10,12.0024995803833
2009-11-11,12.015000343322754
2009-11-12,11.857500076293945
2009-11-13,11.96500015258789
2009-11-16,12.244999885559082
2009-11-17,11.992500305175781
2009-11-18,12.085000038146973
2009-11-19,11.869999885559082
2009-11-20,11.927499771118164
2009-11-23,12.09000015258789
2009-11-24,11.994999885559082
2009-11-25,12.052499771118164
2009-11-27,11.8125
2009-11-30,11.672499656677246
2009-12-01,11.857500076293945
2009-12-02,12.272500038146973
2009-12-03,12.792499542236328
2009-12-04,12.8149995803833
2009-12-07,12.607500076293945
2009-12-08,12.507499694824219
2009-12-09,12.404999732971191
2009-12-10,12.317500114440918
2009-12-11,12.470000267028809
2009-12-14,12.537500381469727
2009-12-15,12.517499923706055
2009-12-16,12.5
2009-12-17,12.609999656677246
2009-12-18,12.922499656677246
2009-12-21,13.130000114440918
2009-12-22,13.292499542236328
2009-12-23,13.422499656677246
2009-12-24,13.507499694824219
2009-12-28,13.52750015258789
2009-12-29,13.547499656677246
2009-12-30,13.452500343322754
2009-12-31,13.242500305175781
2010-01-04,13.335000038146973
2010-01-05,13.194999694824219
2010-01-06,13.167499542236328
2010-01-07,13.34749984741211
2010-01-08,13.34000015258789
2010-01-11,13.232500076293945
2010-01-12,13.237500190734863
2010-01-13,13.322500228881836
2010-01-14,13.210000038146973
2010-01-15,13.112500190734863
2010-01-19,13.217499732971191
2010-01-20,12.782500267028809
2010-01-21,12.6875
2010-01-22,12.52750015258789
2010-01-25,12.8125
2010-01-26,12.654999732971191
2010-01-27,13.055000305175781
2010-01-28,12.875
2010-01-29,12.617500305175781
2010-02-01,13.039999961853027
2010-02-02,13.229999542236328
2010-02-03,13.03499984741211
2010-02-04,12.702500343322754
2010-02-05,12.649999618530273
2010-02-08,12.53499984741211
2010-02-09,12.84000015258789
2010-02-10,12.739999771118164
2010-02-11,12.970000267028809
2010-02-12,12.9399995803833
2010-02-16,13.107500076293945
2010-02-17,13.427499771118164
2010-02-18,13.307499885559082
2010-02-19,13.354999542236328
2010-02-22,13.34000015258789
2010-02-23,13.362500190734863
2010-02-24,13.6850004196167
2010-02-25,13.725000381469727
2010-02-26,13.680000305175781
2010-03-01,14.332500457763672
2010-03-02,14.234999656677246
2010-03-03,14.192500114440918
2010-03-04,14.142499923706055
2010-03-05,14.369999885559082
2010-03-08,14.425000190734863
2010-03-09,14.350000381469727
2010-03-10,14.447500228881836
2010-03-11,14.492500305175781
2010-03-12,14.574999809265137
2010-03-15,14.507499694824219
2010-03-16,15.069999694824219
2010-03-17,14.744999885559082
2010-03-18,14.897500038146973
2010-03-19,14.822500228881836
2010-03-22,15.077500343322754
2010-03-23,14.975000381469727
2010-03-24,14.692500114440918
2010-03-25,14.522500038146973
2010-03-26,14.557499885559082
2010-03-29,14.567500114440918
2010-03-30,14.7475004196167
2010-03-31,14.512499809265137
2010-04-01,14.850000381469727
2010-04-05,15.244999885559082
2010-04-06,15.369999885559082
2010-04-07,16.637500762939453
2010-04-08,16.6200008392334
2010-04-09,16.614999771118164
2010-04-12,16.575000762939453
2010-04-13,16.704999923706055
2010-04-14,16.735000610351562
2010-04-15,16.737499237060547
2010-04-16,16.729999542236328
2010-04-19,17.03499984741211
2010-04-20,16.982500076293945
2010-04-21,17.295000076293945
2010-04-22,17.467500686645508
2010-04-23,17.4424991607666
2010-04-26,17.549999237060547
2010-04-27,16.90999984741211
2010-04-28,16.75749969482422
2010-04-29,17.40999984741211
2010-04-30,16.792499542236328
2010-05-03,16.982500076293945
2010-05-04,16.622499465942383
2010-05-05,16.475000381469727
2010-05-06,16.014999389648438
2010-05-07,15.770000457763672
2010-05-10,16.6924991607666
2010-05-11,16.959999084472656
2010-05-12,17.44499969482422
2010-05-13,17.385000228881836
2010-05-14,17.102500915527344
2010-05-17,17.385000228881836
2010-05-18,16.690000534057617
2010-05-19,16.764999389648438
2010-05-20,16.299999237060547
2010-05-21,16.434999465942383
2010-05-24,16.454999923706055
2010-05-25,16.497499465942383
2010-05-26,16.162500381469727
2010-05-27,17.112499237060547
2010-05-28,16.940000534057617
2010-06-01,16.56999969482422
2010-06-02,16.887500762939453
2010-06-03,16.899999618530273
2010-06-04,16.059999465942383
2010-06-07,15.619999885559082
2010-06-08,15.947500228881836
2010-06-09,16.0625
2010-06-10,16.337499618530273
2010-06-11,16.625
2010-06-14,16.969999313354492
2010-06-15,17.102500915527344
2010-06-16,17.0049991607666
2010-06-17,16.637500762939453
2010-06-18,16.797500610351562
2010-06-21,16.477500915527344
2010-06-22,15.827500343322754
2010-06-23,16.094999313354492
2010-06-24,15.625
2010-06-25,15.510000228881836
2010-06-28,15.760000228881836
2010-06-29,15.329999923706055
2010-06-30,15.242500305175781
2010-07-01,15.3100004196167
2010-07-02,15.367500305175781
2010-07-06,15.317500114440918
2010-07-07,15.9399995803833
2010-07-08,16.352500915527344
2010-07-09,16.434999465942383
2010-07-12,16.479999542236328
2010-07-13,16.842500686645508
2010-07-14,16.982500076293945
2010-07-15,17.204999923706055
2010-07-16,16.6875
2010-07-19,17.010000228881836
2010-07-20,17.21500015258789
2010-07-21,16.8174991607666
2010-07-22,17.112499237060547
2010-07-23,17.427499771118164
2010-07-26,17.537500381469727
2010-07-27,17.25749969482422
2010-07-28,17.030000686645508
2010-07-29,17.34749984741211
2010-07-30,17.377500534057617
2010-08-02,17.625
2010-08-03,17.3125
2010-08-04,17.46500015258789
2010-08-05,17.565000534057617
2010-08-06,17.600000381469727
2010-08-09,18.0049991607666
2010-08-10,17.782499313354492
2010-08-11,17.047500610351562
2010-08-12,17.227500915527344
2010-08-13,17.137500762939453
2010-08-16,17.3075008392334
2010-08-17,17.327499389648438
2010-08-18,17.582500457763672
2010-08-19,17.514999389648438
2010-08-20,17.700000762939453
2010-08-23,17.7549991607666
2010-08-24,17.202499389648438
2010-08-25,17.0
2010-08-26,16.767499923706055
2010-08-27,17.15999984741211
2010-08-30,17.06999969482422
2010-08-31,16.9950008392334
2010-09-01,17.5575008392334
2010-09-02,17.852500915527344
2010-09-03,18.155000686645508
2010-09-07,18.329999923706055
2010-09-08,18.6200008392334
2010-09-09,18.364999771118164
2010-09-10,18.40999984741211
2010-09-13,18.575000762939453
2010-09-14,18.8700008392334
2010-09-15,19.075000762939453
2010-09-16,18.860000610351562
2010-09-17,18.844999313354492
2010-09-20,19.334999084472656
2010-09-21,19.309999465942383
2010-09-22,18.9950008392334
2010-09-23,18.985000610351562
2010-09-24,19.295000076293945
2010-09-27,19.174999237060547
2010-09-28,19.799999237060547
2010-09-29,19.610000610351562
2010-09-30,19.829999923706055
2010-10-01,19.600000381469727
2010-10-04,19.309999465942383
2010-10-05,19.46500015258789
2010-10-06,19.524999618530273
2010-10-07,19.510000228881836
2010-10-08,19.290000915527344
2010-10-11,19.434999465942383
2010-10-12,19.985000610351562
2010-10-13,19.885000228881836
2010-10-14,19.854999542236328
2010-10-15,19.81999969482422
2010-10-18,19.329999923706055
2010-10-19,19.094999313354492
2010-10-20,18.9950008392334
2010-10-21,18.739999771118164
2010-10-22,19.15999984741211
2010-10-25,19.729999542236328
2010-10-26,19.940000534057617
2010-10-27,19.520000457763672
2010-10-28,19.479999542236328
2010-10-29,19.790000915527344
2010-11-01,19.53499984741211
2010-11-02,19.864999771118164
2010-11-03,19.834999084472656
2010-11-04,20.53499984741211
2010-11-05,20.844999313354492
2010-11-08,20.920000076293945
2010-11-09,20.68000030517578
2010-11-10,20.80500030517578
2010-11-11,20.8700008392334
2010-11-12,20.34000015258789
2010-11-15,20.264999389648438
2010-11-16,20.229999542236328
2010-11-17,20.360000610351562
2010-11-18,20.450000762939453
2010-11-19,20.7450008392334
2010-11-22,20.979999542236328
2010-11-23,20.920000076293945
2010-11-24,21.19499969482422
2010-11-26,21.145000457763672
2010-11-29,21.0
2010-11-30,21.235000610351562
2010-12-01,21.895000457763672
2010-12-02,22.719999313354492
2010-12-03,22.989999771118164
2010-12-06,23.010000228881836
2010-12-07,23.184999465942383
2010-12-08,23.09000015258789
2010-12-09,23.405000686645508
2010-12-10,23.834999084472656
2010-12-13,23.790000915527344
2010-12-14,23.875
2010-12-15,23.764999389648438
2010-12-16,24.274999618530273
2010-12-17,24.235000610351562
2010-12-20,24.200000762939453
2010-12-21,24.079999923706055
2010-12-22,24.094999313354492
2010-12-23,24.200000762939453
2010-12-27,24.219999313354492
2010-12-28,24.135000228881836
2010-12-29,24.190000534057617
2010-12-30,24.46500015258789
2010-12-31,24.2450008392334
2011-01-03,24.600000381469727
2011-01-04,23.670000076293945
2011-01-05,23.899999618530273
2011-01-06,23.4950008392334
2011-01-07,23.545000076293945
2011-01-10,23.905000686645508
2011-01-11,23.469999313354492
2011-01-12,23.489999771118164
2011-01-13,23.174999237060547
2011-01-14,23.325000762939453
2011-01-18,23.354999542236328
2011-01-19,23.485000610351562
2011-01-20,23.530000686645508
2011-01-21,23.174999237060547
2011-01-24,23.809999465942383
2011-01-25,24.18000030517578
2011-01-26,24.274999618530273
2011-01-27,26.5049991607666
2011-01-28,25.344999313354492
2011-01-31,25.655000686645508
2011-02-01,25.84000015258789
2011-02-02,25.43000030517578
2011-02-03,26.0049991607666
2011-02-04,26.21500015258789
2011-02-07,26.219999313354492
2011-02-08,26.674999237060547
2011-02-09,26.454999923706055
2011-02-10,26.579999923706055
2011-02-11,26.844999313354492
2011-02-14,26.645000457763672
2011-02-15,26.415000915527344
2011-02-16,26.485000610351562
2011-02-17,26.459999084472656
2011-02-18,26.575000762939453
2011-02-22,25.7450008392334
2011-02-23,25.145000457763672
2011-02-24,25.309999465942383
2011-02-25,25.934999465942383
2011-02-28,26.03499984741211
2011-03-01,25.30500030517578
2011-03-02,25.934999465942383
2011-03-03,26.545000076293945
2011-03-04,26.975000381469727
2011-03-07,26.80500030517578
2011-03-08,27.114999771118164
2011-03-09,27.489999771118164
2011-03-10,27.165000915527344
2011-03-11,27.34000015258789
2011-03-14,26.924999237060547
2011-03-15,26.68000030517578
2011-03-16,26.65999984741211
2011-03-17,26.709999084472656
2011-03-18,26.9950008392334
2011-03-21,27.479999542236328
2011-03-22,27.395000457763672
2011-03-23,27.420000076293945
2011-03-24,27.954999923706055
2011-03-25,28.364999771118164
2011-03-28,28.420000076293945
2011-03-29,29.06999969482422
2011-03-30,29.649999618530273
2011-03-31,29.93000030517578
2011-04-01,30.530000686645508
2011-04-04,30.604999542236328
2011-04-05,30.90999984741211
2011-04-06,30.75
2011-04-07,31.094999313354492
2011-04-08,31.420000076293945
2011-04-11,31.5
2011-04-12,31.290000915527344
2011-04-13,31.4950008392334
2011-04-14,31.94499969482422
2011-04-15,31.885000228881836
2011-04-18,30.764999389648438
2011-04-19,30.84000015258789
2011-04-20,31.485000610351562
2011-04-21,30.459999084472656
2011-04-25,30.31999969482422
2011-04-26,30.545000076293945
2011-04-27,30.795000076293945
2011-04-28,30.700000762939453
2011-04-29,30.934999465942383
2011-05-02,29.790000915527344
2011-05-03,29.7549991607666
2011-05-04,29.31999969482422
2011-05-05,29.55500030517578
2011-05-06,29.899999618530273
2011-05-09,30.270000457763672
2011-05-10,30.809999465942383
2011-05-11,30.614999771118164
2011-05-12,31.454999923706055
2011-05-13,30.94499969482422
2011-05-16,30.204999923706055
2011-05-17,29.389999389648438
2011-05-18,30.114999771118164
2011-05-19,30.219999313354492
2011-05-20,29.485000610351562
2011-05-23,30.264999389648438
2011-05-24,30.0
2011-05-25,30.235000610351562
2011-05-26,30.93000030517578
2011-05-27,31.209999084472656
2011-05-31,31.579999923706055
2011-06-01,30.764999389648438
2011-06-02,31.079999923706055
2011-06-03,29.885000228881836
2011-06-06,29.469999313354492
2011-06-07,30.170000076293945
2011-06-08,29.875
2011-06-09,30.280000686645508
2011-06-10,29.385000228881836
2011-06-13,29.75
2011-06-14,30.635000228881836
2011-06-15,30.299999237060547
2011-06-16,30.399999618530273
2011-06-17,30.469999313354492
2011-06-20,31.729999542236328
2011-06-21,32.44499969482422
2011-06-22,32.51499938964844
2011-06-23,33.099998474121094
2011-06-24,32.45500183105469
2011-06-27,33.02000045776367
2011-06-28,33.375
2011-06-29,33.42499923706055
2011-06-30,33.439998626708984
2011-07-01,33.915000915527344
2011-07-05,35.76499938964844
2011-07-06,35.84000015258789
2011-07-07,36.130001068115234
2011-07-08,35.85499954223633
2011-07-11,34.869998931884766
2011-07-12,34.875
2011-07-13,35.150001525878906
2011-07-14,34.53499984741211
2011-07-15,34.584999084472656
2011-07-18,34.22999954223633
2011-07-19,34.95000076293945
2011-07-20,35.334999084472656
2011-07-21,33.54499816894531
2011-07-22,34.0
2011-07-25,33.5099983215332
2011-07-26,33.654998779296875
2011-07-27,33.150001525878906
2011-07-28,32.81999969482422
2011-07-29,32.959999084472656
2011-08-01,32.94499969482422
2011-08-02,31.25
2011-08-03,31.84000015258789
2011-08-04,30.385000228881836
2011-08-05,29.44499969482422
2011-08-08,26.825000762939453
2011-08-09,28.825000762939453
2011-08-10,28.18000030517578
2011-08-11,28.959999084472656
2011-08-12,29.389999389648438
2011-08-15,29.829999923706055
2011-08-16,29.405000686645508
2011-08-17,29.094999313354492
2011-08-18,27.610000610351562
2011-08-19,26.719999313354492
2011-08-22,27.18000030517578
2011-08-23,28.825000762939453
2011-08-24,29.459999084472656
2011-08-25,28.764999389648438
2011-08-26,29.670000076293945
2011-08-29,30.479999542236328
2011-08-30,30.40999984741211
2011-08-31,30.684999465942383
2011-09-01,30.59000015258789
2011-09-02,29.81999969482422
2011-09-06,29.93000030517578
2011-09-07,31.28499984741211
2011-09-08,31.75
2011-09-09,32.35499954223633
2011-09-12,33.11000061035156
2011-09-13,33.81999969482422
2011-09-14,33.650001525878906
2011-09-15,33.9900016784668
2011-09-16,34.41999816894531
2011-09-19,34.775001525878906
2011-09-20,33.70000076293945
2011-09-21,33.05500030517578
2011-09-22,32.31999969482422
2011-09-23,33.27000045776367
2011-09-26,33.875
2011-09-27,33.71500015258789
2011-09-28,33.18000030517578
2011-09-29,33.564998626708984
2011-09-30,31.264999389648438
2011-10-03,30.114999771118164
2011-10-04,31.55500030517578
2011-10-05,31.530000686645508
2011-10-06,32.404998779296875
2011-10-07,32.875
2011-10-10,33.349998474121094
2011-10-11,33.040000915527344
2011-10-12,32.9900016784668
2011-10-13,33.56999969482422
2011-10-14,33.709999084472656
2011-10-17,34.025001525878906
2011-10-18,33.974998474121094
2011-10-19,33.13999938964844
2011-10-20,35.81999969482422
2011-10-21,36.72999954223633
2011-10-24,36.875
2011-10-25,36.095001220703125
2011-10-26,36.20500183105469
2011-10-27,36.82500076293945
2011-10-28,35.595001220703125
2011-10-31,35.470001220703125
2011-11-01,35.494998931884766
2011-11-02,36.310001373291016
2011-11-03,36.3849983215332
2011-11-04,36.3849983215332
2011-11-07,36.55500030517578
2011-11-08,36.79999923706055
2011-11-09,35.720001220703125
2011-11-10,36.095001220703125
2011-11-11,37.25
2011-11-14,37.20000076293945
2011-11-15,37.70000076293945
2011-11-16,37.29999923706055
2011-11-17,36.29999923706055
2011-11-18,36.1349983215332
2011-11-21,35.88999938964844
2011-11-22,35.82500076293945
2011-11-23,35.125
2011-11-25,33.84000015258789
2011-11-28,34.42499923706055
2011-11-29,35.0
2011-11-30,36.1150016784668
2011-12-01,36.1150016784668
2011-12-02,36.099998474121094
2011-12-05,36.9900016784668
2011-12-06,36.68000030517578
2011-12-07,37.16999816894531
2011-12-08,36.470001220703125
2011-12-09,37.6349983215332
2011-12-12,37.095001220703125
2011-12-13,36.380001068115234
2011-12-14,35.32500076293945
2011-12-15,35.75
2011-12-16,36.40999984741211
2011-12-19,35.779998779296875
2011-12-20,36.375
2011-12-21,36.21500015258789
2011-12-22,35.404998779296875
2011-12-23,35.47999954223633
2011-12-27,36.025001525878906
2011-12-28,35.849998474121094
2011-12-29,35.67499923706055
2011-12-30,35.07500076293945
2012-01-03,34.72999954223633
2012-01-04,34.685001373291016
2012-01-05,34.709999084472656
2012-01-06,34.85499954223633
2012-01-09,35.29999923706055
2012-01-10,36.345001220703125
2012-01-11,36.46500015258789
2012-01-12,40.099998474121094
2012-01-13,40.279998779296875
2012-01-17,40.2400016784668
2012-01-18,40.64500045776367
2012-01-19,40.21500015258789
2012-01-20,39.994998931884766
2012-01-23,40.244998931884766
2012-01-24,40.349998474121094
2012-01-25,40.400001525878906
2012-01-26,39.91999816894531
2012-01-27,40.209999084472656
2012-01-30,40.44499969482422
2012-01-31,40.3849983215332
2012-02-01,40.89500045776367
2012-02-02,39.935001373291016
2012-02-03,40.60499954223633
2012-02-06,41.025001525878906
2012-02-07,42.540000915527344
2012-02-08,41.724998474121094
2012-02-09,41.654998779296875
2012-02-10,41.540000915527344
2012-02-13,42.32500076293945
2012-02-14,42.26499938964844
2012-02-15,41.83000183105469
2012-02-16,41.69499969482422
2012-02-17,41.380001068115234
2012-02-21,41.685001373291016
2012-02-22,41.834999084472656
2012-02-23,42.435001373291016
2012-02-24,42.165000915527344
2012-02-27,43.709999084472656
2012-02-28,43.279998779296875
2012-02-29,42.73500061035156
2012-03-01,43.75
2012-03-02,43.30500030517578
2012-03-05,43.36000061035156
2012-03-06,42.834999084472656
2012-03-07,43.75
2012-03-08,43.73500061035156
2012-03-09,43.685001373291016
2012-03-12,43.67499923706055
2012-03-13,44.14500045776367
2012-03-14,43.814998626708984
2012-03-15,43.63999938964844
2012-03-16,42.904998779296875
2012-03-19,43.15999984741211
2012-03-20,43.435001373291016
2012-03-21,43.904998779296875
2012-03-22,43.875
2012-03-23,43.02000045776367
2012-03-26,45.459999084472656
2012-03-27,45.51499938964844
2012-03-28,45.650001525878906
2012-03-29,45.56999969482422
2012-03-30,45.279998779296875
2012-04-02,45.93000030517578
