,ANDE
1998-05-27,3.3958330154418945
1998-05-28,3.3958330154418945
1998-05-29,3.3958330154418945
1998-06-01,3.3958330154418945
1998-06-02,3.4583330154418945
1998-06-03,3.4166669845581055
1998-06-04,3.3958330154418945
1998-06-05,3.4166669845581055
1998-06-08,3.5208330154418945
1998-06-09,3.5208330154418945
1998-06-10,3.5416669845581055
1998-06-11,3.5
1998-06-12,3.5
1998-06-15,3.5416669845581055
1998-06-16,3.4166669845581055
1998-06-17,3.4166669845581055
1998-06-18,3.4166669845581055
1998-06-19,3.4166669845581055
1998-06-22,3.5416669845581055
1998-06-23,3.5
1998-06-24,3.4583330154418945
1998-06-25,3.5
1998-06-26,3.5
1998-06-29,3.5
1998-06-30,3.4583330154418945
1998-07-01,3.5833330154418945
1998-07-02,3.5416669845581055
1998-07-06,3.5833330154418945
1998-07-07,3.625
1998-07-08,3.5208330154418945
1998-07-09,3.625
1998-07-10,3.5
1998-07-13,3.5
1998-07-14,3.5416669845581055
1998-07-15,3.5208330154418945
1998-07-16,3.5
1998-07-17,3.5
1998-07-20,3.5833330154418945
1998-07-21,3.5625
1998-07-22,3.625
1998-07-23,3.5833330154418945
1998-07-24,3.6145830154418945
1998-07-27,3.5833330154418945
1998-07-28,3.5833330154418945
1998-07-29,3.5416669845581055
1998-07-30,3.7083330154418945
1998-07-31,3.6458330154418945
1998-08-03,3.6458330154418945
1998-08-04,3.6041669845581055
1998-08-05,3.5416669845581055
1998-08-06,3.6666669845581055
1998-08-07,3.6666669845581055
1998-08-10,3.5625
1998-08-11,3.5416669845581055
1998-08-12,3.4583330154418945
1998-08-13,3.5
1998-08-14,3.4583330154418945
1998-08-17,3.5416669845581055
1998-08-18,3.75
1998-08-19,3.625
1998-08-20,3.625
1998-08-21,3.6041669845581055
1998-08-24,3.75
1998-08-25,3.6666669845581055
1998-08-26,3.7291669845581055
1998-08-27,3.5208330154418945
1998-08-28,3.5
1998-08-31,3.4166669845581055
1998-09-01,3.4583330154418945
1998-09-02,3.4166669845581055
1998-09-03,3.3958330154418945
1998-09-04,3.4166669845581055
1998-09-08,3.4583330154418945
1998-09-09,3.4583330154418945
1998-09-10,3.4583330154418945
1998-09-11,3.5
1998-09-14,3.6458330154418945
1998-09-15,3.5416669845581055
1998-09-16,3.5416669845581055
1998-09-17,3.5416669845581055
1998-09-18,3.5416669845581055
1998-09-21,3.6666669845581055
1998-09-22,3.5208330154418945
1998-09-23,3.4583330154418945
1998-09-24,3.4166669845581055
1998-09-25,3.5833330154418945
1998-09-28,3.4166669845581055
1998-09-29,3.4375
1998-09-30,3.5416669845581055
1998-10-01,3.2708330154418945
1998-10-02,3.5
1998-10-05,3.4583330154418945
1998-10-06,3.3333330154418945
1998-10-07,3.5
1998-10-08,3.2916669845581055
1998-10-09,3.25
1998-10-12,3.25
1998-10-13,3.375
1998-10-14,3.4166669845581055
1998-10-15,3.3333330154418945
1998-10-16,3.3541669845581055
1998-10-19,3.5416669845581055
1998-10-20,3.4895830154418945
1998-10-21,3.4166669845581055
1998-10-22,3.5104169845581055
1998-10-23,3.4583330154418945
1998-10-26,3.5208330154418945
1998-10-27,3.5833330154418945
1998-10-28,3.5
1998-10-29,3.5416669845581055
1998-10-30,3.5
1998-11-02,3.5625
1998-11-03,3.4583330154418945
1998-11-04,3.625
1998-11-05,3.625
1998-11-06,3.6458330154418945
1998-11-09,3.6666669845581055
1998-11-10,3.6666669845581055
1998-11-11,3.6041669845581055
1998-11-12,3.625
1998-11-13,3.625
1998-11-16,3.6666669845581055
1998-11-17,3.75
1998-11-18,3.7083330154418945
1998-11-19,3.75
1998-11-20,3.8333330154418945
1998-11-23,3.7708330154418945
1998-11-24,3.7291669845581055
1998-11-25,3.7708330154418945
1998-11-27,3.6666669845581055
1998-11-30,3.7083330154418945
1998-12-01,3.7291669845581055
1998-12-02,3.7083330154418945
1998-12-03,3.75
1998-12-04,3.7708330154418945
1998-12-07,3.8333330154418945
1998-12-08,3.75
1998-12-09,3.8333330154418945
1998-12-10,3.8333330154418945
1998-12-11,3.7760419845581055
1998-12-14,3.7708330154418945
1998-12-15,3.7708330154418945
1998-12-16,3.7708330154418945
1998-12-17,3.6666669845581055
1998-12-18,3.8333330154418945
1998-12-21,3.8333330154418945
1998-12-22,3.8229169845581055
1998-12-23,3.8125
1998-12-24,3.8333330154418945
1998-12-28,3.8125
1998-12-29,3.8125
1998-12-30,3.8541669845581055
1998-12-31,3.8541669845581055
1999-01-04,3.8125
1999-01-05,3.8020830154418945
1999-01-06,3.75
1999-01-07,3.7708330154418945
1999-01-08,3.8333330154418945
1999-01-11,3.7916669845581055
1999-01-12,3.8333330154418945
1999-01-13,3.8333330154418945
1999-01-14,3.875
1999-01-15,4.0
1999-01-19,4.0416669845581055
1999-01-20,3.9166669845581055
1999-01-21,4.0
1999-01-22,4.0
1999-01-25,4.0833330154418945
1999-01-26,4.0833330154418945
1999-01-27,4.0416669845581055
1999-01-28,4.0416669845581055
1999-01-29,4.0625
1999-02-01,4.0416669845581055
1999-02-02,4.0833330154418945
1999-02-03,4.1666669845581055
1999-02-04,4.0833330154418945
1999-02-05,4.0625
1999-02-08,4.0833330154418945
1999-02-09,4.0833330154418945
1999-02-10,4.0833330154418945
1999-02-11,4.0625
1999-02-12,4.0833330154418945
1999-02-16,4.0833330154418945
1999-02-17,4.1666669845581055
1999-02-18,4.0833330154418945
1999-02-19,4.1041669845581055
1999-02-22,4.1666669845581055
1999-02-23,4.0833330154418945
1999-02-24,4.0833330154418945
1999-02-25,4.125
1999-02-26,4.1041669845581055
1999-03-01,4.1666669845581055
1999-03-02,4.1041669845581055
1999-03-03,4.0833330154418945
1999-03-04,4.0833330154418945
1999-03-05,4.1666669845581055
1999-03-08,4.2083330154418945
1999-03-09,4.0833330154418945
1999-03-10,4.0416669845581055
1999-03-11,4.0625
1999-03-12,4.0625
1999-03-15,4.0416669845581055
1999-03-16,4.0416669845581055
1999-03-17,4.0833330154418945
1999-03-18,4.1041669845581055
1999-03-19,4.0833330154418945
1999-03-22,4.0
1999-03-23,4.0416669845581055
1999-03-24,4.0
1999-03-25,4.0
1999-03-26,4.0
1999-03-29,4.0
1999-03-30,3.9895830154418945
1999-03-31,4.0416669845581055
1999-04-01,4.0625
1999-04-05,4.0
1999-04-06,4.0416669845581055
1999-04-07,4.0833330154418945
1999-04-08,4.0520830154418945
1999-04-09,4.0208330154418945
1999-04-12,3.9791669845581055
1999-04-13,4.0208330154418945
1999-04-14,4.0208330154418945
1999-04-15,4.0208330154418945
1999-04-16,4.0625
1999-04-19,4.1041669845581055
1999-04-20,4.0833330154418945
1999-04-21,4.125
1999-04-22,4.125
1999-04-23,4.0
1999-04-26,4.0833330154418945
1999-04-27,4.0833330154418945
1999-04-28,4.1666669845581055
1999-04-29,4.1041669845581055
1999-04-30,4.125
1999-05-03,4.0833330154418945
1999-05-04,4.2083330154418945
1999-05-05,4.2291669845581055
1999-05-06,4.1875
1999-05-07,4.3333330154418945
1999-05-10,4.5416669845581055
1999-05-11,4.375
1999-05-12,4.4166669845581055
1999-05-13,4.4166669845581055
1999-05-14,4.3854169845581055
1999-05-17,4.2916669845581055
1999-05-18,4.3645830154418945
1999-05-19,4.3125
1999-05-20,4.3229169845581055
1999-05-21,4.2916669845581055
1999-05-24,4.3333330154418945
1999-05-25,4.2708330154418945
1999-05-26,4.3020830154418945
1999-05-27,4.3072919845581055
1999-05-28,4.2916669845581055
1999-06-01,4.2916669845581055
1999-06-02,4.3333330154418945
1999-06-03,4.3125
1999-06-04,4.3333330154418945
1999-06-07,4.3020830154418945
1999-06-08,4.25
1999-06-09,4.2916669845581055
1999-06-10,4.2916669845581055
1999-06-11,4.25
1999-06-14,4.25
1999-06-15,4.2708330154418945
1999-06-16,4.25
1999-06-17,4.2708330154418945
1999-06-18,4.2291669845581055
1999-06-21,4.2083330154418945
1999-06-22,4.25
1999-06-23,4.2291669845581055
1999-06-24,4.2291669845581055
1999-06-25,4.2291669845581055
1999-06-28,4.3125
1999-06-29,4.25
1999-06-30,4.25
1999-07-01,4.2083330154418945
1999-07-02,4.2916669845581055
1999-07-06,4.25
1999-07-07,4.2083330154418945
1999-07-08,3.875
1999-07-09,3.9166669845581055
1999-07-12,3.7083330154418945
1999-07-13,3.7916669845581055
1999-07-14,3.8958330154418945
1999-07-15,3.8958330154418945
1999-07-16,3.7708330154418945
1999-07-19,3.875
1999-07-20,3.75
1999-07-21,3.9166669845581055
1999-07-22,3.9166669845581055
1999-07-23,3.8333330154418945
1999-07-26,3.7916669845581055
1999-07-27,3.7916669845581055
1999-07-28,3.75
1999-07-29,3.75
1999-07-30,3.7916669845581055
1999-08-02,3.7864580154418945
1999-08-03,3.7916669845581055
1999-08-04,3.75
1999-08-05,3.7708330154418945
1999-08-06,3.7083330154418945
1999-08-09,3.7083330154418945
1999-08-10,3.5833330154418945
1999-08-11,3.6666669845581055
1999-08-12,3.6666669845581055
1999-08-13,3.6041669845581055
1999-08-16,3.625
1999-08-17,3.625
1999-08-18,3.6666669845581055
1999-08-19,3.6666669845581055
1999-08-20,3.6666669845581055
1999-08-23,3.625
1999-08-24,3.625
1999-08-25,3.6041669845581055
1999-08-26,3.5833330154418945
1999-08-27,3.6041669845581055
1999-08-30,3.5416669845581055
1999-08-31,3.4791669845581055
1999-09-01,3.4166669845581055
1999-09-02,3.3958330154418945
1999-09-03,3.375
1999-09-07,3.3125
1999-09-08,2.9166669845581055
1999-09-09,3.1666669845581055
1999-09-10,3.0
1999-09-13,3.0833330154418945
1999-09-14,3.0833330154418945
1999-09-15,3.0208330154418945
1999-09-16,2.9583330154418945
1999-09-17,3.125
1999-09-20,2.9583330154418945
1999-09-21,3.0625
1999-09-22,3.0208330154418945
1999-09-23,2.9166669845581055
1999-09-24,2.9791669845581055
1999-09-27,3.0729169845581055
1999-09-28,3.0729169845581055
1999-09-29,3.0
1999-09-30,2.9166669845581055
1999-10-01,2.875
1999-10-04,2.9166669845581055
1999-10-05,2.875
1999-10-06,3.0
1999-10-07,2.9375
1999-10-08,2.9791669845581055
1999-10-11,2.9375
1999-10-12,2.9375
1999-10-13,3.0
1999-10-14,3.0
1999-10-15,2.9583330154418945
1999-10-18,2.9583330154418945
1999-10-19,2.8333330154418945
1999-10-20,2.9166669845581055
1999-10-21,2.9583330154418945
1999-10-22,2.9375
1999-10-25,2.8333330154418945
1999-10-26,2.8958330154418945
1999-10-27,2.875
1999-10-28,2.75
1999-10-29,2.6458330154418945
1999-11-01,2.6458330154418945
1999-11-02,2.625
1999-11-03,2.6458330154418945
1999-11-04,2.6666669845581055
1999-11-05,2.75
1999-11-08,2.75
1999-11-09,2.7708330154418945
1999-11-10,2.7916669845581055
1999-11-11,2.8541669845581055
1999-11-12,2.8333330154418945
1999-11-15,2.7916669845581055
1999-11-16,2.8020830154418945
1999-11-17,2.75
1999-11-18,2.75
1999-11-19,2.7083330154418945
1999-11-22,2.7083330154418945
1999-11-23,2.625
1999-11-24,2.6458330154418945
1999-11-26,2.625
1999-11-29,2.7708330154418945
1999-11-30,2.9583330154418945
1999-12-01,2.8333330154418945
1999-12-02,2.75
1999-12-03,2.7083330154418945
1999-12-06,2.625
1999-12-07,2.625
1999-12-08,2.625
1999-12-09,2.625
