,CWST
2006-03-29,14.050000190734863
2006-03-30,14.0
2006-03-31,14.210000038146973
2006-04-03,14.130000114440918
2006-04-04,14.25
2006-04-05,14.289999961853027
2006-04-06,14.0
2006-04-07,14.039999961853027
2006-04-10,13.989999771118164
2006-04-11,14.020000457763672
2006-04-12,14.050000190734863
2006-04-13,13.989999771118164
2006-04-17,14.140000343322754
2006-04-18,14.300000190734863
2006-04-19,15.039999961853027
2006-04-20,14.960000038146973
2006-04-21,15.039999961853027
2006-04-24,15.0
2006-04-25,15.15999984741211
2006-04-26,15.119999885559082
2006-04-27,15.449999809265137
2006-04-28,15.550000190734863
2006-05-01,15.680000305175781
2006-05-02,15.84000015258789
2006-05-03,15.649999618530273
2006-05-04,15.930000305175781
2006-05-05,16.09000015258789
2006-05-08,16.1299991607666
2006-05-09,16.219999313354492
2006-05-10,15.9399995803833
2006-05-11,15.739999771118164
2006-05-12,15.5
2006-05-15,14.859999656677246
2006-05-16,14.640000343322754
2006-05-17,14.75
2006-05-18,15.079999923706055
2006-05-19,15.760000228881836
2006-05-22,16.059999465942383
2006-05-23,15.729999542236328
2006-05-24,15.6899995803833
2006-05-25,16.1299991607666
2006-05-26,15.8100004196167
2006-05-30,15.199999809265137
2006-05-31,15.600000381469727
2006-06-01,15.920000076293945
2006-06-02,16.34000015258789
2006-06-05,15.210000038146973
2006-06-06,15.170000076293945
2006-06-07,15.369999885559082
2006-06-08,15.260000228881836
2006-06-09,15.140000343322754
2006-06-12,14.600000381469727
2006-06-13,14.449999809265137
2006-06-14,14.15999984741211
2006-06-15,14.949999809265137
2006-06-16,14.6899995803833
2006-06-19,14.710000038146973
2006-06-20,14.680000305175781
2006-06-21,14.180000305175781
2006-06-22,13.699999809265137
2006-06-23,13.260000228881836
2006-06-26,13.460000038146973
2006-06-27,13.199999809265137
2006-06-28,13.149999618530273
2006-06-29,13.239999771118164
2006-06-30,13.09000015258789
2006-07-03,13.119999885559082
2006-07-05,13.119999885559082
2006-07-06,13.0
2006-07-07,12.550000190734863
2006-07-10,12.609999656677246
2006-07-11,13.010000228881836
2006-07-12,12.760000228881836
2006-07-13,12.34000015258789
2006-07-14,12.180000305175781
2006-07-17,12.170000076293945
2006-07-18,12.369999885559082
2006-07-19,12.529999732971191
2006-07-20,12.010000228881836
2006-07-21,11.8100004196167
2006-07-24,12.220000267028809
2006-07-25,12.210000038146973
2006-07-26,12.229999542236328
2006-07-27,11.430000305175781
2006-07-28,11.819999694824219
2006-07-31,11.6899995803833
2006-08-01,12.020000457763672
2006-08-02,12.199999809265137
2006-08-03,12.800000190734863
2006-08-04,12.890000343322754
2006-08-07,12.1899995803833
2006-08-08,11.850000381469727
2006-08-09,11.90999984741211
2006-08-10,13.0
2006-08-11,13.170000076293945
2006-08-14,13.270000457763672
2006-08-15,13.640000343322754
2006-08-16,12.34000015258789
2006-08-17,12.0
2006-08-18,11.770000457763672
2006-08-21,11.989999771118164
2006-08-22,11.729999542236328
2006-08-23,11.470000267028809
2006-08-24,11.520000457763672
2006-08-25,11.380000114440918
2006-08-28,11.550000190734863
2006-08-29,11.90999984741211
2006-08-30,11.579999923706055
2006-08-31,11.770000457763672
2006-09-01,11.619999885559082
2006-09-05,11.84000015258789
2006-09-06,11.399999618530273
2006-09-07,11.010000228881836
2006-09-08,11.050000190734863
2006-09-11,11.0600004196167
2006-09-12,11.329999923706055
2006-09-13,11.449999809265137
2006-09-14,11.449999809265137
2006-09-15,11.34000015258789
2006-09-18,11.25
2006-09-19,11.319999694824219
2006-09-20,11.289999961853027
2006-09-21,11.1899995803833
2006-09-22,10.970000267028809
2006-09-25,11.010000228881836
2006-09-26,10.930000305175781
2006-09-27,10.920000076293945
2006-09-28,10.779999732971191
2006-09-29,10.34000015258789
2006-10-02,10.3100004196167
2006-10-03,10.25
2006-10-04,10.279999732971191
2006-10-05,10.25
2006-10-06,10.369999885559082
2006-10-09,10.25
2006-10-10,10.220000267028809
2006-10-11,10.479999542236328
2006-10-12,10.90999984741211
2006-10-13,11.5
2006-10-16,11.640000343322754
2006-10-17,11.390000343322754
2006-10-18,11.579999923706055
2006-10-19,11.680000305175781
2006-10-20,11.59000015258789
2006-10-23,11.380000114440918
2006-10-24,11.350000381469727
2006-10-25,11.600000381469727
2006-10-26,11.65999984741211
2006-10-27,11.25
2006-10-30,11.970000267028809
2006-10-31,11.34000015258789
2006-11-01,11.029999732971191
2006-11-02,11.09000015258789
2006-11-03,11.65999984741211
2006-11-06,11.619999885559082
2006-11-07,11.40999984741211
2006-11-08,11.9399995803833
2006-11-09,11.539999961853027
2006-11-10,11.720000267028809
2006-11-13,12.270000457763672
2006-11-14,11.989999771118164
2006-11-15,12.180000305175781
2006-11-16,11.829999923706055
2006-11-17,11.630000114440918
2006-11-20,11.649999618530273
2006-11-21,11.579999923706055
2006-11-22,11.020000457763672
2006-11-24,11.0
2006-11-27,10.850000381469727
2006-11-28,11.069999694824219
2006-11-29,11.279999732971191
2006-11-30,10.90999984741211
2006-12-01,10.779999732971191
2006-12-04,11.0
2006-12-05,10.859999656677246
2006-12-06,10.90999984741211
2006-12-07,11.739999771118164
2006-12-08,11.779999732971191
2006-12-11,11.880000114440918
2006-12-12,11.84000015258789
2006-12-13,12.079999923706055
2006-12-14,12.229999542236328
2006-12-15,11.890000343322754
2006-12-18,11.84000015258789
2006-12-19,11.5600004196167
2006-12-20,11.979999542236328
2006-12-21,12.020000457763672
2006-12-22,12.140000343322754
2006-12-26,12.539999961853027
2006-12-27,12.5
2006-12-28,12.170000076293945
2006-12-29,12.229999542236328
2007-01-03,12.640000343322754
2007-01-04,12.539999961853027
2007-01-05,12.3100004196167
2007-01-08,12.420000076293945
2007-01-09,12.319999694824219
2007-01-10,12.40999984741211
2007-01-11,12.579999923706055
2007-01-12,12.680000305175781
2007-01-16,12.609999656677246
2007-01-17,12.510000228881836
2007-01-18,12.210000038146973
2007-01-19,12.199999809265137
2007-01-22,12.050000190734863
2007-01-23,12.600000381469727
2007-01-24,12.390000343322754
2007-01-25,11.949999809265137
2007-01-26,12.279999732971191
2007-01-29,12.539999961853027
2007-01-30,12.3100004196167
2007-01-31,12.5
2007-02-01,12.489999771118164
2007-02-02,12.1899995803833
2007-02-05,12.149999618530273
2007-02-06,12.180000305175781
2007-02-07,12.329999923706055
2007-02-08,12.470000267028809
2007-02-09,11.710000038146973
2007-02-12,11.550000190734863
2007-02-13,11.420000076293945
2007-02-14,11.130000114440918
2007-02-15,11.170000076293945
2007-02-16,11.649999618530273
2007-02-20,12.069999694824219
2007-02-21,12.350000381469727
2007-02-22,12.460000038146973
2007-02-23,12.359999656677246
2007-02-26,12.34000015258789
2007-02-27,11.800000190734863
2007-02-28,11.8100004196167
2007-03-01,11.680000305175781
2007-03-02,11.829999923706055
2007-03-05,11.369999885559082
2007-03-06,11.520000457763672
2007-03-07,11.510000228881836
2007-03-08,10.149999618530273
2007-03-09,10.039999961853027
2007-03-12,9.84000015258789
2007-03-13,9.1899995803833
2007-03-14,9.100000381469727
2007-03-15,9.0
2007-03-16,8.970000267028809
2007-03-19,9.020000457763672
2007-03-20,8.989999771118164
2007-03-21,9.289999961853027
2007-03-22,9.550000190734863
2007-03-23,9.579999923706055
2007-03-26,9.670000076293945
2007-03-27,9.720000267028809
2007-03-28,9.609999656677246
2007-03-29,9.699999809265137
2007-03-30,9.760000228881836
2007-04-02,9.680000305175781
2007-04-03,9.630000114440918
2007-04-04,9.369999885559082
2007-04-05,9.59000015258789
2007-04-09,9.59000015258789
2007-04-10,9.609999656677246
2007-04-11,9.510000228881836
2007-04-12,9.489999771118164
2007-04-13,9.649999618530273
2007-04-16,9.789999961853027
2007-04-17,10.039999961853027
2007-04-18,9.90999984741211
2007-04-19,9.430000305175781
2007-04-20,9.550000190734863
2007-04-23,9.65999984741211
2007-04-24,9.720000267028809
2007-04-25,10.010000228881836
2007-04-26,9.75
2007-04-27,9.609999656677246
2007-04-30,9.300000190734863
2007-05-01,9.470000267028809
2007-05-02,9.449999809265137
2007-05-03,9.229999542236328
2007-05-04,9.369999885559082
2007-05-07,9.279999732971191
2007-05-08,9.380000114440918
2007-05-09,9.800000190734863
2007-05-10,9.25
2007-05-11,9.420000076293945
2007-05-14,9.25
2007-05-15,9.029999732971191
2007-05-16,9.3100004196167
2007-05-17,9.460000038146973
2007-05-18,9.75
2007-05-21,9.970000267028809
2007-05-22,10.75
2007-05-23,10.699999809265137
2007-05-24,10.4399995803833
2007-05-25,10.720000267028809
2007-05-29,10.800000190734863
2007-05-30,10.729999542236328
2007-05-31,10.720000267028809
2007-06-01,10.75
2007-06-04,10.8100004196167
2007-06-05,10.6899995803833
2007-06-06,10.65999984741211
2007-06-07,10.289999961853027
2007-06-08,10.3100004196167
2007-06-11,10.609999656677246
2007-06-12,10.010000228881836
2007-06-13,10.640000343322754
2007-06-14,10.380000114440918
2007-06-15,10.550000190734863
2007-06-18,10.84000015258789
2007-06-19,10.5
2007-06-20,10.460000038146973
2007-06-21,10.5
2007-06-22,10.529999732971191
2007-06-25,10.510000228881836
2007-06-26,10.520000457763672
2007-06-27,10.8100004196167
2007-06-28,10.819999694824219
2007-06-29,10.779999732971191
2007-07-02,10.529999732971191
2007-07-03,10.609999656677246
2007-07-05,10.510000228881836
2007-07-06,10.529999732971191
2007-07-09,10.59000015258789
2007-07-10,10.529999732971191
2007-07-11,10.609999656677246
2007-07-12,10.75
2007-07-13,10.779999732971191
2007-07-16,10.65999984741211
2007-07-17,10.649999618530273
2007-07-18,10.579999923706055
2007-07-19,10.430000305175781
2007-07-20,10.460000038146973
2007-07-23,11.010000228881836
2007-07-24,10.899999618530273
2007-07-25,10.989999771118164
2007-07-26,10.739999771118164
2007-07-27,10.680000305175781
2007-07-30,10.899999618530273
2007-07-31,11.130000114440918
2007-08-01,11.119999885559082
2007-08-02,11.220000267028809
2007-08-03,11.039999961853027
2007-08-06,10.510000228881836
2007-08-07,10.649999618530273
2007-08-08,11.949999809265137
2007-08-09,11.880000114440918
2007-08-10,11.430000305175781
2007-08-13,10.920000076293945
2007-08-14,10.649999618530273
2007-08-15,10.770000457763672
2007-08-16,11.0
2007-08-17,11.220000267028809
2007-08-20,11.25
2007-08-21,11.039999961853027
2007-08-22,11.449999809265137
2007-08-23,11.0
2007-08-24,11.1899995803833
2007-08-27,11.010000228881836
2007-08-28,10.850000381469727
2007-08-29,11.180000305175781
2007-08-30,11.119999885559082
2007-08-31,11.170000076293945
2007-09-04,11.369999885559082
2007-09-05,11.130000114440918
2007-09-06,11.65999984741211
2007-09-07,11.5600004196167
2007-09-10,11.510000228881836
2007-09-11,11.859999656677246
2007-09-12,11.550000190734863
2007-09-13,11.770000457763672
2007-09-14,11.8100004196167
2007-09-17,11.850000381469727
2007-09-18,12.029999732971191
2007-09-19,11.979999542236328
2007-09-20,12.369999885559082
2007-09-21,12.760000228881836
2007-09-24,12.65999984741211
2007-09-25,12.770000457763672
2007-09-26,13.65999984741211
2007-09-27,13.239999771118164
2007-09-28,12.539999961853027
2007-10-01,13.829999923706055
2007-10-02,14.369999885559082
2007-10-03,14.479999542236328
2007-10-04,14.449999809265137
2007-10-05,14.489999771118164
2007-10-08,14.420000076293945
2007-10-09,14.479999542236328
2007-10-10,14.279999732971191
2007-10-11,14.359999656677246
2007-10-12,14.239999771118164
2007-10-15,14.149999618530273
2007-10-16,14.430000305175781
2007-10-17,14.520000457763672
2007-10-18,14.300000190734863
2007-10-19,13.829999923706055
2007-10-22,14.4399995803833
2007-10-23,14.779999732971191
2007-10-24,14.729999542236328
2007-10-25,14.75
2007-10-26,14.640000343322754
2007-10-29,14.779999732971191
2007-10-30,14.789999961853027
2007-10-31,14.729999542236328
2007-11-01,13.970000267028809
2007-11-02,14.489999771118164
2007-11-05,15.619999885559082
2007-11-06,15.630000114440918
2007-11-07,15.210000038146973
2007-11-08,15.420000076293945
2007-11-09,14.640000343322754
2007-11-12,14.8100004196167
2007-11-13,15.479999542236328
2007-11-14,15.720000267028809
2007-11-15,15.510000228881836
2007-11-16,15.390000343322754
2007-11-19,15.079999923706055
2007-11-20,15.739999771118164
2007-11-21,15.489999771118164
2007-11-23,15.899999618530273
2007-11-26,15.069999694824219
2007-11-27,15.6899995803833
2007-11-28,15.710000038146973
2007-11-29,15.649999618530273
2007-11-30,14.970000267028809
2007-12-03,14.970000267028809
2007-12-04,14.930000305175781
2007-12-05,15.119999885559082
2007-12-06,15.25
2007-12-07,14.890000343322754
2007-12-10,13.609999656677246
2007-12-11,13.149999618530273
2007-12-12,14.109999656677246
2007-12-13,13.779999732971191
2007-12-14,13.4399995803833
2007-12-17,12.6899995803833
2007-12-18,13.329999923706055
2007-12-19,12.75
2007-12-20,13.5
2007-12-21,13.890000343322754
2007-12-24,13.619999885559082
2007-12-26,13.65999984741211
2007-12-27,13.270000457763672
2007-12-28,13.100000381469727
2007-12-31,13.039999961853027
2008-01-02,12.510000228881836
2008-01-03,12.920000076293945
2008-01-04,12.149999618530273
2008-01-07,12.399999618530273
2008-01-08,12.09000015258789
2008-01-09,12.960000038146973
2008-01-10,12.59000015258789
2008-01-11,12.5
2008-01-14,12.479999542236328
2008-01-15,12.1899995803833
2008-01-16,12.569999694824219
2008-01-17,12.0
2008-01-18,11.489999771118164
2008-01-22,11.510000228881836
2008-01-23,11.710000038146973
2008-01-24,11.630000114440918
2008-01-25,11.630000114440918
2008-01-28,12.15999984741211
2008-01-29,11.729999542236328
2008-01-30,11.829999923706055
2008-01-31,12.130000114440918
2008-02-01,12.3100004196167
2008-02-04,12.199999809265137
2008-02-05,11.609999656677246
2008-02-06,11.399999618530273
2008-02-07,11.40999984741211
2008-02-08,11.039999961853027
2008-02-11,10.850000381469727
2008-02-12,10.800000190734863
2008-02-13,10.829999923706055
2008-02-14,10.279999732971191
2008-02-15,10.229999542236328
2008-02-19,10.460000038146973
2008-02-20,10.609999656677246
2008-02-21,10.079999923706055
2008-02-22,9.949999809265137
2008-02-25,10.34000015258789
2008-02-26,10.399999618530273
2008-02-27,10.510000228881836
2008-02-28,10.460000038146973
2008-02-29,9.890000343322754
2008-03-03,10.09000015258789
2008-03-04,9.729999542236328
2008-03-05,10.050000190734863
2008-03-06,10.819999694824219
2008-03-07,10.670000076293945
2008-03-10,10.369999885559082
2008-03-11,10.600000381469727
2008-03-12,10.25
2008-03-13,10.630000114440918
2008-03-14,10.539999961853027
2008-03-17,10.520000457763672
2008-03-18,10.949999809265137
2008-03-19,10.930000305175781
2008-03-20,11.329999923706055
2008-03-24,11.59000015258789
2008-03-25,11.989999771118164
2008-03-26,11.989999771118164
2008-03-27,12.039999961853027
2008-03-28,11.430000305175781
2008-03-31,10.930000305175781
2008-04-01,11.149999618530273
2008-04-02,10.779999732971191
2008-04-03,10.739999771118164
2008-04-04,11.0
2008-04-07,11.470000267028809
2008-04-08,11.220000267028809
2008-04-09,11.0
2008-04-10,11.199999809265137
2008-04-11,11.010000228881836
2008-04-14,11.020000457763672
2008-04-15,10.880000114440918
2008-04-16,10.779999732971191
2008-04-17,10.989999771118164
2008-04-18,10.760000228881836
2008-04-21,10.600000381469727
2008-04-22,10.239999771118164
2008-04-23,10.210000038146973
2008-04-24,10.729999542236328
2008-04-25,10.65999984741211
2008-04-28,10.649999618530273
2008-04-29,10.699999809265137
2008-04-30,10.65999984741211
2008-05-01,10.5
2008-05-02,10.430000305175781
2008-05-05,10.329999923706055
2008-05-06,10.479999542236328
2008-05-07,10.119999885559082
2008-05-08,10.369999885559082
2008-05-09,10.520000457763672
2008-05-12,10.930000305175781
2008-05-13,11.1899995803833
2008-05-14,11.220000267028809
2008-05-15,11.0
2008-05-16,10.609999656677246
2008-05-19,10.510000228881836
2008-05-20,10.6899995803833
2008-05-21,10.670000076293945
2008-05-22,10.979999542236328
2008-05-23,10.699999809265137
2008-05-27,10.890000343322754
2008-05-28,10.890000343322754
2008-05-29,11.329999923706055
2008-05-30,11.15999984741211
2008-06-02,10.90999984741211
2008-06-03,10.699999809265137
2008-06-04,11.020000457763672
2008-06-05,12.130000114440918
2008-06-06,11.699999809265137
2008-06-09,11.619999885559082
2008-06-10,11.680000305175781
2008-06-11,11.270000457763672
2008-06-12,12.539999961853027
2008-06-13,12.34000015258789
2008-06-16,12.619999885559082
2008-06-17,12.510000228881836
2008-06-18,12.09000015258789
2008-06-19,13.510000228881836
2008-06-20,13.430000305175781
2008-06-23,12.800000190734863
2008-06-24,12.970000267028809
2008-06-25,13.0
2008-06-26,13.050000190734863
2008-06-27,12.649999618530273
2008-06-30,12.1899995803833
2008-07-01,12.029999732971191
2008-07-02,11.8100004196167
2008-07-03,11.699999809265137
2008-07-07,11.420000076293945
2008-07-08,11.770000457763672
2008-07-09,11.510000228881836
2008-07-10,12.260000228881836
2008-07-11,12.430000305175781
2008-07-14,12.800000190734863
2008-07-15,12.640000343322754
2008-07-16,12.399999618530273
2008-07-17,12.609999656677246
2008-07-18,12.779999732971191
2008-07-21,12.600000381469727
2008-07-22,13.34000015258789
2008-07-23,13.699999809265137
2008-07-24,13.039999961853027
2008-07-25,13.25
2008-07-28,12.140000343322754
2008-07-29,12.90999984741211
2008-07-30,12.729999542236328
2008-07-31,12.920000076293945
2008-08-01,13.600000381469727
2008-08-04,12.600000381469727
2008-08-05,13.0
2008-08-06,13.369999885559082
2008-08-07,13.149999618530273
2008-08-08,13.420000076293945
2008-08-11,13.420000076293945
2008-08-12,12.789999961853027
2008-08-13,12.359999656677246
2008-08-14,12.640000343322754
2008-08-15,12.59000015258789
2008-08-18,12.40999984741211
2008-08-19,12.539999961853027
2008-08-20,12.960000038146973
2008-08-21,12.930000305175781
2008-08-22,13.270000457763672
2008-08-25,12.420000076293945
2008-08-26,12.84000015258789
2008-08-27,13.069999694824219
2008-08-28,13.149999618530273
2008-08-29,13.3100004196167
2008-09-02,13.279999732971191
2008-09-03,13.109999656677246
2008-09-04,12.579999923706055
2008-09-05,13.09000015258789
2008-09-08,14.220000267028809
2008-09-09,13.350000381469727
2008-09-10,13.75
2008-09-11,13.720000267028809
2008-09-12,13.279999732971191
2008-09-15,13.449999809265137
2008-09-16,13.420000076293945
2008-09-17,12.460000038146973
2008-09-18,11.630000114440918
2008-09-19,13.399999618530273
2008-09-22,13.119999885559082
2008-09-23,13.289999961853027
2008-09-24,12.960000038146973
2008-09-25,13.449999809265137
2008-09-26,13.350000381469727
2008-09-29,12.09000015258789
2008-09-30,11.739999771118164
2008-10-01,11.449999809265137
2008-10-02,10.5
2008-10-03,10.050000190734863
2008-10-06,9.710000038146973
2008-10-07,8.819999694824219
2008-10-08,8.699999809265137
2008-10-09,7.949999809265137
2008-10-10,7.860000133514404
2008-10-13,9.149999618530273
2008-10-14,9.15999984741211
2008-10-15,8.09000015258789
2008-10-16,8.300000190734863
2008-10-17,8.229999542236328
2008-10-20,7.960000038146973
2008-10-21,7.980000019073486
2008-10-22,7.03000020980835
2008-10-23,6.690000057220459
2008-10-24,5.420000076293945
2008-10-27,4.590000152587891
2008-10-28,4.25
2008-10-29,4.269999980926514
2008-10-30,5.0
2008-10-31,5.039999961853027
2008-11-03,5.46999979019165
2008-11-04,6.329999923706055
2008-11-05,6.159999847412109
2008-11-06,5.920000076293945
2008-11-07,6.099999904632568
2008-11-10,6.03000020980835
2008-11-11,5.599999904632568
2008-11-12,4.78000020980835
2008-11-13,6.119999885559082
2008-11-14,4.929999828338623
2008-11-17,4.510000228881836
2008-11-18,4.739999771118164
2008-11-19,4.539999961853027
2008-11-20,4.050000190734863
2008-11-21,4.150000095367432
2008-11-24,4.53000020980835
2008-11-25,4.309999942779541
2008-11-26,4.929999828338623
2008-11-28,5.010000228881836
2008-12-01,3.740000009536743
2008-12-02,4.460000038146973
2008-12-03,4.570000171661377
2008-12-04,4.190000057220459
2008-12-05,4.369999885559082
2008-12-08,4.150000095367432
2008-12-09,3.890000104904175
2008-12-10,4.0
2008-12-11,3.700000047683716
2008-12-12,3.490000009536743
2008-12-15,2.9700000286102295
2008-12-16,3.0199999809265137
2008-12-17,2.869999885559082
2008-12-18,2.7100000381469727
2008-12-19,2.4000000953674316
2008-12-22,2.3399999141693115
2008-12-23,2.3299999237060547
2008-12-24,2.309999942779541
2008-12-26,2.309999942779541
2008-12-29,2.0799999237060547
2008-12-30,3.190000057220459
2008-12-31,4.079999923706055
2009-01-02,3.819999933242798
2009-01-05,4.050000190734863
2009-01-06,4.119999885559082
2009-01-07,4.090000152587891
2009-01-08,4.409999847412109
2009-01-09,4.28000020980835
2009-01-12,4.539999961853027
2009-01-13,4.119999885559082
2009-01-14,3.240000009536743
2009-01-15,2.799999952316284
2009-01-16,2.7899999618530273
2009-01-20,2.609999895095825
2009-01-21,2.930000066757202
2009-01-22,2.740000009536743
2009-01-23,2.5999999046325684
2009-01-26,2.8299999237060547
2009-01-27,3.4800000190734863
2009-01-28,3.309999942779541
2009-01-29,3.009999990463257
2009-01-30,2.759999990463257
2009-02-02,2.680000066757202
2009-02-03,2.7200000286102295
2009-02-04,2.609999895095825
2009-02-05,2.509999990463257
2009-02-06,2.799999952316284
2009-02-09,2.5299999713897705
2009-02-10,2.430000066757202
2009-02-11,2.5
2009-02-12,2.390000104904175
2009-02-13,2.5
2009-02-17,2.0999999046325684
2009-02-18,2.2799999713897705
2009-02-19,2.2799999713897705
2009-02-20,2.130000114440918
2009-02-23,2.069999933242798
2009-02-24,2.190000057220459
2009-02-25,2.490000009536743
2009-02-26,2.0999999046325684
2009-02-27,2.0999999046325684
2009-03-02,2.0
2009-03-03,1.7899999618530273
2009-03-04,1.7400000095367432
2009-03-05,1.2999999523162842
2009-03-06,0.8399999737739563
2009-03-09,0.6000000238418579
2009-03-10,0.6800000071525574
2009-03-11,0.6700000166893005
2009-03-12,0.550000011920929
2009-03-13,0.6000000238418579
2009-03-16,0.8600000143051147
2009-03-17,1.2999999523162842
2009-03-18,1.2699999809265137
2009-03-19,1.2300000190734863
2009-03-20,1.4500000476837158
2009-03-23,1.5399999618530273
2009-03-24,1.409999966621399
2009-03-25,1.440000057220459
2009-03-26,1.6200000047683716
2009-03-27,1.75
2009-03-30,1.5299999713897705
2009-03-31,1.7100000381469727
2009-04-01,1.850000023841858
2009-04-02,1.6699999570846558
2009-04-03,1.8600000143051147
2009-04-06,1.7400000095367432
2009-04-07,1.5399999618530273
2009-04-08,1.7100000381469727
2009-04-09,1.7999999523162842
2009-04-13,1.7899999618530273
2009-04-14,1.6799999475479126
2009-04-15,1.7000000476837158
2009-04-16,1.75
2009-04-17,1.7400000095367432
2009-04-20,1.5499999523162842
2009-04-21,1.690000057220459
2009-04-22,1.649999976158142
2009-04-23,1.590000033378601
2009-04-24,1.7000000476837158
2009-04-27,1.7200000286102295
2009-04-28,1.7300000190734863
2009-04-29,1.9900000095367432
2009-04-30,2.059999942779541
2009-05-01,2.1500000953674316
2009-05-04,2.5999999046325684
2009-05-05,2.5999999046325684
2009-05-06,2.7100000381469727
2009-05-07,2.759999990463257
2009-05-08,3.200000047683716
2009-05-11,2.9600000381469727
2009-05-12,2.5199999809265137
2009-05-13,2.140000104904175
2009-05-14,2.309999942779541
2009-05-15,2.109999895095825
2009-05-18,2.299999952316284
2009-05-19,2.3499999046325684
2009-05-20,2.2100000381469727
2009-05-21,2.509999990463257
2009-05-22,2.5
2009-05-26,2.640000104904175
2009-05-27,2.490000009536743
2009-05-28,2.559999942779541
2009-05-29,2.5
2009-06-01,2.619999885559082
2009-06-02,2.680000066757202
2009-06-03,2.7699999809265137
2009-06-04,2.9800000190734863
2009-06-05,3.049999952316284
2009-06-08,3.0
2009-06-09,2.990000009536743
2009-06-10,2.759999990463257
2009-06-11,2.5999999046325684
2009-06-12,2.8399999141693115
2009-06-15,2.7899999618530273
2009-06-16,2.359999895095825
2009-06-17,2.3499999046325684
2009-06-18,2.25
2009-06-19,2.3299999237060547
2009-06-22,2.2300000190734863
2009-06-23,2.259999990463257
2009-06-24,2.259999990463257
2009-06-25,2.2899999618530273
2009-06-26,2.130000114440918
2009-06-29,1.8200000524520874
2009-06-30,1.9900000095367432
2009-07-01,2.1500000953674316
2009-07-02,2.0399999618530273
2009-07-06,1.8799999952316284
2009-07-07,1.9500000476837158
2009-07-08,1.9500000476837158
2009-07-09,2.049999952316284
2009-07-10,2.0
2009-07-13,1.9800000190734863
2009-07-14,2.0
2009-07-15,2.0399999618530273
2009-07-16,2.0299999713897705
2009-07-17,2.140000104904175
2009-07-20,2.140000104904175
2009-07-21,2.2100000381469727
2009-07-22,2.299999952316284
2009-07-23,2.4700000286102295
2009-07-24,2.5
2009-07-27,2.490000009536743
2009-07-28,2.5
2009-07-29,2.509999990463257
2009-07-30,2.4700000286102295
2009-07-31,2.759999990463257
2009-08-03,2.799999952316284
2009-08-04,2.7699999809265137
2009-08-05,2.7799999713897705
2009-08-06,2.7100000381469727
2009-08-07,2.7100000381469727
2009-08-10,2.75
2009-08-11,2.5399999618530273
2009-08-12,2.5299999713897705
2009-08-13,2.640000104904175
2009-08-14,2.75
2009-08-17,2.759999990463257
2009-08-18,2.930000066757202
2009-08-19,3.1500000953674316
2009-08-20,3.180000066757202
2009-08-21,3.200000047683716
2009-08-24,3.1700000762939453
2009-08-25,3.119999885559082
2009-08-26,2.880000114440918
2009-08-27,2.75
2009-08-28,2.680000066757202
2009-08-31,2.680000066757202
2009-09-01,2.5999999046325684
2009-09-02,2.5299999713897705
2009-09-03,2.619999885559082
2009-09-04,2.6500000953674316
2009-09-08,2.6700000762939453
2009-09-09,2.7799999713897705
2009-09-10,2.7899999618530273
2009-09-11,2.8299999237060547
2009-09-14,2.809999942779541
2009-09-15,2.7899999618530273
2009-09-16,2.950000047683716
2009-09-17,3.0899999141693115
2009-09-18,3.1500000953674316
2009-09-21,3.0199999809265137
2009-09-22,3.2100000381469727
2009-09-23,3.130000114440918
2009-09-24,2.8499999046325684
2009-09-25,2.7899999618530273
2009-09-28,3.049999952316284
2009-09-29,3.0
2009-09-30,2.940000057220459
2009-10-01,2.880000114440918
2009-10-02,2.7699999809265137
2009-10-05,2.75
2009-10-06,2.759999990463257
2009-10-07,2.7899999618530273
2009-10-08,2.890000104904175
2009-10-09,2.8299999237060547
2009-10-12,2.9000000953674316
2009-10-13,2.890000104904175
2009-10-14,2.880000114440918
2009-10-15,3.059999942779541
2009-10-16,2.9700000286102295
2009-10-19,3.0199999809265137
2009-10-20,3.0299999713897705
2009-10-21,2.990000009536743
2009-10-22,2.869999885559082
2009-10-23,2.890000104904175
2009-10-26,2.7899999618530273
2009-10-27,2.680000066757202
2009-10-28,2.630000114440918
2009-10-29,2.7699999809265137
2009-10-30,2.7899999618530273
2009-11-02,2.809999942779541
2009-11-03,2.9000000953674316
2009-11-04,3.069999933242798
2009-11-05,3.119999885559082
2009-11-06,3.0999999046325684
2009-11-09,3.0199999809265137
2009-11-10,2.940000057220459
2009-11-11,2.940000057220459
2009-11-12,3.1500000953674316
2009-11-13,3.0399999618530273
2009-11-16,2.950000047683716
2009-11-17,2.950000047683716
2009-11-18,2.9200000762939453
2009-11-19,3.049999952316284
2009-11-20,3.2699999809265137
2009-11-23,4.050000190734863
2009-11-24,4.190000057220459
2009-11-25,3.990000009536743
2009-11-27,4.099999904632568
2009-11-30,4.139999866485596
2009-12-01,4.079999923706055
2009-12-02,4.059999942779541
2009-12-03,4.050000190734863
2009-12-04,3.9800000190734863
2009-12-07,3.6600000858306885
2009-12-08,3.569999933242798
2009-12-09,3.7699999809265137
2009-12-10,3.799999952316284
2009-12-11,3.880000114440918
2009-12-14,4.050000190734863
2009-12-15,4.0
2009-12-16,3.9700000286102295
2009-12-17,4.0
2009-12-18,4.099999904632568
2009-12-21,4.199999809265137
2009-12-22,4.289999961853027
2009-12-23,4.550000190734863
