,BSVN
2020-02-06,18.520000457763672
2020-02-07,18.3700008392334
2020-02-10,18.799999237060547
2020-02-11,18.510000228881836
2020-02-12,18.510000228881836
2020-02-13,18.6299991607666
2020-02-14,18.75
2020-02-18,18.75
2020-02-19,18.510000228881836
2020-02-20,18.510000228881836
2020-02-21,18.469999313354492
2020-02-24,18.350000381469727
2020-02-25,18.549999237060547
2020-02-26,18.3799991607666
2020-02-27,18.0
2020-02-28,17.899999618530273
2020-03-02,17.219999313354492
2020-03-03,15.65999984741211
2020-03-04,15.390000343322754
2020-03-05,15.260000228881836
2020-03-06,14.59000015258789
2020-03-09,10.84000015258789
2020-03-10,10.699999809265137
2020-03-11,9.970000267028809
2020-03-12,7.570000171661377
2020-03-13,8.970000267028809
2020-03-16,8.130000114440918
2020-03-17,6.480000019073486
2020-03-18,5.809999942779541
2020-03-19,6.650000095367432
2020-03-20,7.0
2020-03-23,7.239999771118164
2020-03-24,8.75
2020-03-25,9.170000076293945
2020-03-26,8.949999809265137
2020-03-27,8.029999732971191
2020-03-30,8.0
2020-03-31,7.940000057220459
2020-04-01,6.949999809265137
2020-04-02,7.0
2020-04-03,6.699999809265137
2020-04-06,7.150000095367432
2020-04-07,6.900000095367432
2020-04-08,7.239999771118164
2020-04-09,7.869999885559082
2020-04-13,6.820000171661377
2020-04-14,6.869999885559082
2020-04-15,6.820000171661377
2020-04-16,6.760000228881836
2020-04-17,7.170000076293945
2020-04-20,6.760000228881836
2020-04-21,6.710000038146973
2020-04-22,7.159999847412109
2020-04-23,7.090000152587891
2020-04-24,7.03000020980835
2020-04-27,7.679999828338623
2020-04-28,8.0
2020-04-29,8.15999984741211
2020-04-30,10.0
2020-05-01,9.65999984741211
2020-05-04,10.399999618530273
2020-05-05,10.130000114440918
2020-05-06,10.010000228881836
2020-05-07,10.039999961853027
2020-05-08,10.75
2020-05-11,10.359999656677246
2020-05-12,10.1899995803833
2020-05-13,9.119999885559082
2020-05-14,9.069999694824219
2020-05-15,9.050000190734863
2020-05-18,10.300000190734863
2020-05-19,9.210000038146973
2020-05-20,9.279999732971191
2020-05-21,8.90999984741211
2020-05-22,8.970000267028809
2020-05-26,9.569999694824219
2020-05-27,10.020000457763672
2020-05-28,10.0600004196167
2020-05-29,10.199999809265137
2020-06-01,10.010000228881836
2020-06-02,9.75
2020-06-03,10.130000114440918
2020-06-04,10.369999885559082
2020-06-05,11.149999618530273
2020-06-08,12.569999694824219
2020-06-09,13.1899995803833
2020-06-10,11.930000305175781
2020-06-11,10.529999732971191
2020-06-12,10.510000228881836
2020-06-15,10.319999694824219
2020-06-16,10.09000015258789
2020-06-17,9.859999656677246
2020-06-18,10.109999656677246
2020-06-19,10.270000457763672
2020-06-22,10.0600004196167
2020-06-23,9.899999618530273
2020-06-24,9.880000114440918
2020-06-25,10.039999961853027
2020-06-26,11.609999656677246
2020-06-29,10.680000305175781
2020-06-30,10.859999656677246
2020-07-01,10.890000343322754
2020-07-02,11.039999961853027
2020-07-06,10.5
2020-07-07,10.050000190734863
2020-07-08,10.210000038146973
2020-07-09,9.9399995803833
2020-07-10,10.010000228881836
2020-07-13,10.109999656677246
2020-07-14,9.649999618530273
2020-07-15,10.119999885559082
2020-07-16,9.949999809265137
2020-07-17,9.850000381469727
2020-07-20,9.699999809265137
2020-07-21,9.960000038146973
2020-07-22,9.739999771118164
2020-07-23,9.449999809265137
2020-07-24,9.5
2020-07-27,10.0
2020-07-28,9.920000076293945
2020-07-29,9.890000343322754
2020-07-30,9.890000343322754
2020-07-31,9.90999984741211
2020-08-03,9.789999961853027
2020-08-04,10.119999885559082
2020-08-05,10.109999656677246
2020-08-06,10.4399995803833
2020-08-07,10.859999656677246
2020-08-10,11.09000015258789
2020-08-11,11.350000381469727
2020-08-12,11.470000267028809
2020-08-13,11.4399995803833
2020-08-14,11.6899995803833
2020-08-17,11.289999961853027
2020-08-18,10.800000190734863
2020-08-19,10.680000305175781
2020-08-20,10.260000228881836
2020-08-21,10.25
2020-08-24,10.5
2020-08-25,10.289999961853027
2020-08-26,10.520000457763672
2020-08-27,10.0
2020-08-28,11.399999618530273
2020-08-31,10.239999771118164
2020-09-01,10.039999961853027
2020-09-02,9.850000381469727
2020-09-03,10.140000343322754
2020-09-04,10.0
2020-09-08,9.699999809265137
2020-09-09,9.869999885559082
2020-09-10,9.649999618530273
2020-09-11,9.65999984741211
2020-09-14,9.890000343322754
2020-09-15,9.550000190734863
2020-09-16,9.399999618530273
2020-09-17,9.550000190734863
2020-09-18,9.550000190734863
2020-09-21,9.25
2020-09-22,9.140000343322754
2020-09-23,8.510000228881836
2020-09-24,8.569999694824219
2020-09-25,8.75
2020-09-28,9.4399995803833
2020-09-29,9.75
2020-09-30,9.399999618530273
2020-10-01,9.399999618530273
2020-10-02,9.180000305175781
2020-10-05,9.970000267028809
2020-10-06,9.510000228881836
2020-10-07,9.649999618530273
2020-10-08,9.729999542236328
2020-10-09,9.5
2020-10-12,9.949999809265137
2020-10-13,9.5
2020-10-14,9.449999809265137
2020-10-15,9.449999809265137
2020-10-16,9.319999694824219
2020-10-19,9.300000190734863
2020-10-20,9.539999961853027
2020-10-21,9.510000228881836
2020-10-22,9.5600004196167
2020-10-23,9.550000190734863
2020-10-26,9.399999618530273
2020-10-27,9.359999656677246
2020-10-28,9.130000114440918
2020-10-29,9.170000076293945
2020-10-30,9.069999694824219
2020-11-02,9.550000190734863
2020-11-03,9.449999809265137
2020-11-04,9.380000114440918
2020-11-05,9.729999542236328
2020-11-06,9.550000190734863
2020-11-09,11.90999984741211
2020-11-10,12.149999618530273
2020-11-11,11.979999542236328
2020-11-12,11.239999771118164
2020-11-13,11.199999809265137
2020-11-16,11.859999656677246
2020-11-17,11.829999923706055
2020-11-18,12.020000457763672
2020-11-19,11.670000076293945
2020-11-20,12.149999618530273
2020-11-23,11.779999732971191
2020-11-24,12.619999885559082
2020-11-25,12.529999732971191
2020-11-27,12.640000343322754
2020-11-30,12.15999984741211
2020-12-01,12.199999809265137
2020-12-02,12.170000076293945
2020-12-03,11.90999984741211
2020-12-04,11.9399995803833
2020-12-07,11.899999618530273
2020-12-08,11.800000190734863
2020-12-09,11.609999656677246
2020-12-10,11.850000381469727
2020-12-11,12.079999923706055
2020-12-14,12.3100004196167
2020-12-15,12.420000076293945
2020-12-16,12.5
2020-12-17,12.75
2020-12-18,13.539999961853027
2020-12-21,13.9399995803833
2020-12-22,14.050000190734863
2020-12-23,14.199999809265137
2020-12-24,13.899999618530273
2020-12-28,14.510000228881836
2020-12-29,14.34000015258789
2020-12-30,14.390000343322754
2020-12-31,14.199999809265137
2021-01-04,14.3100004196167
2021-01-05,14.079999923706055
2021-01-06,14.550000190734863
2021-01-07,15.329999923706055
2021-01-08,15.789999961853027
2021-01-11,15.789999961853027
2021-01-12,16.889999389648438
2021-01-13,16.270000457763672
2021-01-14,16.049999237060547
2021-01-15,15.84000015258789
2021-01-19,15.300000190734863
2021-01-20,15.649999618530273
2021-01-21,15.039999961853027
2021-01-22,15.279999732971191
2021-01-25,15.229999542236328
2021-01-26,15.109999656677246
2021-01-27,15.0
2021-01-28,15.15999984741211
2021-01-29,15.989999771118164
2021-02-01,15.390000343322754
2021-02-02,15.600000381469727
2021-02-03,16.219999313354492
2021-02-04,16.489999771118164
2021-02-05,16.690000534057617
2021-02-08,16.940000534057617
2021-02-09,16.850000381469727
2021-02-10,16.600000381469727
2021-02-11,16.940000534057617
2021-02-12,16.850000381469727
2021-02-16,16.639999389648438
2021-02-17,15.930000305175781
2021-02-18,15.550000190734863
2021-02-19,16.239999771118164
2021-02-22,16.549999237060547
2021-02-23,16.579999923706055
2021-02-24,16.850000381469727
2021-02-25,16.06999969482422
2021-02-26,16.329999923706055
2021-03-01,16.700000762939453
2021-03-02,16.420000076293945
2021-03-03,16.959999084472656
2021-03-04,17.479999542236328
2021-03-05,18.610000610351562
2021-03-08,18.65999984741211
2021-03-09,18.84000015258789
2021-03-10,18.729999542236328
2021-03-11,18.799999237060547
2021-03-12,18.770000457763672
2021-03-15,18.639999389648438
2021-03-16,18.649999618530273
2021-03-17,18.520000457763672
2021-03-18,18.719999313354492
2021-03-19,18.5
2021-03-22,17.799999237060547
2021-03-23,17.469999313354492
2021-03-24,17.399999618530273
2021-03-25,17.760000228881836
2021-03-26,17.940000534057617
2021-03-29,17.15999984741211
2021-03-30,17.290000915527344
2021-03-31,17.610000610351562
2021-04-01,17.520000457763672
2021-04-05,17.25
2021-04-06,17.389999389648438
2021-04-07,17.0
2021-04-08,17.040000915527344
2021-04-09,17.1299991607666
2021-04-12,17.43000030517578
2021-04-13,17.399999618530273
2021-04-14,17.0
2021-04-15,17.389999389648438
2021-04-16,17.399999618530273
2021-04-19,17.360000610351562
2021-04-20,17.469999313354492
2021-04-21,17.459999084472656
2021-04-22,17.06999969482422
2021-04-23,17.239999771118164
2021-04-26,17.260000228881836
2021-04-27,17.389999389648438
2021-04-28,17.610000610351562
2021-04-29,17.68000030517578
2021-04-30,17.709999084472656
2021-05-03,17.950000762939453
2021-05-04,17.760000228881836
2021-05-05,17.510000228881836
2021-05-06,17.299999237060547
2021-05-07,17.149999618530273
2021-05-10,17.0
2021-05-11,17.0
2021-05-12,16.81999969482422
2021-05-13,16.860000610351562
2021-05-14,17.049999237060547
