,AGLE
2018-03-08,8.850000381469727
2018-03-09,8.829999923706055
2018-03-12,8.600000381469727
2018-03-13,8.619999885559082
2018-03-14,8.479999542236328
2018-03-15,9.050000190734863
2018-03-16,10.640000343322754
2018-03-19,10.899999618530273
2018-03-20,10.569999694824219
2018-03-21,10.850000381469727
2018-03-22,10.5
2018-03-23,10.369999885559082
2018-03-26,10.100000381469727
2018-03-27,9.210000038146973
2018-03-28,8.800000190734863
2018-03-29,9.920000076293945
2018-04-02,9.619999885559082
2018-04-03,9.579999923706055
2018-04-04,10.1899995803833
2018-04-05,9.789999961853027
2018-04-06,8.920000076293945
2018-04-09,8.119999885559082
2018-04-10,8.899999618530273
2018-04-11,9.680000305175781
2018-04-12,10.359999656677246
2018-04-13,9.619999885559082
2018-04-16,9.010000228881836
2018-04-17,9.420000076293945
2018-04-18,8.489999771118164
2018-04-19,7.880000114440918
2018-04-20,7.869999885559082
2018-04-23,7.900000095367432
2018-04-24,8.279999732971191
2018-04-25,7.940000057220459
2018-04-26,8.0
2018-04-27,8.84000015258789
2018-04-30,9.34000015258789
2018-05-01,9.319999694824219
2018-05-02,9.760000228881836
2018-05-03,9.760000228881836
2018-05-04,9.75
2018-05-07,9.880000114440918
2018-05-08,9.979999542236328
2018-05-09,10.229999542236328
2018-05-10,10.079999923706055
2018-05-11,9.9399995803833
2018-05-14,10.270000457763672
2018-05-15,10.640000343322754
2018-05-16,10.770000457763672
2018-05-17,10.680000305175781
2018-05-18,10.569999694824219
2018-05-21,10.270000457763672
2018-05-22,9.989999771118164
2018-05-23,9.890000343322754
2018-05-24,9.720000267028809
2018-05-25,10.619999885559082
2018-05-29,10.390000343322754
2018-05-30,10.220000267028809
2018-05-31,10.680000305175781
2018-06-01,9.989999771118164
2018-06-04,10.079999923706055
2018-06-05,9.930000305175781
2018-06-06,10.300000190734863
2018-06-07,10.279999732971191
2018-06-08,10.510000228881836
2018-06-11,9.989999771118164
2018-06-12,10.130000114440918
2018-06-13,10.09000015258789
2018-06-14,10.399999618530273
2018-06-15,10.59000015258789
2018-06-18,10.890000343322754
2018-06-19,10.819999694824219
2018-06-20,10.779999732971191
2018-06-21,10.479999542236328
2018-06-22,10.720000267028809
2018-06-25,10.619999885559082
2018-06-26,10.529999732971191
2018-06-27,10.609999656677246
2018-06-28,10.470000267028809
2018-06-29,10.579999923706055
2018-07-02,11.0
2018-07-03,10.390000343322754
2018-07-05,10.220000267028809
2018-07-06,10.170000076293945
2018-07-09,10.239999771118164
2018-07-10,10.220000267028809
2018-07-11,9.539999961853027
2018-07-12,9.0
2018-07-13,8.779999732971191
2018-07-16,9.140000343322754
2018-07-17,9.039999961853027
2018-07-18,9.359999656677246
2018-07-19,9.3100004196167
2018-07-20,9.199999809265137
2018-07-23,9.380000114440918
2018-07-24,9.170000076293945
2018-07-25,9.520000457763672
2018-07-26,9.3100004196167
2018-07-27,8.550000190734863
2018-07-30,8.244999885559082
2018-07-31,8.40999984741211
2018-08-01,9.1899995803833
2018-08-02,9.220000267028809
2018-08-03,8.930000305175781
2018-08-06,8.789999961853027
2018-08-07,8.979999542236328
2018-08-08,9.050000190734863
2018-08-09,9.579999923706055
2018-08-10,9.479999542236328
2018-08-13,9.600000381469727
2018-08-14,9.15999984741211
2018-08-15,9.130000114440918
2018-08-16,9.220000267028809
2018-08-17,9.199999809265137
2018-08-20,9.15999984741211
2018-08-21,9.470000267028809
2018-08-22,9.75
2018-08-23,10.220000267028809
2018-08-24,10.279999732971191
2018-08-27,10.539999961853027
2018-08-28,10.829999923706055
2018-08-29,10.789999961853027
2018-08-30,10.899999618530273
2018-08-31,10.930000305175781
2018-09-04,9.239999771118164
2018-09-05,8.819999694824219
2018-09-06,8.59000015258789
2018-09-07,8.739999771118164
2018-09-10,8.729999542236328
2018-09-11,8.619999885559082
2018-09-12,8.390000343322754
2018-09-13,8.460000038146973
2018-09-14,8.510000228881836
2018-09-17,8.430000305175781
2018-09-18,8.489999771118164
2018-09-19,8.489999771118164
2018-09-20,8.729999542236328
2018-09-21,9.15999984741211
2018-09-24,8.920000076293945
2018-09-25,9.270000457763672
2018-09-26,9.270000457763672
2018-09-27,9.569999694824219
2018-09-28,9.569999694824219
2018-10-01,9.449999809265137
2018-10-02,9.210000038146973
2018-10-03,10.1899995803833
2018-10-04,9.739999771118164
2018-10-05,9.789999961853027
2018-10-08,9.640000343322754
2018-10-09,9.510000228881836
2018-10-10,8.84000015258789
2018-10-11,9.069999694824219
2018-10-12,9.079999923706055
2018-10-15,9.40999984741211
2018-10-16,10.020000457763672
2018-10-17,9.569999694824219
2018-10-18,9.899999618530273
2018-10-19,9.300000190734863
2018-10-22,8.989999771118164
2018-10-23,8.859999656677246
2018-10-24,8.649999618530273
2018-10-25,8.770000457763672
2018-10-26,8.600000381469727
2018-10-29,8.319999694824219
2018-10-30,8.5
2018-10-31,8.630000114440918
2018-11-01,8.949999809265137
2018-11-02,9.270000457763672
2018-11-05,9.239999771118164
2018-11-06,9.069999694824219
2018-11-07,9.079999923706055
2018-11-08,9.520000457763672
2018-11-09,9.100000381469727
2018-11-12,8.75
2018-11-13,7.900000095367432
2018-11-14,7.840000152587891
2018-11-15,8.069999694824219
2018-11-16,8.3100004196167
2018-11-19,7.889999866485596
2018-11-20,7.53000020980835
2018-11-21,7.619999885559082
2018-11-23,7.989999771118164
2018-11-26,8.210000038146973
2018-11-27,8.079999923706055
2018-11-28,8.600000381469727
2018-11-29,8.550000190734863
2018-11-30,8.420000076293945
2018-12-03,8.470000267028809
2018-12-04,8.109999656677246
2018-12-06,7.679999828338623
2018-12-07,7.869999885559082
2018-12-10,7.840000152587891
2018-12-11,8.119999885559082
2018-12-12,7.730000019073486
2018-12-13,7.690000057220459
2018-12-14,7.5
2018-12-17,7.860000133514404
2018-12-18,7.320000171661377
2018-12-19,6.960000038146973
2018-12-20,7.070000171661377
2018-12-21,6.510000228881836
2018-12-24,7.300000190734863
2018-12-26,7.389999866485596
2018-12-27,8.010000228881836
2018-12-28,7.670000076293945
2018-12-31,7.489999771118164
2019-01-02,8.039999961853027
2019-01-03,7.929999828338623
2019-01-04,8.420000076293945
2019-01-07,8.369999885559082
2019-01-08,8.430000305175781
2019-01-09,8.640000343322754
2019-01-10,8.5600004196167
2019-01-11,8.510000228881836
2019-01-14,8.300000190734863
2019-01-15,8.6899995803833
2019-01-16,9.09000015258789
2019-01-17,8.960000038146973
2019-01-18,8.920000076293945
2019-01-22,8.739999771118164
2019-01-23,8.489999771118164
2019-01-24,8.350000381469727
2019-01-25,8.5600004196167
2019-01-28,8.510000228881836
2019-01-29,8.699999809265137
2019-01-30,9.0
2019-01-31,9.140000343322754
2019-02-01,9.180000305175781
2019-02-04,9.15999984741211
2019-02-05,9.399999618530273
2019-02-06,7.599999904632568
2019-02-07,7.829999923706055
2019-02-08,7.829999923706055
2019-02-11,7.800000190734863
2019-02-12,7.659999847412109
2019-02-13,7.900000095367432
2019-02-14,8.15999984741211
2019-02-15,8.350000381469727
2019-02-19,8.170000076293945
2019-02-20,8.1899995803833
2019-02-21,8.0600004196167
2019-02-22,8.25
2019-02-25,8.529999732971191
2019-02-26,8.34000015258789
2019-02-27,8.350000381469727
2019-02-28,8.359999656677246
2019-03-01,8.59000015258789
2019-03-04,8.5
2019-03-05,8.449999809265137
2019-03-06,8.0600004196167
2019-03-07,8.199999809265137
2019-03-08,8.0
2019-03-11,8.229999542236328
2019-03-12,8.3100004196167
2019-03-13,8.369999885559082
2019-03-14,8.3100004196167
2019-03-15,8.0
2019-03-18,8.199999809265137
2019-03-19,8.25
2019-03-20,8.09000015258789
2019-03-21,8.180000305175781
2019-03-22,7.75
2019-03-25,7.900000095367432
2019-03-26,7.869999885559082
2019-03-27,7.880000114440918
2019-03-28,7.949999809265137
2019-03-29,8.050000190734863
2019-04-01,8.0
2019-04-02,8.199999809265137
2019-04-03,8.510000228881836
2019-04-04,8.779999732971191
2019-04-05,8.770000457763672
2019-04-08,8.09000015258789
2019-04-09,7.829999923706055
2019-04-10,7.400000095367432
2019-04-11,7.300000190734863
2019-04-12,7.25
2019-04-15,7.25
2019-04-16,7.46999979019165
2019-04-17,7.340000152587891
2019-04-18,7.369999885559082
2019-04-22,7.309999942779541
2019-04-23,7.429999828338623
2019-04-24,7.400000095367432
2019-04-25,7.329999923706055
2019-04-26,7.210000038146973
2019-04-29,7.010000228881836
2019-04-30,6.849999904632568
2019-05-01,6.659999847412109
2019-05-02,6.71999979019165
2019-05-03,6.960000038146973
2019-05-06,7.0
2019-05-07,6.78000020980835
2019-05-08,6.869999885559082
2019-05-09,6.800000190734863
2019-05-10,6.849999904632568
2019-05-13,6.559999942779541
2019-05-14,6.809999942779541
2019-05-15,6.829999923706055
2019-05-16,6.869999885559082
2019-05-17,6.480000019073486
2019-05-20,6.5
2019-05-21,6.920000076293945
2019-05-22,6.849999904632568
2019-05-23,6.769999980926514
2019-05-24,6.820000171661377
2019-05-28,6.829999923706055
2019-05-29,6.389999866485596
2019-05-30,6.519999980926514
2019-05-31,6.239999771118164
2019-06-03,6.260000228881836
2019-06-04,6.480000019073486
2019-06-05,6.559999942779541
2019-06-06,6.389999866485596
2019-06-07,6.329999923706055
2019-06-10,6.230000019073486
2019-06-11,6.119999885559082
2019-06-12,6.099999904632568
2019-06-13,6.150000095367432
2019-06-14,6.179999828338623
2019-06-17,6.349999904632568
2019-06-18,6.480000019073486
2019-06-19,6.559999942779541
2019-06-20,6.599999904632568
2019-06-21,6.510000228881836
2019-06-24,6.360000133514404
2019-06-25,6.300000190734863
2019-06-26,6.269999980926514
2019-06-27,6.409999847412109
2019-06-28,6.849999904632568
2019-07-01,6.840000152587891
2019-07-02,6.710000038146973
2019-07-03,6.599999904632568
2019-07-05,6.579999923706055
2019-07-08,6.480000019073486
2019-07-09,6.570000171661377
2019-07-10,6.53000020980835
2019-07-11,6.420000076293945
2019-07-12,6.690000057220459
2019-07-15,6.78000020980835
2019-07-16,6.880000114440918
2019-07-17,7.150000095367432
2019-07-18,7.010000228881836
2019-07-19,7.0
2019-07-22,6.989999771118164
2019-07-23,6.909999847412109
2019-07-24,7.150000095367432
2019-07-25,8.550000190734863
2019-07-26,8.359999656677246
2019-07-29,8.460000038146973
2019-07-30,8.979999542236328
2019-07-31,8.960000038146973
2019-08-01,9.0
2019-08-02,8.9399995803833
2019-08-05,8.140000343322754
2019-08-06,7.909999847412109
2019-08-07,7.809999942779541
2019-08-08,7.940000057220459
2019-08-09,7.829999923706055
2019-08-12,7.78000020980835
2019-08-13,7.980000019073486
2019-08-14,7.900000095367432
2019-08-15,7.789999961853027
2019-08-16,7.900000095367432
2019-08-19,8.09000015258789
2019-08-20,8.050000190734863
2019-08-21,8.15999984741211
2019-08-22,7.949999809265137
2019-08-23,7.409999847412109
2019-08-26,7.730000019073486
2019-08-27,7.5
2019-08-28,7.550000190734863
2019-08-29,7.690000057220459
2019-08-30,7.804999828338623
2019-09-03,7.710000038146973
2019-09-04,7.820000171661377
2019-09-05,8.100000381469727
2019-09-06,8.010000228881836
2019-09-09,8.140000343322754
2019-09-10,8.470000267028809
2019-09-11,8.800000190734863
2019-09-12,8.869999885559082
2019-09-13,8.5
2019-09-16,8.720000267028809
2019-09-17,8.779999732971191
2019-09-18,8.670000076293945
2019-09-19,8.539999961853027
2019-09-20,8.65999984741211
2019-09-23,8.199999809265137
2019-09-24,8.020000457763672
2019-09-25,8.119999885559082
2019-09-26,7.695000171661377
2019-09-27,7.639999866485596
2019-09-30,7.690000057220459
2019-10-01,7.650000095367432
2019-10-02,7.510000228881836
2019-10-03,7.260000228881836
2019-10-04,7.230000019073486
2019-10-07,7.289999961853027
2019-10-08,7.260000228881836
2019-10-09,7.320000171661377
2019-10-10,7.599999904632568
2019-10-11,7.789999961853027
2019-10-14,7.5
2019-10-15,7.599999904632568
2019-10-16,7.769999980926514
2019-10-17,7.900000095367432
2019-10-18,7.820000171661377
2019-10-21,7.789999961853027
2019-10-22,7.670000076293945
2019-10-23,7.610000133514404
2019-10-24,7.300000190734863
2019-10-25,7.449999809265137
2019-10-28,7.730000019073486
2019-10-29,8.039999961853027
2019-10-30,7.96999979019165
2019-10-31,7.610000133514404
2019-11-01,8.239999771118164
2019-11-04,8.3100004196167
2019-11-05,8.220000267028809
2019-11-06,8.050000190734863
2019-11-07,7.869999885559082
2019-11-08,7.929999828338623
2019-11-11,8.039999961853027
2019-11-12,7.960000038146973
2019-11-13,7.900000095367432
2019-11-14,7.849999904632568
2019-11-15,7.829999923706055
2019-11-18,7.409999847412109
2019-11-19,8.0
2019-11-20,8.300000190734863
2019-11-21,8.40999984741211
2019-11-22,8.430000305175781
2019-11-25,8.510000228881836
2019-11-26,8.479999542236328
2019-11-27,8.5
2019-11-29,8.550000190734863
2019-12-02,8.399999618530273
2019-12-03,8.039999961853027
2019-12-04,8.0600004196167
2019-12-05,7.739999771118164
2019-12-06,7.880000114440918
2019-12-09,7.860000133514404
2019-12-10,8.0
2019-12-11,7.900000095367432
2019-12-12,7.96999979019165
2019-12-13,7.820000171661377
2019-12-16,8.0
2019-12-17,7.880000114440918
2019-12-18,7.739999771118164
2019-12-19,7.599999904632568
2019-12-20,7.349999904632568
2019-12-23,7.789999961853027
2019-12-24,7.920000076293945
2019-12-26,7.860000133514404
2019-12-27,7.900000095367432
2019-12-30,7.659999847412109
2019-12-31,7.639999866485596
2020-01-02,7.75
2020-01-03,7.690000057220459
2020-01-06,7.610000133514404
2020-01-07,7.869999885559082
