,COA
2011-11-28,2.903700113296509
2011-11-29,2.799999952316284
2011-11-30,2.799999952316284
2011-12-01,2.7899999618530273
2011-12-02,2.7899999618530273
2011-12-05,2.8499999046325684
2011-12-06,2.816200017929077
2011-12-07,2.809999942779541
2011-12-08,2.7200000286102295
2011-12-09,2.809000015258789
2011-12-12,2.880000114440918
2011-12-13,2.880000114440918
2011-12-14,2.726599931716919
2011-12-15,2.6500000953674316
2011-12-16,2.509999990463257
2011-12-19,2.5799999237060547
2011-12-20,2.549999952316284
2011-12-21,2.5
2011-12-22,2.5
2011-12-23,2.554500102996826
2011-12-27,2.640000104904175
2011-12-28,2.509999990463257
2011-12-29,2.5060999393463135
2011-12-30,2.5060999393463135
2012-01-03,2.5485000610351562
2012-01-04,2.549999952316284
2012-01-05,2.47160005569458
2012-01-06,2.4214999675750732
2012-01-09,2.4205000400543213
2012-01-10,2.42549991607666
2012-01-11,2.42549991607666
2012-01-12,2.4800000190734863
2012-01-13,2.4800000190734863
2012-01-17,2.430000066757202
2012-01-18,2.3299999237060547
2012-01-19,2.3540000915527344
2012-01-20,2.359999895095825
2012-01-23,2.450000047683716
2012-01-24,2.430000066757202
2012-01-25,2.430000066757202
2012-01-26,2.25
2012-01-27,2.3499999046325684
2012-01-30,2.361999988555908
2012-01-31,2.4030001163482666
2012-02-01,2.430000066757202
2012-02-02,2.369999885559082
2012-02-03,2.369999885559082
2012-02-06,2.4100000858306885
2012-02-07,2.39520001411438
2012-02-08,2.376300096511841
2012-02-09,2.376300096511841
2012-02-10,2.2669999599456787
2012-02-13,2.2300000190734863
2012-02-14,2.2300000190734863
2012-02-15,2.240000009536743
2012-02-16,2.2100000381469727
2012-02-17,2.2100000381469727
2012-02-21,2.3041000366210938
2012-02-22,2.3041000366210938
2012-02-23,2.3041000366210938
2012-02-24,2.3041000366210938
2012-02-27,2.3041000366210938
2012-02-28,2.559999942779541
2012-02-29,2.5999999046325684
2012-03-01,2.6500000953674316
2012-03-02,2.799999952316284
2012-03-05,2.7300000190734863
2012-03-06,2.6500000953674316
2012-03-07,2.6600000858306885
2012-03-08,2.6600000858306885
2012-03-09,2.6600000858306885
2012-03-12,2.6600000858306885
2012-03-13,2.7200000286102295
2012-03-14,2.940000057220459
2012-03-15,2.940000057220459
2012-03-16,2.946000099182129
2012-03-19,2.9159998893737793
2012-03-20,2.8499999046325684
2012-03-21,2.819999933242798
2012-03-22,2.819999933242798
2012-03-23,2.819999933242798
2012-03-26,2.75
2012-03-27,2.869999885559082
2012-03-28,2.746500015258789
2012-03-29,2.8299999237060547
2012-03-30,2.7079999446868896
2012-04-02,2.7079999446868896
2012-04-03,2.7079999446868896
2012-04-04,2.7079999446868896
2012-04-05,2.7699999809265137
2012-04-09,2.700000047683716
2012-04-10,2.7100000381469727
2012-04-11,2.799999952316284
2012-04-12,2.75
2012-04-13,2.7799999713897705
2012-04-16,2.7200000286102295
2012-04-17,2.7200000286102295
2012-04-18,2.700000047683716
2012-04-19,2.7109999656677246
2012-04-20,2.7109999656677246
2012-04-23,2.75
2012-04-24,2.686000108718872
2012-04-25,2.686000108718872
2012-04-26,2.686000108718872
2012-04-27,2.7300000190734863
2012-04-30,2.8499999046325684
2012-05-01,2.7899999618530273
2012-05-02,2.7699999809265137
2012-05-03,2.4100000858306885
2012-05-04,2.630000114440918
2012-05-07,2.630000114440918
2012-05-08,2.630000114440918
2012-05-09,2.75
2012-05-10,2.822000026702881
2012-05-11,2.769200086593628
2012-05-14,2.7100000381469727
2012-05-15,2.7100000381469727
2012-05-16,2.6500000953674316
2012-05-17,2.6500000953674316
2012-05-18,2.6080000400543213
2012-05-21,2.509999990463257
2012-05-22,2.569999933242798
2012-05-23,2.569999933242798
2012-05-24,2.5
2012-05-25,2.4800000190734863
2012-05-29,2.5199999809265137
2012-05-30,2.5199999809265137
2012-05-31,2.509999990463257
2012-06-01,2.4000000953674316
2012-06-04,2.7679998874664307
2012-06-05,2.8499999046325684
2012-06-06,2.9286000728607178
2012-06-07,2.8499999046325684
2012-06-08,2.950000047683716
2012-06-11,2.950000047683716
2012-06-12,2.950000047683716
2012-06-13,2.700000047683716
2012-06-14,2.700000047683716
2012-06-15,2.700000047683716
2012-06-18,2.9000000953674316
2012-06-19,2.950000047683716
2012-06-20,2.8429999351501465
2012-06-21,2.809999942779541
2012-06-22,2.809999942779541
2012-06-25,2.799999952316284
2012-06-26,2.8499999046325684
2012-06-27,2.890000104904175
2012-06-28,3.0999999046325684
2012-06-29,3.005000114440918
2012-07-02,3.109999895095825
2012-07-03,3.0999999046325684
2012-07-05,3.200000047683716
2012-07-06,3.200000047683716
2012-07-09,3.2300000190734863
2012-07-10,3.3010001182556152
2012-07-11,3.180000066757202
2012-07-12,3.259999990463257
2012-07-13,3.299999952316284
2012-07-16,3.2300000190734863
2012-07-17,3.5
2012-07-18,3.571000099182129
2012-07-19,3.571000099182129
2012-07-20,3.437999963760376
2012-07-23,3.5899999141693115
2012-07-24,3.5899999141693115
2012-07-25,3.509999990463257
2012-07-26,3.490000009536743
2012-07-27,3.5999999046325684
2012-07-30,3.503999948501587
2012-07-31,3.569999933242798
2012-08-01,3.559999942779541
2012-08-02,3.5
2012-08-03,3.559999942779541
2012-08-06,3.559999942779541
2012-08-07,3.450000047683716
2012-08-08,3.5199999809265137
2012-08-09,3.440000057220459
2012-08-10,3.440000057220459
2012-08-13,3.359999895095825
2012-08-14,3.359999895095825
2012-08-15,3.25
2012-08-16,3.4010000228881836
2012-08-17,3.327500104904175
2012-08-20,3.6475000381469727
2012-08-21,3.4700000286102295
2012-08-22,3.490000009536743
2012-08-23,3.319999933242798
2012-08-24,3.319999933242798
2012-08-27,3.4200000762939453
2012-08-28,3.2899999618530273
2012-08-29,3.319999933242798
2012-08-30,3.3299999237060547
2012-08-31,3.4100000858306885
2012-09-04,3.380000114440918
2012-09-05,3.380000114440918
2012-09-06,6.679999828338623
2012-09-07,6.599999904632568
2012-09-10,6.599999904632568
2012-09-11,6.960000038146973
2012-09-12,7.608500003814697
2012-09-13,7.679999828338623
2012-09-14,7.199999809265137
2012-09-17,7.199999809265137
2012-09-18,7.199999809265137
2012-09-19,7.199999809265137
2012-09-20,7.199999809265137
2012-09-21,6.789999961853027
2012-09-24,6.789999961853027
2012-09-25,6.130000114440918
2012-09-26,6.329999923706055
2012-09-27,6.610000133514404
2012-09-28,6.539999961853027
2012-10-01,6.239999771118164
2012-10-02,6.389999866485596
2012-10-03,6.400000095367432
2012-10-04,6.400000095367432
2012-10-05,
2012-10-08,6.389999866485596
2012-10-09,6.5
2012-10-10,6.5
2012-10-11,6.5
2012-10-12,6.559999942779541
2012-10-15,6.559999942779541
2012-10-16,6.559999942779541
2012-10-17,6.559999942779541
2012-10-18,6.559999942779541
2012-10-19,6.559999942779541
2012-10-22,6.510000228881836
2012-10-23,6.550000190734863
2012-10-24,6.519999980926514
2012-10-25,7.099999904632568
2012-10-26,6.920000076293945
2012-10-31,7.099999904632568
2012-11-01,7.03000020980835
2012-11-02,7.03000020980835
2012-11-05,7.0
2012-11-06,7.0
2012-11-07,6.949999809265137
2012-11-08,7.0
2012-11-09,6.099999904632568
2012-11-12,6.0
2012-11-13,5.650000095367432
2012-11-14,5.730000019073486
2012-11-15,5.340000152587891
2012-11-16,5.71999979019165
2012-11-19,5.699999809265137
2012-11-20,5.489999771118164
2012-11-21,5.989999771118164
2012-11-23,5.599999904632568
2012-11-26,5.800000190734863
2012-11-27,6.050000190734863
2012-11-28,5.699999809265137
2012-11-29,5.650000095367432
2012-11-30,5.599999904632568
2012-12-03,5.650000095367432
2012-12-04,5.0
2012-12-05,6.0
2012-12-06,5.5
2012-12-07,5.739999771118164
2012-12-10,5.510000228881836
2012-12-11,5.610000133514404
2012-12-12,5.539000034332275
2012-12-13,5.510000228881836
2012-12-14,5.440000057220459
2012-12-17,5.400000095367432
2012-12-18,5.289999961853027
2012-12-19,5.510000228881836
2012-12-20,5.699999809265137
2012-12-21,5.860000133514404
2012-12-24,6.0
2012-12-26,7.489999771118164
2012-12-27,6.049900054931641
2012-12-28,5.929999828338623
2012-12-31,6.059999942779541
2013-01-02,5.989999771118164
2013-01-03,5.989999771118164
2013-01-04,6.110000133514404
2013-01-07,6.090000152587891
2013-01-08,6.059999942779541
2013-01-09,5.809999942779541
2013-01-10,5.75
2013-01-11,5.690000057220459
2013-01-14,5.610000133514404
2013-01-15,5.21999979019165
2013-01-16,5.300000190734863
2013-01-17,5.139999866485596
2013-01-18,5.25
2013-01-22,5.639999866485596
2013-01-23,5.369999885559082
2013-01-24,5.269999980926514
2013-01-25,5.289999961853027
2013-01-28,5.159999847412109
2013-01-29,5.160099983215332
2013-01-30,5.179999828338623
2013-01-31,5.239999771118164
2013-02-01,5.329999923706055
2013-02-04,5.179999828338623
2013-02-05,5.110000133514404
2013-02-06,5.150000095367432
2013-02-07,5.0
2013-02-08,5.03000020980835
2013-02-11,5.0
2013-02-12,5.03000020980835
2013-02-13,5.099999904632568
2013-02-14,5.070000171661377
2013-02-15,5.010000228881836
2013-02-19,5.150000095367432
2013-02-20,5.139999866485596
2013-02-21,5.210000038146973
2013-02-22,4.960000038146973
2013-02-25,4.860000133514404
2013-02-26,5.099999904632568
2013-02-27,5.059999942779541
2013-02-28,5.0
2013-03-01,5.03000020980835
2013-03-04,5.119999885559082
2013-03-05,5.119999885559082
2013-03-06,5.150000095367432
2013-03-07,5.400000095367432
2013-03-08,5.590000152587891
2013-03-11,5.699999809265137
2013-03-12,5.889999866485596
2013-03-13,5.860000133514404
2013-03-14,6.150000095367432
2013-03-15,6.059999942779541
2013-03-18,6.050000190734863
2013-03-19,6.005000114440918
2013-03-20,6.03000020980835
2013-03-21,6.159999847412109
2013-03-22,6.21999979019165
2013-03-25,6.400000095367432
2013-03-26,6.239999771118164
2013-03-27,6.289999961853027
2013-03-28,6.25
2013-04-01,6.150000095367432
2013-04-02,5.989999771118164
2013-04-03,5.989999771118164
2013-04-04,6.090000152587891
2013-04-05,6.079999923706055
2013-04-08,6.190000057220459
2013-04-09,6.400000095367432
2013-04-10,6.440000057220459
2013-04-11,6.329999923706055
2013-04-12,6.389900207519531
2013-04-15,6.420000076293945
2013-04-16,6.380000114440918
2013-04-17,6.340000152587891
2013-04-18,6.313000202178955
2013-04-19,6.179999828338623
2013-04-22,5.980000019073486
2013-04-23,5.789999961853027
2013-04-24,6.0
2013-04-25,5.820000171661377
2013-04-26,5.949999809265137
2013-04-29,5.820000171661377
2013-04-30,5.880000114440918
2013-05-01,5.880000114440918
2013-05-02,5.730000019073486
2013-05-03,5.760000228881836
2013-05-06,5.78000020980835
2013-05-07,5.730000019073486
2013-05-08,5.669899940490723
2013-05-09,5.699999809265137
2013-05-10,5.800000190734863
2013-05-13,5.75
2013-05-14,5.760000228881836
2013-05-15,5.800000190734863
2013-05-16,5.760000228881836
2013-05-17,5.900000095367432
2013-05-20,5.889999866485596
2013-05-21,5.849999904632568
2013-05-22,5.78000020980835
2013-05-23,5.760000228881836
2013-05-24,5.699999809265137
2013-05-28,5.75
2013-05-29,5.889999866485596
2013-05-30,5.840000152587891
2013-05-31,5.78000020980835
2013-06-03,5.840000152587891
2013-06-04,5.840000152587891
2013-06-05,5.78000020980835
2013-06-06,5.78000020980835
2013-06-07,5.920000076293945
2013-06-10,5.869999885559082
2013-06-11,4.659999847412109
2013-06-12,4.71999979019165
2013-06-13,4.610000133514404
2013-06-14,4.650000095367432
2013-06-17,4.599999904632568
2013-06-18,4.559999942779541
2013-06-19,4.619999885559082
2013-06-20,4.510000228881836
2013-06-21,4.519999980926514
2013-06-24,4.659999847412109
2013-06-25,4.880000114440918
2013-06-26,4.980000019073486
2013-06-27,5.159999847412109
2013-06-28,5.150000095367432
2013-07-01,5.199999809265137
2013-07-02,5.190000057220459
2013-07-03,5.159999847412109
2013-07-05,4.849999904632568
2013-07-08,4.849999904632568
2013-07-09,5.0
2013-07-10,5.119999885559082
2013-07-11,5.119999885559082
2013-07-12,5.139999866485596
2013-07-15,5.0
2013-07-16,4.929999828338623
2013-07-17,4.889999866485596
2013-07-18,4.960000038146973
2013-07-19,4.880000114440918
2013-07-22,4.920000076293945
2013-07-23,4.75
2013-07-24,4.489999771118164
2013-07-25,4.909999847412109
2013-07-26,4.809999942779541
2013-07-29,4.710000038146973
2013-07-30,4.78000020980835
2013-07-31,4.75
2013-08-01,4.800000190734863
2013-08-02,4.809999942779541
2013-08-05,4.710000038146973
2013-08-06,4.929999828338623
2013-08-07,4.989999771118164
2013-08-08,5.019999980926514
2013-08-09,5.090000152587891
2013-08-12,4.989999771118164
2013-08-13,5.059999942779541
2013-08-14,5.170000076293945
2013-08-15,4.989999771118164
2013-08-16,4.860000133514404
2013-08-19,4.960000038146973
2013-08-20,4.980000019073486
2013-08-21,4.880000114440918
2013-08-22,5.150000095367432
2013-08-23,5.039999961853027
2013-08-26,5.03000020980835
2013-08-27,4.949999809265137
2013-08-28,4.949999809265137
2013-08-29,4.989999771118164
2013-08-30,5.099999904632568
2013-09-03,5.150000095367432
2013-09-04,4.960000038146973
2013-09-05,4.900000095367432
2013-09-06,5.0
2013-09-09,5.019999980926514
2013-09-10,5.409999847412109
2013-09-11,5.320000171661377
2013-09-12,5.650000095367432
2013-09-13,5.639999866485596
2013-09-16,5.920000076293945
2013-09-17,5.980000019073486
2013-09-18,5.96999979019165
2013-09-19,5.949999809265137
2013-09-20,5.949999809265137
2013-09-23,5.929999828338623
2013-09-24,5.920000076293945
2013-09-25,5.880000114440918
2013-09-26,6.059999942779541
2013-09-27,6.309999942779541
2013-09-30,6.289999961853027
2013-10-01,7.050000190734863
2013-10-02,6.889999866485596
2013-10-03,7.239999771118164
2013-10-04,7.039999961853027
2013-10-07,6.849999904632568
2013-10-08,6.71999979019165
2013-10-09,6.789999961853027
2013-10-10,6.760000228881836
2013-10-11,6.800000190734863
2013-10-14,6.789999961853027
2013-10-15,6.800000190734863
2013-10-16,6.869999885559082
2013-10-17,6.880000114440918
2013-10-18,7.039999961853027
2013-10-21,7.46999979019165
2013-10-22,7.269999980926514
2013-10-23,7.159999847412109
2013-10-24,7.440000057220459
2013-10-25,7.329999923706055
2013-10-28,7.449999809265137
2013-10-29,7.389999866485596
2013-10-30,7.300000190734863
2013-10-31,7.300000190734863
2013-11-01,7.340000152587891
2013-11-04,7.300000190734863
2013-11-05,7.090000152587891
2013-11-06,7.25
2013-11-07,7.110000133514404
2013-11-08,7.130000114440918
2013-11-11,7.139999866485596
2013-11-12,6.960000038146973
2013-11-13,7.139999866485596
2013-11-14,7.130000114440918
2013-11-15,7.130000114440918
2013-11-18,7.139999866485596
2013-11-19,6.980000019073486
2013-11-20,6.619999885559082
2013-11-21,6.769999980926514
2013-11-22,6.510000228881836
2013-11-25,6.710000038146973
2013-11-26,6.769999980926514
2013-11-27,6.75
2013-11-29,6.699999809265137
2013-12-02,6.630000114440918
2013-12-03,6.690000057220459
2013-12-04,6.070000171661377
2013-12-05,6.710000038146973
2013-12-06,6.699999809265137
2013-12-09,7.0
2013-12-10,7.0
2013-12-11,7.150000095367432
2013-12-12,6.78000020980835
2013-12-13,7.159999847412109
2013-12-16,7.159999847412109
2013-12-17,7.349999904632568
2013-12-18,7.510000228881836
2013-12-19,7.809999942779541
2013-12-20,8.260000228881836
2013-12-23,8.270000457763672
2013-12-24,8.479999542236328
2013-12-26,8.40999984741211
2013-12-27,8.380000114440918
2013-12-30,8.460000038146973
2013-12-31,8.390000343322754
2014-01-02,8.359999656677246
2014-01-03,8.210000038146973
2014-01-06,8.140000343322754
2014-01-07,8.390000343322754
2014-01-08,8.380000114440918
2014-01-09,8.350000381469727
2014-01-10,8.319999694824219
2014-01-13,8.140000343322754
2014-01-14,8.09000015258789
2014-01-15,8.09000015258789
2014-01-16,8.079999923706055
2014-01-17,8.010000228881836
2014-01-21,7.650000095367432
2014-01-22,7.619999885559082
2014-01-23,7.449999809265137
2014-01-24,7.360000133514404
2014-01-27,7.349999904632568
2014-01-28,7.400000095367432
2014-01-29,7.440000057220459
2014-01-30,7.769999980926514
2014-01-31,7.510000228881836
2014-02-03,7.394000053405762
2014-02-04,7.929999828338623
2014-02-05,8.069999694824219
2014-02-06,8.069999694824219
2014-02-07,7.840000152587891
2014-02-10,7.829999923706055
2014-02-11,7.900000095367432
2014-02-12,7.909999847412109
2014-02-13,8.119999885559082
2014-02-14,7.980000019073486
2014-02-18,7.880000114440918
2014-02-19,8.039999961853027
2014-02-20,7.989999771118164
2014-02-21,9.069999694824219
2014-02-24,9.300000190734863
2014-02-25,9.279999732971191
2014-02-26,9.390000343322754
2014-02-27,11.210000038146973
2014-02-28,11.270000457763672
2014-03-03,11.260000228881836
2014-03-04,11.260000228881836
2014-03-05,11.300000190734863
2014-03-06,11.319999694824219
2014-03-07,11.270000457763672
2014-03-10,11.010000228881836
2014-03-11,11.229999542236328
2014-03-12,11.210000038146973
2014-03-13,11.279999732971191
2014-03-14,11.239999771118164
2014-03-17,11.25
2014-03-18,11.210000038146973
2014-03-19,11.100000381469727
2014-03-20,11.079999923706055
2014-03-21,11.100000381469727
2014-03-24,11.069999694824219
2014-03-25,11.130000114440918
2014-03-26,11.229999542236328
2014-03-27,11.25
2014-03-28,11.229999542236328
2014-03-31,11.210000038146973
2014-04-01,11.25
2014-04-02,11.25
2014-04-03,11.229999542236328
2014-04-04,11.279999732971191
2014-04-07,11.279999732971191
2014-04-08,11.350000381469727
2014-04-09,11.390000343322754
2014-04-10,11.34000015258789
2014-04-11,11.3100004196167
2014-04-14,11.3100004196167
2014-04-15,11.289999961853027
2014-04-16,11.25
2014-04-17,11.279999732971191
2014-04-21,11.300000190734863
2014-04-22,11.279999732971191
2014-04-23,11.260000228881836
2014-04-24,11.279999732971191
2014-04-25,11.279999732971191
2014-04-28,11.289999961853027
2014-04-29,11.289999961853027
2014-04-30,11.289999961853027
2014-05-01,11.289999961853027
2014-05-02,11.289999961853027
2014-05-05,
2014-05-06,
2014-05-07,
2014-05-08,
2014-05-09,
2014-05-12,
2014-05-13,
2014-05-14,
2014-05-15,
2014-05-16,
2014-05-19,
2014-05-20,
2014-05-21,
2014-05-22,
2014-05-23,
2014-05-27,
2014-05-28,
2014-05-29,
2014-05-30,
2014-06-02,
2014-06-03,
2014-06-04,
2014-06-05,
2014-06-06,
2014-06-09,
2014-06-10,
2014-06-11,
2014-06-12,
2014-06-13,
2014-06-16,
2014-06-17,
2014-06-18,
2014-06-19,
2014-06-20,
2014-06-23,
2014-06-24,
2014-06-25,
2014-06-26,
2014-06-27,
2014-06-30,
2014-07-01,
2014-07-02,
2014-07-03,
2014-07-07,
2014-07-08,
2014-07-09,
2014-07-10,
2014-07-11,
2014-07-14,
2014-07-15,
2014-07-16,
2014-07-17,
2014-07-18,
2014-07-21,
2014-07-22,
2014-07-23,
2014-07-24,
2014-07-25,
2014-07-28,
2014-07-29,
2014-07-30,
2014-07-31,
2014-08-01,
2014-08-04,
2014-08-05,
2014-08-06,
2014-08-07,
2014-08-08,
2014-08-11,
2014-08-12,
2014-08-13,
2014-08-14,
2014-08-15,
2014-08-18,
2014-08-19,
2014-08-20,
2014-08-21,
2014-08-22,
2014-08-25,
2014-08-26,
2014-08-27,
2014-08-28,
2014-08-29,
2014-09-02,
2014-09-03,
2014-09-04,
2014-09-05,
2014-09-08,
2014-09-09,
2014-09-10,
2014-09-11,
2014-09-12,
2014-09-15,
2014-09-16,
2014-09-17,
2014-09-18,
2014-09-19,
2014-09-22,
2014-09-23,
2014-09-24,
2014-09-25,
2014-09-26,
2014-09-29,
2014-09-30,
2014-10-01,
2014-10-02,
2014-10-03,
2014-10-06,
2014-10-07,
2014-10-08,
2014-10-09,
2014-10-10,
2014-10-13,
2014-10-14,
2014-10-15,
2014-10-16,
2014-10-17,
2014-10-20,
2014-10-21,
2014-10-22,
2014-10-23,
2014-10-24,
2014-10-27,
2014-10-28,
2014-10-29,
2014-10-30,
2014-10-31,
2014-11-03,
2014-11-04,
2014-11-05,
2014-11-06,
2014-11-07,
2014-11-10,
2014-11-11,
2014-11-12,
2014-11-13,
2014-11-14,
2014-11-17,
2014-11-18,
2014-11-19,
2014-11-20,
2014-11-21,
2014-11-24,
2014-11-25,
2014-11-26,
2014-11-28,
2014-12-01,
2014-12-02,
2014-12-03,
2014-12-04,
2014-12-05,
2014-12-08,
2014-12-09,
2014-12-10,
2014-12-11,
2014-12-12,
2014-12-15,
2014-12-16,
2014-12-17,
2014-12-18,
2014-12-19,
2014-12-22,
2014-12-23,
2014-12-24,
2014-12-26,
2014-12-29,
2014-12-30,
2014-12-31,
2015-01-02,
2015-01-05,
2015-01-06,
2015-01-07,
2015-01-08,
2015-01-09,
2015-01-12,
2015-01-13,
2015-01-14,
2015-01-15,
2015-01-16,
2015-01-20,
2015-01-21,
2015-01-22,
2015-01-23,
2015-01-26,
2015-01-27,
2015-01-28,
2015-01-29,
2015-01-30,
2015-02-02,
2015-02-03,
2015-02-04,
2015-02-05,
2015-02-06,
2015-02-09,
2015-02-10,
2015-02-11,
2015-02-12,
2015-02-13,
2015-02-17,
2015-02-18,
2015-02-19,
2015-02-20,
2015-02-23,
2015-02-24,
2015-02-25,
2015-02-26,
2015-02-27,
2015-03-02,
2015-03-03,
2015-03-04,
2015-03-05,
2015-03-06,
2015-03-09,
2015-03-10,
2015-03-11,
2015-03-12,
2015-03-13,
2015-03-16,
2015-03-17,
2015-03-18,
2015-03-19,
2015-03-20,
2015-03-23,
2015-03-24,
2015-03-25,
2015-03-26,
2015-03-27,
2015-03-30,
2015-03-31,
2015-04-01,
2015-04-02,
2015-04-06,
2015-04-07,
2015-04-08,
2015-04-09,
2015-04-10,
2015-04-13,
2015-04-14,
2015-04-15,
2015-04-16,
2015-04-17,
2015-04-20,
2015-04-21,
2015-04-22,
2015-04-23,
2015-04-24,
2015-04-27,
2015-04-28,
2015-04-29,
2015-04-30,
2015-05-01,
2015-05-04,
2015-05-05,
2015-05-06,
2015-05-07,
2015-05-08,
2015-05-11,
2015-05-12,
2015-05-13,
2015-05-14,
2015-05-15,
2015-05-18,
2015-05-19,
2015-05-20,
2015-05-21,
2015-05-22,
2015-05-26,
2015-05-27,
2015-05-28,
2015-05-29,
2015-06-01,
2015-06-02,
2015-06-03,
2015-06-04,
2015-06-05,
2015-06-08,
2015-06-09,
2015-06-10,
2015-06-11,
2015-06-12,
2015-06-15,
2015-06-16,
2015-06-17,
2015-06-18,
2015-06-19,
2015-06-22,
2015-06-23,
2015-06-24,
2015-06-25,
2015-06-26,
2015-06-29,
2015-06-30,
2015-07-01,
2015-07-02,
2015-07-06,
2015-07-07,
2015-07-08,
2015-07-09,
2015-07-10,
2015-07-13,
2015-07-14,
2015-07-15,
2015-07-16,
2015-07-17,
2015-07-20,
2015-07-21,
2015-07-22,
2015-07-23,
2015-07-24,
2015-07-27,
2015-07-28,
2015-07-29,
2015-07-30,
2015-07-31,
2015-08-03,
2015-08-04,
2015-08-05,
2015-08-06,
2015-08-07,
2015-08-10,
2015-08-11,
2015-08-12,
2015-08-13,
2015-08-14,
2015-08-17,
2015-08-18,
2015-08-19,
2015-08-20,
2015-08-21,
2015-08-24,
2015-08-25,
2015-08-26,
2015-08-27,
2015-08-28,
2015-08-31,
2015-09-01,
2015-09-02,
2015-09-03,
2015-09-04,
2015-09-08,
2015-09-09,
2015-09-10,
2015-09-11,
2015-09-14,
2015-09-15,
2015-09-16,
2015-09-17,
2015-09-18,
2015-09-21,
2015-09-22,
2015-09-23,
2015-09-24,
2015-09-25,
2015-09-28,
2015-09-29,
2015-09-30,
2015-10-01,
2015-10-02,
2015-10-05,
2015-10-06,
2015-10-07,
2015-10-08,
2015-10-09,
2015-10-12,
2015-10-13,
2015-10-14,
2015-10-15,
2015-10-16,
2015-10-19,
2015-10-20,
2015-10-21,
2015-10-22,
2015-10-23,
2015-10-26,
2015-10-27,
2015-10-28,
2015-10-29,
2015-10-30,
2015-11-02,
2015-11-03,
2015-11-04,
2015-11-05,
2015-11-06,
2015-11-09,
2015-11-10,
2015-11-11,
2015-11-12,
2015-11-13,
2015-11-16,
2015-11-17,
2015-11-18,
2015-11-19,
2015-11-20,
2015-11-23,
2015-11-24,
2015-11-25,
2015-11-27,
2015-11-30,
2015-12-01,
2015-12-02,
2015-12-03,
2015-12-04,
2015-12-07,
2015-12-08,
2015-12-09,
2015-12-10,
2015-12-11,
2015-12-14,
2015-12-15,
2015-12-16,
2015-12-17,
2015-12-18,
2015-12-21,
2015-12-22,
2015-12-23,
2015-12-24,
2015-12-28,
2015-12-29,
2015-12-30,
2015-12-31,
2016-01-04,
2016-01-05,
2016-01-06,
2016-01-07,
2016-01-08,
2016-01-11,
2016-01-12,
2016-01-13,
2016-01-14,
2016-01-15,
2016-01-19,
2016-01-20,
2016-01-21,
2016-01-22,
2016-01-25,
2016-01-26,
2016-01-27,
2016-01-28,
2016-01-29,
2016-02-01,
2016-02-02,
2016-02-03,
2016-02-04,
2016-02-05,
2016-02-08,
