,ENTG
2008-04-09,7.389999866485596
2008-04-10,7.610000133514404
2008-04-11,7.179999828338623
2008-04-14,7.090000152587891
2008-04-15,7.179999828338623
2008-04-16,7.449999809265137
2008-04-17,7.380000114440918
2008-04-18,7.429999828338623
2008-04-21,7.360000133514404
2008-04-22,7.159999847412109
2008-04-23,7.380000114440918
2008-04-24,7.710000038146973
2008-04-25,7.820000171661377
2008-04-28,7.929999828338623
2008-04-29,7.900000095367432
2008-04-30,7.539999961853027
2008-05-01,7.739999771118164
2008-05-02,7.559999942779541
2008-05-05,7.550000190734863
2008-05-06,7.699999809265137
2008-05-07,7.380000114440918
2008-05-08,7.510000228881836
2008-05-09,7.400000095367432
2008-05-12,7.440000057220459
2008-05-13,7.53000020980835
2008-05-14,7.510000228881836
2008-05-15,7.5
2008-05-16,7.5
2008-05-19,7.570000171661377
2008-05-20,7.480000019073486
2008-05-21,7.360000133514404
2008-05-22,7.519999980926514
2008-05-23,7.460000038146973
2008-05-27,7.590000152587891
2008-05-28,7.550000190734863
2008-05-29,7.619999885559082
2008-05-30,7.690000057220459
2008-06-02,7.449999809265137
2008-06-03,7.619999885559082
2008-06-04,7.789999961853027
2008-06-05,8.0
2008-06-06,7.849999904632568
2008-06-09,7.730000019073486
2008-06-10,7.670000076293945
2008-06-11,7.369999885559082
2008-06-12,7.380000114440918
2008-06-13,7.46999979019165
2008-06-16,7.829999923706055
2008-06-17,7.78000020980835
2008-06-18,7.710000038146973
2008-06-19,8.010000228881836
2008-06-20,7.820000171661377
2008-06-23,7.639999866485596
2008-06-24,7.090000152587891
2008-06-25,7.059999942779541
2008-06-26,6.760000228881836
2008-06-27,6.730000019073486
2008-06-30,6.550000190734863
2008-07-01,6.789999961853027
2008-07-02,6.579999923706055
2008-07-03,6.559999942779541
2008-07-07,6.429999828338623
2008-07-08,6.619999885559082
2008-07-09,6.400000095367432
2008-07-10,6.539999961853027
2008-07-11,6.630000114440918
2008-07-14,6.309999942779541
2008-07-15,6.46999979019165
2008-07-16,6.789999961853027
2008-07-17,6.789999961853027
2008-07-18,6.75
2008-07-21,6.829999923706055
2008-07-22,6.96999979019165
2008-07-23,6.869999885559082
2008-07-24,6.659999847412109
2008-07-25,6.630000114440918
2008-07-28,6.420000076293945
2008-07-29,6.699999809265137
2008-07-30,6.639999866485596
2008-07-31,6.329999923706055
2008-08-01,5.889999866485596
2008-08-04,5.789999961853027
2008-08-05,6.110000133514404
2008-08-06,6.25
2008-08-07,6.289999961853027
2008-08-08,6.590000152587891
2008-08-11,6.78000020980835
2008-08-12,6.78000020980835
2008-08-13,6.849999904632568
2008-08-14,6.800000190734863
2008-08-15,6.760000228881836
2008-08-18,6.5
2008-08-19,6.409999847412109
2008-08-20,6.480000019073486
2008-08-21,6.349999904632568
2008-08-22,6.389999866485596
2008-08-25,6.260000228881836
2008-08-26,6.210000038146973
2008-08-27,6.210000038146973
2008-08-28,6.199999809265137
2008-08-29,6.159999847412109
2008-09-02,6.159999847412109
2008-09-03,6.079999923706055
2008-09-04,5.960000038146973
2008-09-05,5.96999979019165
2008-09-08,6.010000228881836
2008-09-09,5.809999942779541
2008-09-10,5.710000038146973
2008-09-11,5.650000095367432
2008-09-12,5.519999980926514
2008-09-15,5.289999961853027
2008-09-16,5.309999942779541
2008-09-17,5.179999828338623
2008-09-18,5.269999980926514
2008-09-19,5.519999980926514
2008-09-22,5.179999828338623
2008-09-23,5.159999847412109
2008-09-24,4.75
2008-09-25,4.650000095367432
2008-09-26,4.659999847412109
2008-09-29,4.309999942779541
2008-09-30,4.840000152587891
2008-10-01,4.579999923706055
2008-10-02,4.409999847412109
2008-10-03,4.179999828338623
2008-10-06,4.21999979019165
2008-10-07,3.990000009536743
2008-10-08,4.050000190734863
2008-10-09,3.740000009536743
2008-10-10,3.4700000286102295
2008-10-13,3.7799999713897705
2008-10-14,3.680000066757202
2008-10-15,3.2200000286102295
2008-10-16,3.5199999809265137
2008-10-17,3.380000114440918
2008-10-20,3.5
2008-10-21,3.240000009536743
2008-10-22,2.869999885559082
2008-10-23,2.5999999046325684
2008-10-24,2.369999885559082
2008-10-27,2.1600000858306885
2008-10-28,2.2100000381469727
2008-10-29,2.240000009536743
2008-10-30,2.4000000953674316
2008-10-31,2.690000057220459
2008-11-03,2.740000009536743
2008-11-04,2.809999942779541
2008-11-05,2.5899999141693115
2008-11-06,2.3499999046325684
2008-11-07,2.2899999618530273
2008-11-10,2.0999999046325684
2008-11-11,1.9600000381469727
2008-11-12,1.6100000143051147
2008-11-13,1.8600000143051147
2008-11-14,1.6399999856948853
2008-11-17,1.5800000429153442
2008-11-18,1.5700000524520874
2008-11-19,1.3700000047683716
2008-11-20,1.190000057220459
2008-11-21,1.1799999475479126
2008-11-24,1.309999942779541
2008-11-25,1.4600000381469727
2008-11-26,1.340000033378601
2008-11-28,1.3899999856948853
2008-12-01,1.1200000047683716
2008-12-02,1.1399999856948853
2008-12-03,1.3799999952316284
2008-12-04,1.2999999523162842
2008-12-05,1.350000023841858
2008-12-08,1.2999999523162842
2008-12-09,1.5099999904632568
2008-12-10,1.7000000476837158
2008-12-11,1.7400000095367432
2008-12-12,2.0199999809265137
2008-12-15,1.940000057220459
2008-12-16,2.0999999046325684
2008-12-17,2.130000114440918
2008-12-18,1.9199999570846558
2008-12-19,1.940000057220459
2008-12-22,1.899999976158142
2008-12-23,1.8200000524520874
2008-12-24,1.7300000190734863
2008-12-26,1.6699999570846558
2008-12-29,1.6799999475479126
2008-12-30,1.9900000095367432
2008-12-31,2.190000057220459
2009-01-02,2.299999952316284
2009-01-05,2.0799999237060547
2009-01-06,2.359999895095825
2009-01-07,2.3299999237060547
2009-01-08,2.4800000190734863
2009-01-09,2.2699999809265137
2009-01-12,2.0199999809265137
2009-01-13,1.9199999570846558
2009-01-14,1.9900000095367432
2009-01-15,1.9700000286102295
2009-01-16,2.0
2009-01-20,1.8200000524520874
2009-01-21,1.7599999904632568
2009-01-22,1.649999976158142
2009-01-23,1.7100000381469727
2009-01-26,1.7300000190734863
2009-01-27,1.5199999809265137
2009-01-28,1.5499999523162842
2009-01-29,1.4700000286102295
2009-01-30,1.3899999856948853
2009-02-02,1.3799999952316284
2009-02-03,1.25
2009-02-04,1.1200000047683716
2009-02-05,1.1799999475479126
2009-02-06,1.25
2009-02-09,1.25
2009-02-10,1.1299999952316284
2009-02-11,1.149999976158142
2009-02-12,1.1699999570846558
2009-02-13,1.2999999523162842
2009-02-17,1.190000057220459
2009-02-18,1.0
2009-02-19,0.949999988079071
2009-02-20,0.9399999976158142
2009-02-23,0.6700000166893005
2009-02-24,0.6499999761581421
2009-02-25,0.6299999952316284
2009-02-26,0.5799999833106995
2009-02-27,0.6100000143051147
2009-03-02,0.5199999809265137
2009-03-03,0.550000011920929
2009-03-04,0.6899999976158142
2009-03-05,0.6399999856948853
2009-03-06,0.6399999856948853
2009-03-09,0.5699999928474426
2009-03-10,0.7200000286102295
2009-03-11,0.7099999785423279
2009-03-12,0.8399999737739563
2009-03-13,0.8399999737739563
2009-03-16,0.8100000023841858
2009-03-17,0.8999999761581421
2009-03-18,0.9599999785423279
2009-03-19,0.949999988079071
2009-03-20,0.7900000214576721
2009-03-23,0.9399999976158142
2009-03-24,0.9200000166893005
2009-03-25,0.9700000286102295
2009-03-26,1.1699999570846558
2009-03-27,1.0199999809265137
2009-03-30,0.9200000166893005
2009-03-31,0.8600000143051147
2009-04-01,0.9300000071525574
2009-04-02,1.0700000524520874
2009-04-03,1.1299999952316284
2009-04-06,1.149999976158142
2009-04-07,1.059999942779541
2009-04-08,1.149999976158142
2009-04-09,1.5
2009-04-13,1.5099999904632568
2009-04-14,1.340000033378601
2009-04-15,1.350000023841858
2009-04-16,1.4700000286102295
2009-04-17,1.4299999475479126
2009-04-20,1.2200000286102295
2009-04-21,1.3700000047683716
2009-04-22,1.4199999570846558
2009-04-23,1.350000023841858
2009-04-24,1.399999976158142
2009-04-27,1.3600000143051147
2009-04-28,1.4299999475479126
2009-04-29,1.4800000190734863
2009-04-30,1.4800000190734863
2009-05-01,2.0
2009-05-04,2.1500000953674316
2009-05-05,2.0199999809265137
2009-05-06,2.0799999237060547
2009-05-07,1.8899999856948853
2009-05-08,2.059999942779541
2009-05-11,2.009999990463257
2009-05-12,1.899999976158142
2009-05-13,1.8700000047683716
2009-05-14,2.0
2009-05-15,2.0
2009-05-18,2.390000104904175
2009-05-19,2.7100000381469727
2009-05-20,2.5399999618530273
2009-05-21,2.4000000953674316
2009-05-22,2.4000000953674316
2009-05-26,2.5999999046325684
2009-05-27,2.8299999237060547
2009-05-28,2.759999990463257
2009-05-29,2.880000114440918
2009-06-01,3.0899999141693115
2009-06-02,3.240000009536743
2009-06-03,3.0399999618530273
2009-06-04,3.180000066757202
2009-06-05,3.1600000858306885
2009-06-08,3.0799999237060547
2009-06-09,3.1700000762939453
2009-06-10,3.240000009536743
2009-06-11,3.369999885559082
2009-06-12,3.359999895095825
2009-06-15,3.1600000858306885
2009-06-16,3.180000066757202
2009-06-17,3.0999999046325684
2009-06-18,2.7100000381469727
2009-06-19,2.7799999713897705
2009-06-22,2.5899999141693115
2009-06-23,2.4700000286102295
2009-06-24,2.7200000286102295
2009-06-25,2.559999942779541
2009-06-26,2.5799999237060547
2009-06-29,2.6700000762939453
2009-06-30,2.7200000286102295
2009-07-01,3.0
2009-07-02,2.9600000381469727
2009-07-06,2.9000000953674316
2009-07-07,2.740000009536743
2009-07-08,2.6500000953674316
2009-07-09,2.7300000190734863
2009-07-10,2.7100000381469727
2009-07-13,2.75
2009-07-14,2.75
2009-07-15,2.9800000190734863
2009-07-16,3.2799999713897705
2009-07-17,3.4000000953674316
2009-07-20,3.490000009536743
2009-07-21,3.4100000858306885
2009-07-22,3.299999952316284
2009-07-23,3.5999999046325684
2009-07-24,3.5799999237060547
2009-07-27,3.6600000858306885
2009-07-28,3.6700000762939453
2009-07-29,3.640000104904175
2009-07-30,3.799999952316284
2009-07-31,3.7300000190734863
2009-08-03,3.799999952316284
2009-08-04,3.9200000762939453
2009-08-05,3.859999895095825
2009-08-06,3.7799999713897705
2009-08-07,3.990000009536743
2009-08-10,3.890000104904175
2009-08-11,3.7100000381469727
2009-08-12,3.9600000381469727
2009-08-13,3.890000104904175
2009-08-14,3.8299999237060547
2009-08-17,3.5999999046325684
2009-08-18,3.690000057220459
2009-08-19,3.809999942779541
2009-08-20,3.7899999618530273
2009-08-21,3.940000057220459
2009-08-24,4.070000171661377
2009-08-25,3.8499999046325684
2009-08-26,3.9200000762939453
2009-08-27,3.9200000762939453
2009-08-28,3.940000057220459
2009-08-31,4.0
2009-09-01,3.8299999237060547
2009-09-02,3.890000104904175
2009-09-03,3.9700000286102295
2009-09-04,4.070000171661377
2009-09-08,4.110000133514404
2009-09-09,4.050000190734863
2009-09-10,3.9600000381469727
2009-09-11,4.25
2009-09-14,4.230000019073486
2009-09-15,4.25
2009-09-16,4.25
2009-09-17,4.179999828338623
2009-09-18,4.349999904632568
2009-09-21,4.260000228881836
2009-09-22,4.510000228881836
2009-09-23,4.340000152587891
2009-09-24,4.190000057220459
2009-09-25,4.039999961853027
2009-09-28,4.420000076293945
2009-09-29,4.829999923706055
2009-09-30,4.949999809265137
2009-10-01,4.599999904632568
2009-10-02,4.440000057220459
2009-10-05,4.730000019073486
2009-10-06,4.889999866485596
2009-10-07,5.0
2009-10-08,5.0
2009-10-09,5.190000057220459
2009-10-12,5.210000038146973
2009-10-13,5.050000190734863
2009-10-14,5.260000228881836
2009-10-15,5.360000133514404
2009-10-16,5.150000095367432
2009-10-19,5.139999866485596
2009-10-20,5.0
2009-10-21,4.71999979019165
2009-10-22,4.760000228881836
2009-10-23,4.519999980926514
2009-10-26,4.360000133514404
2009-10-27,3.9800000190734863
2009-10-28,3.7100000381469727
2009-10-29,3.9600000381469727
2009-10-30,3.759999990463257
2009-11-02,3.700000047683716
2009-11-03,3.7200000286102295
2009-11-04,3.809999942779541
2009-11-05,4.03000020980835
2009-11-06,4.050000190734863
2009-11-09,4.230000019073486
2009-11-10,4.0
2009-11-11,4.059999942779541
2009-11-12,3.869999885559082
2009-11-13,4.03000020980835
2009-11-16,4.210000038146973
2009-11-17,4.150000095367432
2009-11-18,4.199999809265137
2009-11-19,4.070000171661377
2009-11-20,4.050000190734863
2009-11-23,4.300000190734863
2009-11-24,4.260000228881836
2009-11-25,4.230000019073486
2009-11-27,4.099999904632568
2009-11-30,4.170000076293945
2009-12-01,4.309999942779541
2009-12-02,4.400000095367432
2009-12-03,4.400000095367432
2009-12-04,4.679999828338623
2009-12-07,4.789999961853027
2009-12-08,4.789999961853027
2009-12-09,4.880000114440918
2009-12-10,4.78000020980835
2009-12-11,4.96999979019165
2009-12-14,4.980000019073486
2009-12-15,4.789999961853027
2009-12-16,4.940000057220459
2009-12-17,4.840000152587891
2009-12-18,4.900000095367432
2009-12-21,4.880000114440918
2009-12-22,5.329999923706055
2009-12-23,5.449999809265137
2009-12-24,5.619999885559082
2009-12-28,5.619999885559082
2009-12-29,5.409999847412109
2009-12-30,5.329999923706055
2009-12-31,5.28000020980835
2010-01-04,5.400000095367432
2010-01-05,5.28000020980835
2010-01-06,5.190000057220459
2010-01-07,5.230000019073486
2010-01-08,5.230000019073486
2010-01-11,5.139999866485596
2010-01-12,4.860000133514404
2010-01-13,4.96999979019165
2010-01-14,5.019999980926514
2010-01-15,4.860000133514404
2010-01-19,4.940000057220459
2010-01-20,4.760000228881836
2010-01-21,4.71999979019165
2010-01-22,4.159999847412109
2010-01-25,4.110000133514404
2010-01-26,4.110000133514404
2010-01-27,4.159999847412109
2010-01-28,3.8399999141693115
2010-01-29,3.640000104904175
2010-02-01,3.9100000858306885
2010-02-02,4.150000095367432
2010-02-03,4.110000133514404
2010-02-04,4.119999885559082
2010-02-05,4.260000228881836
2010-02-08,4.320000171661377
2010-02-09,4.559999942779541
2010-02-10,4.75
2010-02-11,4.820000171661377
2010-02-12,4.860000133514404
2010-02-16,4.96999979019165
2010-02-17,5.039999961853027
2010-02-18,5.03000020980835
2010-02-19,5.179999828338623
2010-02-22,5.179999828338623
2010-02-23,4.690000057220459
2010-02-24,4.590000152587891
2010-02-25,4.510000228881836
2010-02-26,4.46999979019165
2010-03-01,4.760000228881836
2010-03-02,4.78000020980835
2010-03-03,4.739999771118164
2010-03-04,4.849999904632568
2010-03-05,5.150000095367432
2010-03-08,5.03000020980835
2010-03-09,5.0
2010-03-10,5.03000020980835
2010-03-11,5.239999771118164
2010-03-12,5.289999961853027
2010-03-15,5.0
2010-03-16,5.079999923706055
2010-03-17,5.159999847412109
2010-03-18,5.059999942779541
2010-03-19,4.659999847412109
2010-03-22,4.869999885559082
2010-03-23,4.989999771118164
2010-03-24,5.019999980926514
2010-03-25,5.079999923706055
2010-03-26,4.989999771118164
2010-03-29,4.989999771118164
2010-03-30,5.03000020980835
2010-03-31,5.03000020980835
2010-04-01,4.940000057220459
2010-04-05,5.119999885559082
2010-04-06,5.03000020980835
2010-04-07,5.039999961853027
2010-04-08,4.980000019073486
2010-04-09,5.0
2010-04-12,4.989999771118164
2010-04-13,4.940000057220459
2010-04-14,5.940000057220459
2010-04-15,5.880000114440918
2010-04-16,5.71999979019165
2010-04-19,5.690000057220459
2010-04-20,5.710000038146973
2010-04-21,5.78000020980835
2010-04-22,5.829999923706055
2010-04-23,6.190000057220459
2010-04-26,6.119999885559082
2010-04-27,6.119999885559082
2010-04-28,6.130000114440918
2010-04-29,6.369999885559082
2010-04-30,6.179999828338623
2010-05-03,6.75
2010-05-04,6.369999885559082
2010-05-05,6.199999809265137
2010-05-06,5.639999866485596
2010-05-07,5.289999961853027
2010-05-10,5.730000019073486
2010-05-11,5.739999771118164
2010-05-12,5.849999904632568
2010-05-13,5.829999923706055
2010-05-14,5.619999885559082
2010-05-17,5.489999771118164
2010-05-18,5.309999942779541
2010-05-19,5.199999809265137
2010-05-20,4.920000076293945
2010-05-21,5.090000152587891
2010-05-24,4.96999979019165
2010-05-25,4.909999847412109
2010-05-26,4.96999979019165
2010-05-27,5.429999828338623
2010-05-28,5.400000095367432
2010-06-01,5.039999961853027
2010-06-02,5.300000190734863
2010-06-03,5.210000038146973
2010-06-04,4.679999828338623
2010-06-07,4.420000076293945
2010-06-08,4.239999771118164
2010-06-09,4.139999866485596
2010-06-10,4.329999923706055
2010-06-11,4.400000095367432
2010-06-14,4.519999980926514
2010-06-15,4.78000020980835
2010-06-16,4.639999866485596
2010-06-17,4.610000133514404
2010-06-18,4.670000076293945
2010-06-21,4.440000057220459
2010-06-22,4.409999847412109
2010-06-23,4.309999942779541
2010-06-24,4.159999847412109
2010-06-25,4.25
2010-06-28,4.260000228881836
2010-06-29,4.079999923706055
2010-06-30,3.9700000286102295
2010-07-01,3.8399999141693115
2010-07-02,3.880000114440918
2010-07-06,3.7699999809265137
2010-07-07,4.010000228881836
2010-07-08,4.159999847412109
2010-07-09,4.409999847412109
2010-07-12,4.349999904632568
2010-07-13,4.699999809265137
2010-07-14,4.769999980926514
2010-07-15,4.659999847412109
2010-07-16,4.409999847412109
2010-07-19,4.380000114440918
2010-07-20,4.480000019073486
2010-07-21,4.449999809265137
2010-07-22,4.710000038146973
2010-07-23,4.889999866485596
2010-07-26,5.099999904632568
2010-07-27,4.849999904632568
2010-07-28,4.659999847412109
2010-07-29,4.559999942779541
2010-07-30,4.610000133514404
2010-08-02,4.889999866485596
2010-08-03,4.820000171661377
2010-08-04,4.860000133514404
2010-08-05,4.860000133514404
2010-08-06,4.730000019073486
2010-08-09,4.889999866485596
2010-08-10,4.679999828338623
2010-08-11,4.090000152587891
2010-08-12,4.110000133514404
2010-08-13,4.159999847412109
2010-08-16,4.170000076293945
2010-08-17,4.409999847412109
2010-08-18,4.409999847412109
2010-08-19,4.28000020980835
2010-08-20,4.179999828338623
2010-08-23,4.260000228881836
2010-08-24,4.090000152587891
2010-08-25,4.019999980926514
2010-08-26,3.8499999046325684
2010-08-27,3.930000066757202
2010-08-30,3.9000000953674316
2010-08-31,3.8399999141693115
2010-09-01,4.0
2010-09-02,4.019999980926514
2010-09-03,4.25
2010-09-07,4.079999923706055
2010-09-08,4.329999923706055
2010-09-09,4.289999961853027
2010-09-10,4.300000190734863
2010-09-13,4.599999904632568
2010-09-14,4.579999923706055
2010-09-15,4.639999866485596
2010-09-16,4.630000114440918
2010-09-17,4.710000038146973
2010-09-20,4.940000057220459
2010-09-21,4.949999809265137
2010-09-22,4.53000020980835
2010-09-23,4.369999885559082
2010-09-24,4.590000152587891
2010-09-27,4.71999979019165
2010-09-28,4.789999961853027
2010-09-29,4.739999771118164
2010-09-30,4.670000076293945
2010-10-01,4.650000095367432
2010-10-04,4.579999923706055
2010-10-05,4.78000020980835
2010-10-06,4.710000038146973
2010-10-07,4.829999923706055
2010-10-08,4.710000038146973
2010-10-11,4.789999961853027
2010-10-12,4.900000095367432
2010-10-13,4.869999885559082
2010-10-14,5.03000020980835
2010-10-15,5.170000076293945
2010-10-18,5.21999979019165
2010-10-19,5.03000020980835
2010-10-20,5.090000152587891
2010-10-21,5.039999961853027
2010-10-22,5.050000190734863
2010-10-25,5.079999923706055
2010-10-26,6.059999942779541
2010-10-27,6.090000152587891
2010-10-28,5.829999923706055
2010-10-29,5.989999771118164
2010-11-01,5.920000076293945
2010-11-02,6.050000190734863
2010-11-03,6.019999980926514
2010-11-04,6.25
2010-11-05,6.380000114440918
2010-11-08,6.579999923706055
2010-11-09,6.320000171661377
2010-11-10,6.320000171661377
2010-11-11,6.170000076293945
2010-11-12,6.090000152587891
2010-11-15,6.369999885559082
2010-11-16,6.010000228881836
2010-11-17,6.019999980926514
2010-11-18,6.329999923706055
2010-11-19,6.349999904632568
2010-11-22,6.449999809265137
2010-11-23,6.409999847412109
2010-11-24,6.570000171661377
2010-11-26,6.489999771118164
2010-11-29,6.440000057220459
2010-11-30,6.5
2010-12-01,6.889999866485596
2010-12-02,7.079999923706055
2010-12-03,7.0
2010-12-06,6.739999771118164
2010-12-07,6.900000095367432
2010-12-08,7.03000020980835
2010-12-09,7.090000152587891
2010-12-10,7.150000095367432
2010-12-13,7.400000095367432
2010-12-14,7.119999885559082
2010-12-15,6.989999771118164
2010-12-16,7.25
2010-12-17,7.329999923706055
2010-12-20,7.369999885559082
2010-12-21,7.699999809265137
2010-12-22,7.46999979019165
2010-12-23,7.380000114440918
2010-12-27,7.550000190734863
2010-12-28,7.389999866485596
2010-12-29,7.5
2010-12-30,7.5
2010-12-31,7.46999979019165
2011-01-03,7.590000152587891
2011-01-04,7.449999809265137
2011-01-05,7.28000020980835
2011-01-06,7.199999809265137
2011-01-07,7.320000171661377
2011-01-10,7.340000152587891
2011-01-11,7.519999980926514
2011-01-12,7.619999885559082
2011-01-13,7.489999771118164
2011-01-14,7.909999847412109
2011-01-18,7.650000095367432
2011-01-19,7.360000133514404
2011-01-20,7.269999980926514
2011-01-21,7.25
2011-01-24,7.449999809265137
2011-01-25,7.159999847412109
2011-01-26,7.230000019073486
2011-01-27,7.559999942779541
2011-01-28,7.269999980926514
2011-01-31,7.650000095367432
2011-02-01,8.529999732971191
2011-02-02,8.430000305175781
2011-02-03,8.319999694824219
2011-02-04,8.460000038146973
2011-02-07,8.670000076293945
2011-02-08,8.720000267028809
2011-02-09,8.65999984741211
2011-02-10,8.720000267028809
2011-02-11,8.90999984741211
2011-02-14,9.640000343322754
2011-02-15,9.270000457763672
2011-02-16,9.260000228881836
2011-02-17,9.350000381469727
2011-02-18,9.149999618530273
2011-02-22,8.760000228881836
2011-02-23,8.300000190734863
2011-02-24,8.550000190734863
2011-02-25,8.899999618530273
2011-02-28,8.720000267028809
2011-03-01,8.510000228881836
2011-03-02,8.680000305175781
2011-03-03,9.140000343322754
2011-03-04,8.890000343322754
2011-03-07,8.520000457763672
2011-03-08,8.6899995803833
2011-03-09,8.34000015258789
2011-03-10,7.789999961853027
2011-03-11,7.78000020980835
2011-03-14,7.75
2011-03-15,7.489999771118164
2011-03-16,7.170000076293945
2011-03-17,7.550000190734863
2011-03-18,7.679999828338623
2011-03-21,8.0
2011-03-22,8.010000228881836
2011-03-23,8.1899995803833
2011-03-24,8.550000190734863
2011-03-25,8.40999984741211
2011-03-28,8.529999732971191
2011-03-29,8.640000343322754
2011-03-30,8.899999618530273
2011-03-31,8.779999732971191
2011-04-01,8.710000038146973
2011-04-04,8.359999656677246
2011-04-05,8.510000228881836
2011-04-06,8.609999656677246
2011-04-07,8.380000114440918
2011-04-08,8.239999771118164
2011-04-11,8.029999732971191
2011-04-12,7.829999923706055
2011-04-13,7.800000190734863
2011-04-14,7.789999961853027
2011-04-15,7.940000057220459
2011-04-18,7.699999809265137
2011-04-19,7.849999904632568
2011-04-20,8.25
2011-04-21,8.890000343322754
2011-04-25,8.569999694824219
2011-04-26,8.59000015258789
2011-04-27,8.59000015258789
2011-04-28,8.600000381469727
2011-04-29,8.630000114440918
2011-05-02,8.619999885559082
2011-05-03,8.489999771118164
2011-05-04,8.470000267028809
2011-05-05,8.609999656677246
2011-05-06,8.75
2011-05-09,8.949999809265137
2011-05-10,9.109999656677246
2011-05-11,8.920000076293945
2011-05-12,9.0600004196167
2011-05-13,8.920000076293945
2011-05-16,8.800000190734863
2011-05-17,8.640000343322754
2011-05-18,8.869999885559082
2011-05-19,8.829999923706055
2011-05-20,8.729999542236328
2011-05-23,8.5600004196167
2011-05-24,8.420000076293945
2011-05-25,8.649999618530273
2011-05-26,8.829999923706055
2011-05-27,8.899999618530273
2011-05-31,9.180000305175781
2011-06-01,8.930000305175781
2011-06-02,8.859999656677246
2011-06-03,8.720000267028809
2011-06-06,8.6899995803833
2011-06-07,9.0
2011-06-08,8.8100004196167
2011-06-09,8.8100004196167
2011-06-10,8.90999984741211
2011-06-13,8.84000015258789
2011-06-14,9.15999984741211
2011-06-15,9.100000381469727
2011-06-16,9.010000228881836
2011-06-17,9.149999618530273
2011-06-20,9.020000457763672
2011-06-21,9.510000228881836
2011-06-22,9.640000343322754
2011-06-23,9.75
2011-06-24,9.779999732971191
2011-06-27,9.979999542236328
2011-06-28,9.970000267028809
2011-06-29,9.970000267028809
2011-06-30,10.119999885559082
2011-07-01,10.4399995803833
2011-07-05,10.300000190734863
2011-07-06,10.15999984741211
2011-07-07,10.010000228881836
2011-07-08,9.75
2011-07-11,9.520000457763672
2011-07-12,8.59000015258789
2011-07-13,8.649999618530273
2011-07-14,8.510000228881836
2011-07-15,8.449999809265137
2011-07-18,8.34000015258789
2011-07-19,8.550000190734863
2011-07-20,8.489999771118164
2011-07-21,8.569999694824219
2011-07-22,9.369999885559082
2011-07-25,8.949999809265137
2011-07-26,9.069999694824219
2011-07-27,8.640000343322754
2011-07-28,8.609999656677246
2011-07-29,8.569999694824219
2011-08-01,8.65999984741211
2011-08-02,8.210000038146973
2011-08-03,8.359999656677246
2011-08-04,7.769999980926514
2011-08-05,7.599999904632568
2011-08-08,6.880000114440918
2011-08-09,7.789999961853027
2011-08-10,7.340000152587891
2011-08-11,7.960000038146973
2011-08-12,7.809999942779541
2011-08-15,7.909999847412109
2011-08-16,7.570000171661377
2011-08-17,7.25
2011-08-18,6.840000152587891
2011-08-19,6.659999847412109
2011-08-22,6.679999828338623
2011-08-23,7.019999980926514
2011-08-24,7.099999904632568
2011-08-25,6.900000095367432
2011-08-26,7.119999885559082
2011-08-29,7.539999961853027
2011-08-30,7.699999809265137
2011-08-31,7.519999980926514
2011-09-01,7.21999979019165
2011-09-02,6.869999885559082
2011-09-06,6.820000171661377
2011-09-07,7.28000020980835
2011-09-08,7.139999866485596
2011-09-09,7.090000152587891
2011-09-12,7.389999866485596
2011-09-13,7.480000019073486
2011-09-14,7.599999904632568
2011-09-15,7.78000020980835
2011-09-16,7.71999979019165
2011-09-19,7.710000038146973
2011-09-20,7.360000133514404
2011-09-21,7.0
2011-09-22,6.800000190734863
2011-09-23,7.050000190734863
2011-09-26,7.179999828338623
2011-09-27,7.309999942779541
2011-09-28,6.820000171661377
2011-09-29,6.690000057220459
2011-09-30,6.380000114440918
2011-10-03,6.110000133514404
2011-10-04,6.75
2011-10-05,6.989999771118164
2011-10-06,7.199999809265137
2011-10-07,7.130000114440918
2011-10-10,7.550000190734863
2011-10-11,7.409999847412109
2011-10-12,7.900000095367432
2011-10-13,8.149999618530273
2011-10-14,8.119999885559082
2011-10-17,7.71999979019165
2011-10-18,8.0
2011-10-19,7.789999961853027
2011-10-20,7.730000019073486
2011-10-21,7.820000171661377
2011-10-24,8.390000343322754
2011-10-25,8.0
2011-10-26,8.270000457763672
2011-10-27,8.5600004196167
2011-10-28,9.039999961853027
2011-10-31,8.960000038146973
2011-11-01,8.600000381469727
2011-11-02,8.859999656677246
2011-11-03,8.989999771118164
2011-11-04,8.869999885559082
2011-11-07,8.899999618530273
2011-11-08,9.180000305175781
2011-11-09,8.5
2011-11-10,8.640000343322754
2011-11-11,9.020000457763672
2011-11-14,8.890000343322754
2011-11-15,8.84000015258789
2011-11-16,8.8100004196167
2011-11-17,8.5
2011-11-18,8.430000305175781
2011-11-21,8.140000343322754
2011-11-22,8.0600004196167
2011-11-23,7.71999979019165
2011-11-25,7.610000133514404
2011-11-28,7.96999979019165
2011-11-29,7.849999904632568
2011-11-30,8.430000305175781
2011-12-01,8.449999809265137
2011-12-02,8.520000457763672
2011-12-05,8.65999984741211
2011-12-06,8.65999984741211
2011-12-07,8.619999885559082
2011-12-08,8.319999694824219
2011-12-09,8.770000457763672
2011-12-12,8.579999923706055
2011-12-13,8.260000228881836
2011-12-14,7.96999979019165
2011-12-15,8.079999923706055
2011-12-16,8.300000190734863
2011-12-19,8.170000076293945
2011-12-20,8.579999923706055
2011-12-21,8.579999923706055
2011-12-22,8.770000457763672
