,COHU
1993-09-16,4.0625
1993-09-17,4.0625
1993-09-20,4.15625
1993-09-21,4.0
1993-09-22,4.1875
1993-09-23,4.40625
1993-09-24,4.28125
1993-09-27,4.28125
1993-09-28,4.28125
1993-09-29,4.1875
1993-09-30,4.125
1993-10-01,4.09375
1993-10-04,4.0
1993-10-05,4.125
1993-10-06,4.1875
1993-10-07,4.125
1993-10-08,4.15625
1993-10-11,4.15625
1993-10-12,4.1875
1993-10-13,4.125
1993-10-14,4.1875
1993-10-15,4.25
1993-10-18,4.21875
1993-10-19,4.25
1993-10-20,4.28125
1993-10-21,4.90625
1993-10-22,5.21875
1993-10-25,5.46875
1993-10-26,5.34375
1993-10-27,5.40625
1993-10-28,5.125
1993-10-29,5.125
1993-11-01,5.15625
1993-11-02,5.1875
1993-11-03,5.09375
1993-11-04,4.8125
1993-11-05,4.6875
1993-11-08,4.65625
1993-11-09,4.84375
1993-11-10,4.90625
1993-11-11,4.9375
1993-11-12,4.84375
1993-11-15,4.71875
1993-11-16,4.625
1993-11-17,4.46875
1993-11-18,4.34375
1993-11-19,4.34375
1993-11-22,4.21875
1993-11-23,4.21875
1993-11-24,4.34375
1993-11-26,4.5
1993-11-29,4.375
1993-11-30,4.34375
1993-12-01,4.53125
1993-12-02,4.59375
1993-12-03,4.8125
1993-12-06,4.8125
1993-12-07,4.8125
1993-12-08,4.6875
1993-12-09,4.625
1993-12-10,4.4375
1993-12-13,4.4375
1993-12-14,4.375
1993-12-15,4.40625
1993-12-16,4.46875
1993-12-17,4.46875
1993-12-20,4.46875
1993-12-21,4.46875
1993-12-22,4.46875
1993-12-23,4.46875
1993-12-27,4.5625
1993-12-28,4.8125
1993-12-29,4.90625
1993-12-30,4.90625
1993-12-31,4.78125
1994-01-03,4.84375
1994-01-04,4.8125
1994-01-05,4.65625
1994-01-06,4.8125
1994-01-07,4.8125
1994-01-10,4.71875
1994-01-11,4.75
1994-01-12,5.03125
1994-01-13,5.15625
1994-01-14,5.4375
1994-01-17,5.6875
1994-01-18,5.5
1994-01-19,5.25
1994-01-20,5.28125
1994-01-21,5.3125
1994-01-24,5.34375
1994-01-25,5.34375
1994-01-26,5.25
1994-01-27,5.34375
1994-01-28,5.53125
1994-01-31,5.53125
1994-02-01,5.53125
1994-02-02,5.53125
1994-02-03,5.375
1994-02-04,5.0
1994-02-07,5.0625
1994-02-08,5.1875
1994-02-09,5.3125
1994-02-10,5.40625
1994-02-11,5.4375
1994-02-14,5.5625
1994-02-15,5.59375
1994-02-16,5.375
1994-02-17,5.40625
1994-02-18,5.4375
1994-02-22,5.3125
1994-02-23,5.28125
1994-02-24,5.28125
1994-02-25,5.3125
1994-02-28,5.4375
1994-03-01,5.28125
1994-03-02,5.15625
1994-03-03,5.15625
1994-03-04,5.03125
1994-03-07,4.96875
1994-03-08,5.03125
1994-03-09,4.9375
1994-03-10,4.6875
1994-03-11,4.8125
1994-03-14,5.0
1994-03-15,5.125
1994-03-16,5.09375
1994-03-17,5.03125
1994-03-18,4.90625
1994-03-21,4.8125
1994-03-22,4.75
1994-03-23,4.875
1994-03-24,4.84375
1994-03-25,4.875
1994-03-28,5.0
1994-03-29,4.90625
1994-03-30,4.75
1994-03-31,4.71875
1994-04-04,4.4375
1994-04-05,4.53125
1994-04-06,4.5625
1994-04-07,4.5
1994-04-08,4.46875
1994-04-11,4.375
1994-04-12,4.34375
1994-04-13,4.3125
1994-04-14,4.25
1994-04-15,4.28125
1994-04-18,4.34375
1994-04-19,4.40625
1994-04-20,4.40625
1994-04-21,4.21875
1994-04-22,4.1875
1994-04-25,4.3125
1994-04-26,4.375
1994-04-28,4.3125
1994-04-29,4.34375
1994-05-02,4.40625
1994-05-03,4.34375
1994-05-04,4.40625
1994-05-05,4.34375
1994-05-06,4.3125
1994-05-09,4.28125
1994-05-10,4.25
1994-05-11,4.21875
1994-05-12,4.1875
1994-05-13,4.1875
1994-05-16,4.15625
1994-05-17,4.21875
1994-05-18,4.25
1994-05-19,4.3125
1994-05-20,4.28125
1994-05-23,4.25
1994-05-24,4.21875
1994-05-25,4.28125
1994-05-26,4.28125
1994-05-27,4.15625
1994-05-31,4.125
1994-06-01,4.125
1994-06-02,4.1875
1994-06-03,4.1875
1994-06-06,4.21875
1994-06-07,4.1875
1994-06-08,4.21875
1994-06-09,4.25
1994-06-10,4.25
1994-06-13,4.25
1994-06-14,4.34375
1994-06-15,4.34375
1994-06-16,4.34375
1994-06-17,4.375
1994-06-20,4.3125
1994-06-21,4.1875
1994-06-22,4.171875
1994-06-23,4.3125
1994-06-24,4.28125
1994-06-27,4.28125
1994-06-28,4.3125
1994-06-29,4.25
1994-06-30,4.1875
1994-07-01,4.125
1994-07-05,4.1875
1994-07-06,4.1875
1994-07-07,4.21875
1994-07-08,4.25
1994-07-11,4.3125
1994-07-12,4.1875
1994-07-13,4.1875
1994-07-14,4.0625
1994-07-15,4.0625
1994-07-18,4.09375
1994-07-19,4.21875
1994-07-20,4.09375
1994-07-21,4.03125
1994-07-22,3.8125
1994-07-25,4.09375
1994-07-26,4.3125
1994-07-27,4.21875
1994-07-28,4.375
1994-07-29,4.34375
1994-08-01,4.40625
1994-08-02,4.4375
1994-08-03,4.53125
1994-08-04,4.59375
1994-08-05,4.59375
1994-08-08,4.6875
1994-08-09,4.75
1994-08-10,4.84375
1994-08-11,4.84375
1994-08-12,4.75
1994-08-15,4.71875
1994-08-16,4.78125
1994-08-17,4.75
1994-08-18,4.65625
1994-08-19,4.625
1994-08-22,4.6875
1994-08-23,4.84375
1994-08-24,4.8125
1994-08-25,4.78125
1994-08-26,4.75
1994-08-29,4.65625
1994-08-30,4.5625
1994-08-31,4.53125
1994-09-01,4.53125
1994-09-02,4.5
1994-09-06,4.53125
1994-09-07,4.5625
1994-09-08,4.5625
1994-09-09,4.53125
1994-09-12,4.53125
1994-09-13,4.46875
1994-09-14,4.5
1994-09-15,4.5625
1994-09-16,4.8125
1994-09-19,4.9375
1994-09-20,5.375
1994-09-21,5.4375
1994-09-22,5.34375
1994-09-23,5.25
1994-09-26,5.15625
1994-09-27,5.25
1994-09-28,5.0
1994-09-29,5.1875
1994-09-30,5.0625
1994-10-03,4.9375
1994-10-04,4.75
1994-10-05,4.75
1994-10-06,4.75
1994-10-07,4.75
1994-10-10,4.6875
1994-10-11,4.625
1994-10-12,4.625
1994-10-13,4.875
1994-10-14,4.78125
1994-10-17,4.84375
1994-10-18,4.84375
1994-10-19,4.875
1994-10-20,4.84375
1994-10-21,4.71875
1994-10-24,5.0625
1994-10-25,5.125
1994-10-26,5.0
1994-10-27,4.9375
1994-10-28,5.09375
1994-10-31,5.09375
1994-11-01,5.0
1994-11-02,5.125
1994-11-03,5.25
1994-11-04,5.4375
1994-11-07,5.4375
1994-11-08,5.4375
1994-11-09,5.28125
1994-11-10,5.34375
1994-11-11,5.25
1994-11-14,5.125
1994-11-15,5.0625
1994-11-16,5.109375
1994-11-17,5.109375
1994-11-18,5.125
1994-11-21,5.0625
1994-11-22,5.0625
1994-11-23,4.875
1994-11-25,4.875
1994-11-28,4.875
1994-11-29,4.875
1994-11-30,4.875
1994-12-01,4.90625
1994-12-02,5.0625
1994-12-05,4.90625
1994-12-06,4.90625
1994-12-07,4.875
1994-12-08,4.875
1994-12-09,4.8125
1994-12-12,4.875
1994-12-13,4.8125
1994-12-14,4.9375
1994-12-15,5.0
1994-12-16,5.3125
1994-12-19,5.21875
1994-12-20,5.0625
1994-12-21,5.0625
1994-12-22,5.0
1994-12-23,5.078125
1994-12-27,5.0
1994-12-28,5.0625
1994-12-29,5.3125
1994-12-30,5.625
1995-01-03,5.4375
1995-01-04,5.625
1995-01-05,5.6875
1995-01-06,5.625
1995-01-09,5.9375
1995-01-10,6.375
1995-01-11,6.9375
1995-01-12,7.09375
1995-01-13,6.75
1995-01-16,7.0
1995-01-17,6.984375
1995-01-18,7.0
1995-01-19,6.875
1995-01-20,6.75
1995-01-23,6.5
1995-01-24,6.59375
1995-01-25,6.5
1995-01-26,6.5
1995-01-27,6.875
1995-01-30,6.4375
1995-01-31,6.5
1995-02-01,6.5
1995-02-02,6.6875
1995-02-03,6.59375
1995-02-06,7.0
1995-02-07,7.375
1995-02-08,7.3125
1995-02-09,7.25
1995-02-10,7.0625
1995-02-13,7.25
1995-02-14,7.375
1995-02-15,7.5625
1995-02-16,7.375
1995-02-17,7.59375
1995-02-21,7.125
1995-02-22,6.9375
1995-02-23,7.125
1995-02-24,7.125
1995-02-27,6.96875
1995-02-28,7.0625
1995-03-01,7.0
1995-03-02,6.9375
1995-03-03,7.0625
1995-03-06,7.0625
1995-03-07,7.75
1995-03-08,8.03125
1995-03-09,7.9375
1995-03-10,7.78125
1995-03-13,7.84375
1995-03-14,7.875
1995-03-15,7.625
1995-03-16,8.0
1995-03-17,7.9375
1995-03-20,7.875
1995-03-21,7.6875
1995-03-22,7.6875
1995-03-23,7.625
1995-03-24,7.625
1995-03-27,7.8125
1995-03-28,7.84375
1995-03-29,7.8125
1995-03-30,7.71875
1995-03-31,7.5
1995-04-03,7.4375
1995-04-04,7.25
1995-04-05,7.125
1995-04-06,7.25
1995-04-07,7.25
1995-04-10,7.25
1995-04-11,7.5625
1995-04-12,7.5625
1995-04-13,7.6875
1995-04-17,7.8125
1995-04-18,8.0625
1995-04-19,8.125
1995-04-20,8.09375
1995-04-21,8.125
1995-04-24,8.1875
1995-04-25,8.3125
1995-04-26,8.25
1995-04-27,9.0625
1995-04-28,9.0625
1995-05-01,9.5625
1995-05-02,9.75
1995-05-03,10.8125
1995-05-04,10.84375
1995-05-05,10.5
1995-05-08,10.75
1995-05-09,11.125
1995-05-10,11.125
1995-05-11,11.09375
1995-05-12,10.875
1995-05-15,10.875
1995-05-16,10.875
1995-05-17,10.5
1995-05-18,10.34375
1995-05-19,10.4375
1995-05-22,10.75
1995-05-23,11.125
1995-05-24,11.9375
1995-05-25,11.875
1995-05-26,11.3125
1995-05-30,11.5
1995-05-31,11.3125
1995-06-01,10.8125
1995-06-02,11.125
1995-06-05,10.90625
1995-06-06,11.0625
1995-06-07,10.9375
1995-06-08,11.125
1995-06-09,10.875
1995-06-12,10.75
1995-06-13,10.75
1995-06-14,10.375
1995-06-15,10.5
1995-06-16,11.25
1995-06-19,11.25
1995-06-20,11.375
1995-06-21,11.25
1995-06-22,11.375
1995-06-23,11.0
1995-06-26,11.25
1995-06-27,11.25
1995-06-28,11.25
1995-06-29,11.125
1995-06-30,11.6875
1995-07-03,13.0
1995-07-05,14.25
1995-07-06,14.25
1995-07-07,14.0
1995-07-10,13.90625
1995-07-11,14.125
1995-07-12,14.625
1995-07-13,15.1875
1995-07-14,14.75
1995-07-17,15.125
1995-07-18,14.875
1995-07-19,13.625
1995-07-20,14.5
1995-07-21,14.625
1995-07-24,14.875
1995-07-25,15.75
1995-07-26,17.0
1995-07-27,17.875
1995-07-28,17.5
1995-07-31,17.0
1995-08-01,16.375
1995-08-02,16.25
1995-08-03,15.375
1995-08-04,16.25
1995-08-07,15.75
1995-08-08,16.0
1995-08-09,15.625
1995-08-10,15.625
1995-08-11,15.875
1995-08-14,15.625
1995-08-15,16.125
1995-08-16,17.0
1995-08-17,16.5
1995-08-18,16.375
1995-08-21,16.25
1995-08-22,16.0
1995-08-23,16.0
1995-08-24,15.5
1995-08-25,15.25
1995-08-28,14.25
1995-08-29,13.875
1995-08-30,14.5
1995-08-31,14.875
1995-09-01,14.625
1995-09-05,14.5
1995-09-06,15.375
1995-09-07,15.9375
1995-09-08,15.875
1995-09-11,16.375
1995-09-12,16.625
1995-09-13,16.5
1995-09-14,16.375
1995-09-15,15.8125
1995-09-18,15.25
1995-09-19,15.5
1995-09-20,16.0
1995-09-21,16.0
1995-09-22,15.75
1995-09-25,14.9375
1995-09-26,15.375
1995-09-27,15.0
1995-09-28,15.625
1995-09-29,15.25
1995-10-02,14.875
1995-10-03,14.25
1995-10-04,14.0
1995-10-05,14.25
1995-10-06,14.75
1995-10-09,13.875
1995-10-10,13.125
1995-10-11,14.125
1995-10-12,14.625
1995-10-13,15.5
1995-10-16,15.0
1995-10-17,15.375
1995-10-18,15.625
1995-10-19,16.375
1995-10-20,16.25
1995-10-23,15.625
1995-10-24,15.875
1995-10-25,15.5
1995-10-26,14.625
1995-10-27,15.375
1995-10-30,15.375
1995-10-31,15.375
1995-11-01,15.125
1995-11-02,14.9375
1995-11-03,14.875
1995-11-06,15.875
1995-11-07,15.25
1995-11-08,15.375
1995-11-09,16.375
1995-11-10,15.875
1995-11-13,15.125
1995-11-14,15.125
1995-11-15,15.0
1995-11-16,15.0
1995-11-17,15.0
1995-11-20,13.875
1995-11-21,13.375
1995-11-22,13.0
1995-11-24,12.8125
1995-11-27,13.125
1995-11-28,14.0
1995-11-29,14.375
1995-11-30,14.5
1995-12-01,14.125
1995-12-04,14.125
1995-12-05,14.25
1995-12-06,13.125
1995-12-07,13.8125
1995-12-08,13.25
1995-12-11,13.625
1995-12-12,14.0
1995-12-13,13.25
1995-12-14,13.625
1995-12-15,13.0
1995-12-18,11.875
1995-12-19,12.625
1995-12-20,13.0
1995-12-21,13.0
1995-12-22,12.5
1995-12-26,13.125
1995-12-27,13.125
1995-12-28,12.625
1995-12-29,12.75
1996-01-02,12.75
1996-01-03,12.0
1996-01-04,11.375
1996-01-05,11.5625
1996-01-08,12.125
1996-01-09,11.75
1996-01-10,11.875
1996-01-11,11.625
1996-01-12,11.75
1996-01-15,12.0
1996-01-16,12.0
1996-01-17,11.875
1996-01-18,11.5
1996-01-19,11.125
1996-01-22,11.25
1996-01-23,10.875
1996-01-24,11.25
1996-01-25,11.5
1996-01-26,11.375
1996-01-29,10.875
1996-01-30,10.875
1996-01-31,11.125
1996-02-01,11.625
1996-02-02,11.75
1996-02-05,12.125
1996-02-06,13.25
1996-02-07,13.5625
1996-02-08,13.25
1996-02-09,13.0
1996-02-12,13.25
1996-02-13,12.625
1996-02-14,13.03125
1996-02-15,14.0
1996-02-16,15.125
1996-02-20,16.125
1996-02-21,17.125
1996-02-22,17.5625
1996-02-23,17.0
1996-02-26,17.375
1996-02-27,16.875
1996-02-28,15.5
1996-02-29,15.5625
1996-03-01,15.25
1996-03-04,15.25
1996-03-05,15.25
1996-03-06,14.625
1996-03-07,14.375
1996-03-08,14.0
1996-03-11,14.25
1996-03-12,14.5625
1996-03-13,14.5
1996-03-14,14.25
1996-03-15,14.0
1996-03-18,13.625
1996-03-19,13.0
1996-03-20,13.625
1996-03-21,13.5
1996-03-22,13.375
1996-03-25,12.375
1996-03-26,12.625
1996-03-27,12.75
1996-03-28,12.625
1996-03-29,12.5
1996-04-01,12.0
1996-04-02,12.0
1996-04-03,12.4375
1996-04-04,12.75
1996-04-08,12.875
1996-04-09,13.25
1996-04-10,12.8125
1996-04-11,13.0
1996-04-12,13.125
1996-04-15,13.0
1996-04-16,13.0625
1996-04-17,12.875
1996-04-18,11.25
1996-04-19,11.3125
1996-04-22,10.875
1996-04-23,10.75
1996-04-24,11.75
1996-04-25,12.5
1996-04-26,12.5625
1996-04-29,12.625
1996-04-30,12.75
1996-05-01,12.25
1996-05-02,11.625
1996-05-03,12.125
1996-05-06,12.625
1996-05-07,11.75
1996-05-08,11.875
1996-05-09,11.75
1996-05-10,11.875
1996-05-13,12.515625
1996-05-14,13.0
1996-05-15,12.25
1996-05-16,12.375
1996-05-17,12.375
1996-05-20,12.5
1996-05-21,12.75
1996-05-22,12.625
1996-05-23,12.25
1996-05-24,12.0
1996-05-28,12.25
1996-05-29,12.125
1996-05-30,12.0
1996-05-31,11.9375
1996-06-03,12.25
1996-06-04,12.25
1996-06-05,12.25
1996-06-06,11.5
1996-06-07,11.875
1996-06-10,11.5
1996-06-11,11.75
1996-06-12,11.71875
1996-06-13,12.125
1996-06-14,11.9375
1996-06-17,11.5
1996-06-18,10.625
1996-06-19,10.5
1996-06-20,10.4375
1996-06-21,10.4375
1996-06-24,10.25
1996-06-25,9.375
1996-06-26,9.375
1996-06-27,9.25
1996-06-28,10.125
1996-07-01,10.25
1996-07-02,10.125
1996-07-03,9.8125
1996-07-05,10.125
1996-07-08,9.875
1996-07-09,10.0
1996-07-10,9.875
1996-07-11,9.875
1996-07-12,10.125
1996-07-15,9.875
1996-07-16,9.125
1996-07-17,9.625
1996-07-18,9.125
1996-07-19,8.75
1996-07-22,9.0
1996-07-23,8.25
1996-07-24,7.875
1996-07-25,8.0
1996-07-26,9.0
1996-07-29,9.4375
1996-07-30,9.625
1996-07-31,9.5
1996-08-01,9.25
1996-08-02,9.4375
1996-08-05,9.5
1996-08-06,9.625
1996-08-07,10.3125
1996-08-08,10.375
1996-08-09,9.875
1996-08-12,10.0
1996-08-13,9.375
1996-08-14,9.25
1996-08-15,9.125
1996-08-16,9.375
1996-08-19,9.125
1996-08-20,8.96875
1996-08-21,8.875
1996-08-22,9.4375
1996-08-23,9.375
1996-08-26,9.1875
1996-08-27,9.375
1996-08-28,9.25
1996-08-29,9.0
1996-08-30,8.9375
1996-09-03,8.84375
1996-09-04,9.125
1996-09-05,8.9375
1996-09-06,8.625
1996-09-09,8.625
1996-09-10,8.5
1996-09-11,8.625
1996-09-12,8.875
1996-09-13,8.875
1996-09-16,8.8125
1996-09-17,8.5
1996-09-18,8.5
1996-09-19,8.375
1996-09-20,8.75
1996-09-23,8.625
1996-09-24,9.0
1996-09-25,9.1875
1996-09-26,9.1875
1996-09-27,9.25
1996-09-30,9.25
1996-10-01,9.0
1996-10-02,9.125
1996-10-03,9.0
1996-10-04,9.25
1996-10-07,9.0
1996-10-08,8.875
1996-10-09,9.125
1996-10-10,8.75
1996-10-11,8.75
1996-10-14,9.0
1996-10-15,8.78125
1996-10-16,8.8125
1996-10-17,8.8125
1996-10-18,8.5625
1996-10-21,7.75
1996-10-22,7.625
1996-10-23,7.625
1996-10-24,7.625
1996-10-25,7.75
1996-10-28,7.875
1996-10-29,7.75
1996-10-30,7.875
1996-10-31,8.25
1996-11-01,8.1875
1996-11-04,8.0
1996-11-05,7.9375
1996-11-06,8.0
1996-11-07,7.75
1996-11-08,7.875
1996-11-11,8.0
1996-11-12,8.5
1996-11-13,9.0
1996-11-14,9.5
1996-11-15,9.75
1996-11-18,9.5
1996-11-19,9.6875
1996-11-20,9.625
1996-11-21,10.0
1996-11-22,11.125
1996-11-25,11.6875
1996-11-26,11.5
1996-11-27,11.75
1996-11-29,11.75
1996-12-02,11.75
1996-12-03,11.5
1996-12-04,11.125
1996-12-05,10.875
1996-12-06,10.375
1996-12-09,10.375
1996-12-10,10.375
1996-12-11,10.375
1996-12-12,10.0625
1996-12-13,9.820313453674316
1996-12-16,9.625
1996-12-17,9.75
1996-12-18,9.625
1996-12-19,9.625
1996-12-20,9.5625
1996-12-23,10.5
1996-12-24,10.9375
1996-12-26,10.75
1996-12-27,10.75
1996-12-30,11.46875
1996-12-31,11.625
1997-01-02,11.125
1997-01-03,11.625
1997-01-06,12.0
1997-01-07,11.929688453674316
1997-01-08,11.75
1997-01-09,11.625
1997-01-10,11.375
1997-01-13,11.3125
1997-01-14,11.375
1997-01-15,11.625
1997-01-16,11.875
1997-01-17,11.75
1997-01-20,12.375
1997-01-21,12.5
1997-01-22,12.625
1997-01-23,12.5625
1997-01-24,12.125
1997-01-27,11.3125
1997-01-28,11.6875
1997-01-29,11.625
1997-01-30,12.0
1997-01-31,11.9375
1997-02-03,12.125
1997-02-04,12.1875
1997-02-05,11.75
1997-02-06,11.5
1997-02-07,12.0625
1997-02-10,12.5
1997-02-11,12.125
1997-02-12,12.5
1997-02-13,13.75
1997-02-14,13.75
1997-02-18,13.4375
1997-02-19,13.5
1997-02-20,13.0
1997-02-21,13.0
1997-02-24,12.75
1997-02-25,13.125
1997-02-26,12.8125
1997-02-27,12.5625
1997-02-28,12.4375
1997-03-03,12.6875
1997-03-04,12.5625
1997-03-05,12.625
1997-03-06,12.5625
1997-03-07,12.5
1997-03-10,12.625
1997-03-11,12.5
1997-03-12,12.5
1997-03-13,12.4375
1997-03-14,12.4375
1997-03-17,12.4375
1997-03-18,12.4375
1997-03-19,12.0
1997-03-20,11.875
1997-03-21,11.875
1997-03-24,12.0
1997-03-25,12.25
1997-03-26,12.0625
1997-03-27,12.0
1997-03-31,11.9375
1997-04-01,11.5625
1997-04-02,11.25
1997-04-03,11.0625
1997-04-04,11.75
1997-04-07,12.1875
1997-04-08,11.875
1997-04-09,12.1875
1997-04-10,12.125
1997-04-11,12.0
1997-04-14,12.0
1997-04-15,11.9375
1997-04-16,12.0
1997-04-17,12.0
1997-04-18,12.625
1997-04-21,12.875
1997-04-22,12.5
1997-04-23,12.375
1997-04-24,12.6875
1997-04-25,12.4375
1997-04-28,12.5
1997-04-29,12.5
1997-04-30,12.3125
1997-05-01,12.0
1997-05-02,12.8125
1997-05-05,13.625
1997-05-06,13.5
1997-05-07,13.9375
1997-05-08,13.9375
1997-05-09,14.625
1997-05-12,15.0
1997-05-13,14.9375
1997-05-14,15.03125
1997-05-15,15.375
1997-05-16,15.125
1997-05-19,14.75
1997-05-20,15.0625
1997-05-21,16.3125
1997-05-22,16.4375
1997-05-23,17.25
1997-05-27,17.125
1997-05-28,17.5625
1997-05-29,17.1875
1997-05-30,17.1875
1997-06-02,17.5
1997-06-03,17.75
1997-06-04,17.625
1997-06-05,17.375
1997-06-06,17.5
1997-06-09,17.125
1997-06-10,17.0625
1997-06-11,15.75
1997-06-12,15.5625
1997-06-13,15.875
1997-06-16,15.5
1997-06-17,16.1875
1997-06-18,15.75
1997-06-19,15.875
1997-06-20,15.9375
1997-06-23,15.875
1997-06-24,16.0625
1997-06-25,16.0625
1997-06-26,15.875
1997-06-27,15.9375
1997-06-30,15.625
1997-07-01,15.375
1997-07-02,15.4375
1997-07-03,15.875
1997-07-07,16.75
1997-07-08,16.875
1997-07-09,17.0
1997-07-10,17.5
1997-07-11,17.875
1997-07-14,18.375
1997-07-15,18.125
1997-07-16,18.1875
1997-07-17,18.0
1997-07-18,21.5
1997-07-21,21.625
1997-07-22,21.5
1997-07-23,20.875
1997-07-24,20.75
1997-07-25,21.0
1997-07-28,21.375
1997-07-29,21.5
1997-07-30,21.125
1997-07-31,21.0
1997-08-01,21.125
1997-08-04,21.125
1997-08-05,21.0
1997-08-06,21.3125
1997-08-07,22.0625
1997-08-08,21.75
1997-08-11,21.40625
1997-08-12,21.1875
1997-08-13,21.625
1997-08-14,21.6875
1997-08-15,21.625
1997-08-18,21.6875
1997-08-19,21.875
1997-08-20,22.5
1997-08-21,23.875
1997-08-22,23.5625
1997-08-25,24.25
1997-08-26,27.0
1997-08-27,26.375
1997-08-28,27.5625
1997-08-29,28.0
1997-09-02,27.84375
1997-09-03,27.34375
1997-09-04,26.75
1997-09-05,26.84375
1997-09-08,26.84375
1997-09-09,26.4375
1997-09-10,26.0
1997-09-11,25.859375
1997-09-12,26.0
1997-09-15,24.28125
1997-09-16,24.71875
1997-09-17,25.75
1997-09-18,25.59375
1997-09-19,25.5625
1997-09-22,25.9375
1997-09-23,25.84375
1997-09-24,25.4375
1997-09-25,25.875
1997-09-26,24.875
1997-09-29,26.75
1997-09-30,26.875
1997-10-01,27.484375
1997-10-02,27.75
1997-10-03,27.78125
1997-10-06,27.34375
1997-10-07,27.15625
1997-10-08,27.25
1997-10-09,27.1875
1997-10-10,27.5
1997-10-13,27.53125
1997-10-14,26.53125
1997-10-15,25.5625
1997-10-16,25.3125
1997-10-17,23.8125
1997-10-20,24.5625
1997-10-21,25.0
1997-10-22,24.625
1997-10-23,22.625
1997-10-24,21.5
1997-10-27,21.125
1997-10-28,18.46875
1997-10-29,18.96875
1997-10-30,19.0
1997-10-31,18.71875
1997-11-03,19.625
1997-11-04,20.25
1997-11-05,20.5
1997-11-06,19.15625
1997-11-07,18.625
1997-11-10,18.09375
1997-11-11,17.65625
1997-11-12,16.375
1997-11-13,17.0625
1997-11-14,18.0
1997-11-17,18.8125
1997-11-18,18.46875
1997-11-19,18.75
1997-11-20,18.875
1997-11-21,19.125
1997-11-24,18.5625
1997-11-25,17.75
1997-11-26,17.6875
1997-11-28,17.75
1997-12-01,18.125
1997-12-02,18.5625
1997-12-03,18.09375
1997-12-04,18.0
1997-12-05,18.125
1997-12-08,18.125
1997-12-09,17.875
1997-12-10,17.3125
1997-12-11,16.0
1997-12-12,15.34375
1997-12-15,16.1875
1997-12-16,16.53125
1997-12-17,16.125
1997-12-18,15.8125
1997-12-19,15.875
1997-12-22,16.0625
1997-12-23,15.3125
1997-12-24,15.1875
1997-12-26,15.03125
1997-12-29,14.75
1997-12-30,14.875
1997-12-31,15.3125
1998-01-02,15.875
1998-01-05,16.5625
1998-01-06,16.5
1998-01-07,15.96875
1998-01-08,15.8125
1998-01-09,14.90625
1998-01-12,15.375
1998-01-13,16.9375
1998-01-14,18.0
1998-01-15,17.90625
1998-01-16,18.375
1998-01-20,19.0
1998-01-21,19.4375
1998-01-22,20.625
1998-01-23,20.625
1998-01-26,20.625
1998-01-27,20.8125
1998-01-28,21.75
1998-01-29,22.0625
1998-01-30,21.5
1998-02-02,21.859375
1998-02-03,22.125
1998-02-04,22.8125
1998-02-05,23.0625
1998-02-06,22.625
1998-02-09,22.75
1998-02-10,22.34375
1998-02-11,22.375
1998-02-12,22.125
1998-02-13,22.46875
1998-02-17,23.1875
1998-02-18,23.125
1998-02-19,22.875
1998-02-20,23.0625
1998-02-23,22.25
1998-02-24,22.0
1998-02-25,23.375
1998-02-26,23.3125
1998-02-27,23.125
1998-03-02,22.125
1998-03-03,20.875
1998-03-04,20.8125
1998-03-05,19.875
1998-03-06,20.375
1998-03-09,19.78125
1998-03-10,19.0
1998-03-11,18.75
1998-03-12,18.6875
1998-03-13,18.625
1998-03-16,18.59375
1998-03-17,18.4375
1998-03-18,17.5
1998-03-19,17.46875
1998-03-20,17.8125
1998-03-23,17.75
1998-03-24,17.9375
1998-03-25,18.71875
1998-03-26,18.9375
1998-03-27,19.125
1998-03-30,19.125
1998-03-31,19.0
1998-04-01,18.90625
1998-04-02,19.5
1998-04-03,19.375
1998-04-06,18.0625
1998-04-07,16.8125
1998-04-08,17.5625
1998-04-09,17.5625
1998-04-13,17.4375
1998-04-14,17.6875
1998-04-15,17.875
1998-04-16,18.375
1998-04-17,17.6875
1998-04-20,18.0
1998-04-21,17.5
1998-04-22,17.75
1998-04-23,17.53125
1998-04-24,17.75
1998-04-27,17.4375
1998-04-28,17.4375
1998-04-29,17.3125
1998-04-30,16.9375
1998-05-01,16.8125
1998-05-04,16.65625
1998-05-05,16.625
1998-05-06,16.5625
1998-05-07,16.03125
1998-05-08,16.4375
1998-05-11,16.3125
1998-05-12,16.0625
1998-05-13,16.125
1998-05-14,15.75
1998-05-15,15.296875
1998-05-18,15.25
1998-05-19,15.375
1998-05-20,14.6875
1998-05-21,14.75
1998-05-22,14.875
1998-05-26,15.125
1998-05-27,14.84375
1998-05-28,15.5
1998-05-29,15.375
1998-06-01,15.0
1998-06-02,15.03125
1998-06-03,15.1875
1998-06-04,15.0
1998-06-05,14.75
1998-06-08,14.5625
1998-06-09,13.875
1998-06-10,13.8125
1998-06-11,12.75
1998-06-12,12.4375
1998-06-15,12.5
1998-06-16,12.65625
1998-06-17,12.75
1998-06-18,12.5
1998-06-19,12.25
1998-06-22,12.375
1998-06-23,12.875
1998-06-24,12.875
1998-06-25,12.9375
1998-06-26,12.90625
1998-06-29,12.71875
1998-06-30,12.15625
1998-07-01,12.34375
1998-07-02,12.125
1998-07-06,11.3125
1998-07-07,10.875
1998-07-08,11.71875
1998-07-09,12.0625
1998-07-10,12.03125
1998-07-13,11.9375
1998-07-14,11.6875
1998-07-15,11.90625
1998-07-16,11.90625
1998-07-17,12.0625
1998-07-20,11.75
1998-07-21,11.1875
