,CYRX
2013-10-25,5.039999961853027
2013-10-28,5.039999961853027
2013-10-29,5.039999961853027
2013-10-30,5.039999961853027
2013-10-31,5.039999961853027
2013-11-01,5.400000095367432
2013-11-04,5.159999847412109
2013-11-05,6.0
2013-11-06,5.760000228881836
2013-11-07,5.760000228881836
2013-11-08,5.760000228881836
2013-11-11,5.639999866485596
2013-11-12,5.159999847412109
2013-11-13,5.880000114440918
2013-11-14,5.28000020980835
2013-11-15,5.159999847412109
2013-11-18,5.519999980926514
2013-11-19,6.599999904632568
2013-11-20,6.599999904632568
2013-11-21,6.119999885559082
2013-11-22,6.360000133514404
2013-11-25,6.0
2013-11-26,6.0
2013-11-27,5.880000114440918
2013-11-29,5.760000228881836
2013-12-02,4.800000190734863
2013-12-03,4.679999828338623
2013-12-04,4.800000190734863
2013-12-05,4.800000190734863
2013-12-06,4.679999828338623
2013-12-09,4.679999828338623
2013-12-10,4.440000057220459
2013-12-11,4.440000057220459
2013-12-12,4.199999809265137
2013-12-13,4.800000190734863
2013-12-16,4.800000190734863
2013-12-17,4.800000190734863
2013-12-18,4.320000171661377
2013-12-19,4.440000057220459
2013-12-20,3.7200000286102295
2013-12-23,3.5999999046325684
2013-12-24,4.079999923706055
2013-12-26,3.8399999141693115
2013-12-27,4.320000171661377
2013-12-30,4.320000171661377
2013-12-31,3.8399999141693115
2014-01-02,4.679999828338623
2014-01-03,4.079999923706055
2014-01-06,4.800000190734863
2014-01-07,4.559999942779541
2014-01-08,4.800000190734863
2014-01-09,4.800000190734863
2014-01-10,4.920000076293945
2014-01-13,4.800000190734863
2014-01-14,4.800000190734863
2014-01-15,5.159999847412109
2014-01-16,4.800000190734863
2014-01-17,4.800000190734863
2014-01-21,4.800000190734863
2014-01-22,4.800000190734863
2014-01-23,5.519999980926514
2014-01-24,5.519999980926514
2014-01-27,5.039999961853027
2014-01-28,4.920000076293945
2014-01-29,4.800000190734863
2014-01-30,4.800000190734863
2014-01-31,4.679999828338623
2014-02-03,4.800000190734863
2014-02-04,4.920000076293945
2014-02-05,4.920000076293945
2014-02-06,5.039999961853027
2014-02-07,5.039999961853027
2014-02-10,5.159999847412109
2014-02-11,6.840000152587891
2014-02-12,6.480000019073486
2014-02-13,6.239999771118164
2014-02-14,6.119999885559082
2014-02-18,5.519999980926514
2014-02-19,5.159999847412109
2014-02-20,5.400000095367432
2014-02-21,6.0
2014-02-24,6.0
2014-02-25,6.0
2014-02-26,5.880000114440918
2014-02-27,5.880000114440918
2014-02-28,6.119999885559082
2014-03-03,6.360000133514404
2014-03-04,6.599999904632568
2014-03-05,6.71999979019165
2014-03-06,6.71999979019165
2014-03-07,6.480000019073486
2014-03-10,6.360000133514404
2014-03-11,6.0
2014-03-12,6.239999771118164
2014-03-13,6.119999885559082
2014-03-14,6.0
2014-03-17,6.239999771118164
2014-03-18,6.0
2014-03-19,6.0
2014-03-20,5.519999980926514
2014-03-21,5.519999980926514
2014-03-24,5.639999866485596
2014-03-25,5.519999980926514
2014-03-26,5.519999980926514
2014-03-27,6.119999885559082
2014-03-28,6.239999771118164
2014-03-31,6.239999771118164
2014-04-01,6.360000133514404
2014-04-02,6.119999885559082
2014-04-03,6.119999885559082
2014-04-04,5.639999866485596
2014-04-07,5.519999980926514
2014-04-08,5.639999866485596
2014-04-09,5.400000095367432
2014-04-10,5.639999866485596
2014-04-11,5.159999847412109
2014-04-14,5.519999980926514
2014-04-15,5.400000095367432
2014-04-16,5.039999961853027
2014-04-17,4.679999828338623
2014-04-21,4.559999942779541
2014-04-22,4.320000171661377
2014-04-23,4.559999942779541
2014-04-24,4.559999942779541
2014-04-25,4.199999809265137
2014-04-28,4.440000057220459
2014-04-29,4.559999942779541
2014-04-30,5.039999961853027
2014-05-01,5.639999866485596
2014-05-02,5.639999866485596
2014-05-05,5.639999866485596
2014-05-06,5.639999866485596
2014-05-07,5.519999980926514
2014-05-08,5.519999980926514
2014-05-09,5.639999866485596
2014-05-12,5.639999866485596
2014-05-13,6.0
2014-05-14,6.0
2014-05-15,5.519999980926514
2014-05-16,5.639999866485596
2014-05-19,5.639999866485596
2014-05-20,6.0
2014-05-21,6.0
2014-05-22,5.400000095367432
2014-05-23,5.039999961853027
2014-05-27,5.400000095367432
2014-05-28,5.159999847412109
2014-05-29,5.639999866485596
2014-05-30,5.519999980926514
2014-06-02,5.159999847412109
2014-06-03,5.039999961853027
2014-06-04,5.159999847412109
2014-06-05,5.519999980926514
2014-06-06,5.28000020980835
2014-06-09,5.159999847412109
2014-06-10,5.760000228881836
2014-06-11,5.28000020980835
2014-06-12,5.400000095367432
2014-06-13,5.760000228881836
2014-06-16,5.400000095367432
2014-06-17,5.400000095367432
2014-06-18,5.28000020980835
2014-06-19,5.519999980926514
2014-06-20,5.880000114440918
2014-06-23,5.880000114440918
2014-06-24,5.880000114440918
2014-06-25,5.28000020980835
2014-06-26,5.880000114440918
2014-06-27,5.880000114440918
2014-06-30,5.880000114440918
2014-07-01,5.28000020980835
2014-07-02,5.519999980926514
2014-07-03,5.519999980926514
2014-07-07,5.519999980926514
2014-07-08,5.760000228881836
2014-07-09,5.400000095367432
2014-07-10,5.28000020980835
2014-07-11,5.28000020980835
2014-07-14,5.28000020980835
2014-07-15,5.400000095367432
2014-07-16,5.400000095367432
2014-07-17,5.519999980926514
2014-07-18,5.519999980926514
2014-07-21,5.28000020980835
2014-07-22,5.519999980926514
2014-07-23,5.639999866485596
2014-07-24,5.400000095367432
2014-07-25,5.400000095367432
2014-07-28,5.519999980926514
2014-07-29,5.639999866485596
2014-07-30,5.639999866485596
2014-07-31,5.519999980926514
2014-08-01,5.519999980926514
2014-08-04,5.519999980926514
2014-08-05,5.760000228881836
2014-08-06,5.28000020980835
2014-08-07,5.400000095367432
2014-08-08,5.400000095367432
2014-08-11,5.400000095367432
2014-08-12,5.519999980926514
2014-08-13,5.159999847412109
2014-08-14,5.639999866485596
2014-08-15,5.400000095367432
2014-08-18,5.639999866485596
2014-08-19,5.519999980926514
2014-08-20,5.519999980926514
2014-08-21,5.400000095367432
2014-08-22,5.760000228881836
2014-08-25,5.880000114440918
2014-08-26,5.400000095367432
2014-08-27,5.400000095367432
2014-08-28,5.400000095367432
2014-08-29,5.039999961853027
2014-09-02,5.28000020980835
2014-09-03,5.039999961853027
2014-09-04,5.039999961853027
2014-09-05,5.039999961853027
2014-09-08,5.400000095367432
2014-09-09,5.400000095367432
2014-09-10,5.039999961853027
2014-09-11,5.519999980926514
2014-09-12,5.519999980926514
2014-09-15,5.039999961853027
2014-09-16,5.039999961853027
2014-09-17,5.039999961853027
2014-09-18,5.400000095367432
2014-09-19,5.159999847412109
2014-09-22,5.400000095367432
2014-09-23,5.400000095367432
2014-09-24,5.400000095367432
2014-09-25,5.400000095367432
2014-09-26,4.920000076293945
2014-09-29,4.920000076293945
2014-09-30,4.800000190734863
2014-10-01,4.559999942779541
2014-10-02,4.559999942779541
2014-10-03,4.920000076293945
2014-10-06,4.440000057220459
2014-10-07,4.800000190734863
2014-10-08,4.320000171661377
2014-10-09,4.800000190734863
2014-10-10,5.039999961853027
2014-10-13,4.800000190734863
2014-10-14,4.559999942779541
2014-10-15,4.559999942779541
2014-10-16,4.559999942779541
2014-10-17,4.559999942779541
2014-10-20,4.440000057220459
2014-10-21,4.559999942779541
2014-10-22,5.159999847412109
2014-10-23,4.920000076293945
2014-10-24,4.920000076293945
2014-10-27,5.400000095367432
2014-10-28,4.920000076293945
2014-10-29,5.400000095367432
2014-10-30,5.28000020980835
2014-10-31,5.159999847412109
2014-11-03,5.400000095367432
2014-11-04,5.519999980926514
2014-11-05,5.039999961853027
2014-11-06,4.800000190734863
2014-11-07,4.800000190734863
2014-11-10,5.039999961853027
2014-11-11,5.400000095367432
2014-11-12,4.679999828338623
2014-11-13,4.679999828338623
2014-11-14,5.760000228881836
2014-11-17,4.440000057220459
2014-11-18,5.639999866485596
2014-11-19,5.400000095367432
2014-11-20,4.800000190734863
2014-11-21,5.639999866485596
2014-11-24,5.639999866485596
2014-11-25,5.639999866485596
2014-11-26,5.159999847412109
2014-11-28,5.28000020980835
2014-12-01,5.159999847412109
2014-12-02,5.400000095367432
2014-12-03,5.159999847412109
2014-12-04,5.639999866485596
2014-12-05,5.519999980926514
2014-12-08,5.519999980926514
2014-12-09,5.639999866485596
2014-12-10,5.639999866485596
2014-12-11,5.519999980926514
2014-12-12,5.519999980926514
2014-12-15,5.519999980926514
2014-12-16,4.920000076293945
2014-12-17,4.800000190734863
2014-12-18,4.800000190734863
2014-12-19,4.679999828338623
2014-12-22,4.679999828338623
2014-12-23,5.159999847412109
2014-12-24,5.159999847412109
2014-12-26,4.800000190734863
2014-12-29,4.679999828338623
2014-12-30,5.400000095367432
2014-12-31,5.28000020980835
2015-01-02,5.400000095367432
2015-01-05,4.920000076293945
2015-01-06,4.800000190734863
2015-01-07,4.679999828338623
2015-01-08,4.679999828338623
2015-01-09,4.800000190734863
2015-01-12,4.559999942779541
2015-01-13,4.800000190734863
2015-01-14,4.800000190734863
2015-01-15,4.559999942779541
2015-01-16,4.800000190734863
2015-01-20,4.800000190734863
2015-01-21,4.800000190734863
2015-01-22,4.800000190734863
2015-01-23,5.159999847412109
2015-01-26,5.159999847412109
2015-01-27,4.800000190734863
2015-01-28,4.800000190734863
2015-01-29,5.28000020980835
2015-01-30,5.400000095367432
2015-02-02,5.28000020980835
2015-02-03,5.400000095367432
2015-02-04,5.639999866485596
2015-02-05,6.0
2015-02-06,6.0
2015-02-09,6.599999904632568
2015-02-10,6.480000019073486
2015-02-11,6.360000133514404
2015-02-12,6.119999885559082
2015-02-13,6.0
2015-02-17,6.0
2015-02-18,6.360000133514404
2015-02-19,6.239999771118164
2015-02-20,6.239999771118164
2015-02-23,6.0
2015-02-24,6.480000019073486
2015-02-25,6.480000019073486
2015-02-26,6.239999771118164
2015-02-27,6.119999885559082
2015-03-02,6.119999885559082
2015-03-03,6.480000019073486
2015-03-04,6.239999771118164
2015-03-05,6.480000019073486
2015-03-06,6.480000019073486
2015-03-09,6.480000019073486
2015-03-10,6.71999979019165
2015-03-11,6.71999979019165
2015-03-12,6.599999904632568
2015-03-13,6.119999885559082
2015-03-16,6.71999979019165
2015-03-17,6.71999979019165
2015-03-18,6.599999904632568
2015-03-19,6.599999904632568
2015-03-20,6.71999979019165
2015-03-23,6.71999979019165
2015-03-24,6.840000152587891
2015-03-25,7.800000190734863
2015-03-26,8.399999618530273
2015-03-27,8.279999732971191
2015-03-30,8.399999618530273
2015-03-31,8.640000343322754
2015-04-01,8.880000114440918
2015-04-02,8.520000457763672
2015-04-06,8.760000228881836
2015-04-07,8.520000457763672
2015-04-08,8.399999618530273
2015-04-09,8.399999618530273
2015-04-10,8.640000343322754
2015-04-13,8.399999618530273
2015-04-14,8.15999984741211
2015-04-15,8.520000457763672
2015-04-16,8.279999732971191
2015-04-17,8.520000457763672
2015-04-20,8.279999732971191
2015-04-21,7.199999809265137
2015-04-22,7.800000190734863
2015-04-23,7.800000190734863
2015-04-24,7.800000190734863
2015-04-27,7.679999828338623
2015-04-28,7.559999942779541
2015-04-29,7.440000057220459
2015-04-30,7.559999942779541
2015-05-01,7.800000190734863
2015-05-04,7.679999828338623
2015-05-05,7.440000057220459
2015-05-06,7.440000057220459
2015-05-07,7.800000190734863
2015-05-08,7.679999828338623
2015-05-11,7.440000057220459
2015-05-12,7.800000190734863
2015-05-13,8.279999732971191
2015-05-14,7.559999942779541
2015-05-15,8.279999732971191
2015-05-18,7.320000171661377
2015-05-19,7.210000038146973
2015-05-20,7.099999904632568
2015-05-21,7.199999809265137
2015-05-22,7.210000038146973
2015-05-26,7.210000038146973
2015-05-27,8.149999618530273
2015-05-28,8.25
2015-05-29,8.0
2015-06-01,8.0
2015-06-02,8.0
2015-06-03,8.0
2015-06-04,7.989999771118164
2015-06-05,7.210000038146973
2015-06-08,7.0
2015-06-09,7.900000095367432
2015-06-10,7.679999828338623
2015-06-11,6.400000095367432
2015-06-12,6.570000171661377
2015-06-15,6.570000171661377
2015-06-16,5.510000228881836
2015-06-17,6.210000038146973
2015-06-18,6.599999904632568
2015-06-19,8.0
2015-06-22,7.0
2015-06-23,7.0
2015-06-24,7.0
2015-06-25,8.0
2015-06-26,7.019999980926514
2015-06-29,7.150000095367432
2015-06-30,7.650000095367432
2015-07-01,7.199999809265137
2015-07-02,7.199999809265137
2015-07-06,7.199999809265137
2015-07-07,7.0
2015-07-08,6.659999847412109
2015-07-09,6.699999809265137
2015-07-10,6.75
2015-07-13,6.699999809265137
2015-07-14,6.449999809265137
2015-07-15,6.619999885559082
2015-07-16,6.599999904632568
2015-07-17,6.010000228881836
2015-07-20,6.0
2015-07-21,6.0
2015-07-22,4.650000095367432
2015-07-23,4.0
2015-07-24,2.25
2015-07-27,2.630000114440918
2015-07-28,2.799999952316284
2015-07-29,2.559999942779541
2015-07-30,2.5
2015-07-31,2.509999990463257
2015-08-03,2.7699999809265137
2015-08-04,2.700000047683716
2015-08-05,2.8499999046325684
2015-08-06,2.9000000953674316
2015-08-07,3.140000104904175
2015-08-10,2.950000047683716
2015-08-11,3.190000057220459
2015-08-12,3.0199999809265137
2015-08-13,2.9200000762939453
2015-08-14,3.009999990463257
2015-08-17,2.869999885559082
2015-08-18,2.9700000286102295
2015-08-19,3.059999942779541
2015-08-20,3.069999933242798
2015-08-21,2.880000114440918
2015-08-24,2.799999952316284
2015-08-25,2.7899999618530273
2015-08-26,2.890000104904175
2015-08-27,2.869999885559082
2015-08-28,2.890000104904175
2015-08-31,2.809999942779541
2015-09-01,2.990000009536743
2015-09-02,2.9700000286102295
2015-09-03,2.990000009536743
2015-09-04,3.0
2015-09-08,2.9600000381469727
2015-09-09,2.930000066757202
2015-09-10,3.0899999141693115
2015-09-11,3.0999999046325684
2015-09-14,2.9800000190734863
2015-09-15,2.8499999046325684
2015-09-16,3.0899999141693115
2015-09-17,2.950000047683716
2015-09-18,2.4700000286102295
2015-09-21,2.549999952316284
2015-09-22,2.819999933242798
2015-09-23,2.890000104904175
2015-09-24,2.7300000190734863
2015-09-25,2.6600000858306885
2015-09-28,2.380000114440918
2015-09-29,2.3399999141693115
2015-09-30,2.359999895095825
2015-10-01,2.7300000190734863
2015-10-02,2.7699999809265137
2015-10-05,2.940000057220459
2015-10-06,2.9100000858306885
2015-10-07,2.799999952316284
2015-10-08,2.9100000858306885
2015-10-09,2.880000114440918
2015-10-12,2.880000114440918
2015-10-13,2.680000066757202
2015-10-14,2.569999933242798
2015-10-15,2.6600000858306885
2015-10-16,2.619999885559082
2015-10-19,2.6700000762939453
2015-10-20,2.700000047683716
2015-10-21,2.680000066757202
2015-10-22,2.7300000190734863
2015-10-23,2.690000057220459
2015-10-26,2.700000047683716
2015-10-27,2.630000114440918
2015-10-28,3.0199999809265137
2015-10-29,2.930000066757202
2015-10-30,2.869999885559082
2015-11-02,2.9000000953674316
2015-11-03,2.740000009536743
2015-11-04,2.619999885559082
2015-11-05,2.5899999141693115
2015-11-06,2.549999952316284
2015-11-09,2.5299999713897705
2015-11-10,2.5
2015-11-11,2.569999933242798
2015-11-12,2.369999885559082
2015-11-13,2.390000104904175
2015-11-16,2.119999885559082
2015-11-17,2.2100000381469727
2015-11-18,2.200000047683716
2015-11-19,2.3299999237060547
2015-11-20,2.3399999141693115
2015-11-23,2.319999933242798
2015-11-24,2.450000047683716
2015-11-25,2.5399999618530273
2015-11-27,2.75
2015-11-30,2.630000114440918
2015-12-01,2.4800000190734863
2015-12-02,2.4700000286102295
2015-12-03,2.369999885559082
2015-12-04,2.4600000381469727
2015-12-07,2.5
2015-12-08,2.319999933242798
2015-12-09,2.4000000953674316
2015-12-10,2.299999952316284
2015-12-11,2.259999990463257
2015-12-14,2.2300000190734863
2015-12-15,2.240000009536743
2015-12-16,2.25
2015-12-17,2.299999952316284
2015-12-18,2.2200000286102295
2015-12-21,2.2200000286102295
2015-12-22,2.130000114440918
2015-12-23,2.190000057220459
2015-12-24,2.190000057220459
2015-12-28,2.1600000858306885
2015-12-29,2.0
2015-12-30,2.0799999237060547
2015-12-31,2.0199999809265137
2016-01-04,2.0799999237060547
2016-01-05,2.0999999046325684
2016-01-06,2.0899999141693115
2016-01-07,2.059999942779541
2016-01-08,2.0999999046325684
2016-01-11,2.130000114440918
2016-01-12,2.1600000858306885
2016-01-13,2.130000114440918
2016-01-14,2.1600000858306885
2016-01-15,2.059999942779541
2016-01-19,2.109999895095825
2016-01-20,1.9700000286102295
2016-01-21,2.0999999046325684
2016-01-22,1.9900000095367432
2016-01-25,1.9900000095367432
2016-01-26,1.7999999523162842
2016-01-27,1.9299999475479126
2016-01-28,1.8300000429153442
2016-01-29,1.7000000476837158
2016-02-01,1.75
2016-02-02,1.5299999713897705
2016-02-03,1.3600000143051147
2016-02-04,1.409999966621399
2016-02-05,1.4299999475479126
2016-02-08,1.0800000429153442
2016-02-09,1.0700000524520874
2016-02-10,1.100000023841858
2016-02-11,1.149999976158142
2016-02-12,1.5700000524520874
2016-02-16,1.559999942779541
2016-02-17,1.409999966621399
2016-02-18,1.4900000095367432
2016-02-19,1.649999976158142
2016-02-22,1.600000023841858
2016-02-23,1.649999976158142
2016-02-24,1.7200000286102295
2016-02-25,1.7000000476837158
2016-02-26,1.649999976158142
2016-02-29,1.6200000047683716
2016-03-01,1.7400000095367432
2016-03-02,1.9600000381469727
2016-03-03,2.1500000953674316
2016-03-04,2.1500000953674316
2016-03-07,1.8300000429153442
2016-03-08,1.7899999618530273
2016-03-09,1.7599999904632568
2016-03-10,1.7100000381469727
2016-03-11,1.7599999904632568
2016-03-14,1.6699999570846558
2016-03-15,1.590000033378601
2016-03-16,1.4600000381469727
2016-03-17,1.4199999570846558
2016-03-18,1.5
2016-03-21,1.7000000476837158
2016-03-22,1.690000057220459
2016-03-23,1.7200000286102295
2016-03-24,1.7300000190734863
2016-03-28,1.7699999809265137
2016-03-29,1.899999976158142
2016-03-30,2.0999999046325684
2016-03-31,2.0299999713897705
2016-04-01,2.0
2016-04-04,2.0799999237060547
2016-04-05,2.0
2016-04-06,2.240000009536743
2016-04-07,2.200000047683716
2016-04-08,2.109999895095825
2016-04-11,2.1700000762939453
2016-04-12,2.200000047683716
2016-04-13,2.5199999809265137
2016-04-14,2.5299999713897705
2016-04-15,2.440000057220459
2016-04-18,2.4700000286102295
2016-04-19,2.609999895095825
2016-04-20,2.700000047683716
2016-04-21,2.9200000762939453
2016-04-22,2.6600000858306885
2016-04-25,2.6500000953674316
2016-04-26,2.490000009536743
2016-04-27,2.5199999809265137
2016-04-28,2.4200000762939453
2016-04-29,2.259999990463257
2016-05-02,2.0299999713897705
2016-05-03,1.9500000476837158
2016-05-04,1.850000023841858
2016-05-05,1.9800000190734863
2016-05-06,1.8700000047683716
2016-05-09,1.940000057220459
2016-05-10,1.940000057220459
2016-05-11,2.119999885559082
2016-05-12,2.130000114440918
2016-05-13,2.0399999618530273
2016-05-16,2.009999990463257
2016-05-17,1.75
2016-05-18,1.7400000095367432
2016-05-19,2.0
2016-05-20,2.0899999141693115
2016-05-23,1.9800000190734863
2016-05-24,1.9299999475479126
2016-05-25,1.8899999856948853
2016-05-26,1.8300000429153442
2016-05-27,1.7899999618530273
2016-05-31,1.840000033378601
2016-06-01,1.7899999618530273
2016-06-02,1.7999999523162842
2016-06-03,1.659999966621399
2016-06-06,1.7899999618530273
2016-06-07,1.7000000476837158
2016-06-08,1.6299999952316284
2016-06-09,1.590000033378601
2016-06-10,1.590000033378601
2016-06-13,1.5299999713897705
2016-06-14,1.5499999523162842
2016-06-15,1.559999942779541
2016-06-16,1.5099999904632568
2016-06-17,1.6100000143051147
2016-06-20,1.559999942779541
2016-06-21,1.590000033378601
2016-06-22,1.5800000429153442
2016-06-23,1.559999942779541
2016-06-24,1.559999942779541
2016-06-27,1.7200000286102295
2016-06-28,1.9299999475479126
2016-06-29,2.359999895095825
2016-06-30,2.0799999237060547
2016-07-01,1.7000000476837158
2016-07-05,1.6699999570846558
2016-07-06,1.6799999475479126
2016-07-07,1.7799999713897705
2016-07-08,1.8200000524520874
2016-07-11,1.7100000381469727
2016-07-12,1.7400000095367432
2016-07-13,1.7699999809265137
2016-07-14,1.8799999952316284
2016-07-15,1.7799999713897705
2016-07-18,1.7699999809265137
2016-07-19,1.7799999713897705
2016-07-20,1.7899999618530273
2016-07-21,1.7999999523162842
2016-07-22,1.75
2016-07-25,1.7999999523162842
2016-07-26,1.899999976158142
2016-07-27,1.9299999475479126
2016-07-28,2.0299999713897705
2016-07-29,2.0199999809265137
2016-08-01,2.119999885559082
2016-08-02,2.1600000858306885
2016-08-03,2.2200000286102295
2016-08-04,2.25
2016-08-05,2.2699999809265137
2016-08-08,2.1500000953674316
2016-08-09,2.200000047683716
2016-08-10,2.1500000953674316
2016-08-11,2.1500000953674316
2016-08-12,1.9600000381469727
2016-08-15,2.0
2016-08-16,1.909999966621399
2016-08-17,1.8899999856948853
2016-08-18,1.9700000286102295
2016-08-19,2.0
2016-08-22,2.0999999046325684
2016-08-23,2.069999933242798
2016-08-24,2.069999933242798
2016-08-25,1.9900000095367432
2016-08-26,2.0
2016-08-29,1.9700000286102295
2016-08-30,2.0299999713897705
2016-08-31,2.0199999809265137
2016-09-01,2.049999952316284
2016-09-02,1.9900000095367432
2016-09-06,1.9900000095367432
2016-09-07,1.899999976158142
2016-09-08,2.0799999237060547
2016-09-09,2.009999990463257
2016-09-12,2.0899999141693115
2016-09-13,2.009999990463257
2016-09-14,1.9500000476837158
2016-09-15,1.9800000190734863
2016-09-16,2.0799999237060547
2016-09-19,2.0299999713897705
2016-09-20,2.0799999237060547
2016-09-21,2.0199999809265137
2016-09-22,2.069999933242798
2016-09-23,1.9600000381469727
2016-09-26,2.0199999809265137
2016-09-27,2.069999933242798
2016-09-28,1.9700000286102295
2016-09-29,1.940000057220459
2016-09-30,1.9700000286102295
2016-10-03,1.9800000190734863
2016-10-04,1.940000057220459
2016-10-05,1.940000057220459
2016-10-06,1.9700000286102295
2016-10-07,2.0199999809265137
2016-10-10,2.0
2016-10-11,1.9900000095367432
2016-10-12,2.0
2016-10-13,1.9600000381469727
2016-10-14,1.909999966621399
2016-10-17,1.899999976158142
2016-10-18,1.8799999952316284
2016-10-19,1.8799999952316284
2016-10-20,1.8300000429153442
2016-10-21,1.8300000429153442
2016-10-24,1.8899999856948853
2016-10-25,1.9600000381469727
2016-10-26,2.25
2016-10-27,2.1600000858306885
2016-10-28,2.009999990463257
2016-10-31,2.049999952316284
2016-11-01,2.0299999713897705
2016-11-02,2.140000104904175
2016-11-03,2.2300000190734863
2016-11-04,2.200000047683716
2016-11-07,2.2899999618530273
2016-11-08,2.0999999046325684
2016-11-09,2.180000066757202
2016-11-10,2.1700000762939453
2016-11-11,2.180000066757202
2016-11-14,2.2200000286102295
2016-11-15,2.259999990463257
2016-11-16,2.380000114440918
2016-11-17,2.549999952316284
2016-11-18,2.509999990463257
2016-11-21,2.309999942779541
2016-11-22,2.4200000762939453
2016-11-23,2.4100000858306885
2016-11-25,2.4000000953674316
2016-11-28,2.3299999237060547
2016-11-29,2.3499999046325684
2016-11-30,2.2699999809265137
2016-12-01,2.2899999618530273
2016-12-02,2.3499999046325684
2016-12-05,2.490000009536743
2016-12-06,2.4600000381469727
2016-12-07,2.559999942779541
2016-12-08,2.640000104904175
2016-12-09,2.869999885559082
2016-12-12,3.0999999046325684
2016-12-13,3.2100000381469727
2016-12-14,3.25
2016-12-15,3.119999885559082
2016-12-16,3.3399999141693115
2016-12-19,3.490000009536743
2016-12-20,3.430000066757202
2016-12-21,3.3499999046325684
2016-12-22,3.390000104904175
2016-12-23,3.4000000953674316
2016-12-27,3.390000104904175
2016-12-28,3.369999885559082
2016-12-29,3.2899999618530273
2016-12-30,3.240000009536743
2017-01-03,3.1700000762939453
2017-01-04,3.130000114440918
2017-01-05,3.140000104904175
2017-01-06,3.190000057220459
2017-01-09,3.240000009536743
2017-01-10,3.2899999618530273
2017-01-11,3.2200000286102295
2017-01-12,3.190000057220459
2017-01-13,3.200000047683716
2017-01-17,3.180000066757202
2017-01-18,3.2699999809265137
2017-01-19,3.1500000953674316
2017-01-20,3.0899999141693115
2017-01-23,3.200000047683716
2017-01-24,3.2699999809265137
2017-01-25,3.180000066757202
2017-01-26,3.380000114440918
2017-01-27,3.359999895095825
2017-01-30,3.25
2017-01-31,3.240000009536743
2017-02-01,3.190000057220459
2017-02-02,3.359999895095825
2017-02-03,3.3499999046325684
2017-02-06,3.25
2017-02-07,3.190000057220459
2017-02-08,3.2100000381469727
2017-02-09,3.200000047683716
2017-02-10,3.200000047683716
2017-02-13,3.2899999618530273
2017-02-14,3.2799999713897705
2017-02-15,3.2300000190734863
2017-02-16,3.240000009536743
2017-02-17,3.2100000381469727
2017-02-21,3.2200000286102295
2017-02-22,3.2799999713897705
2017-02-23,3.109999895095825
2017-02-24,3.1700000762939453
2017-02-27,3.4000000953674316
2017-02-28,3.559999942779541
2017-03-01,3.7200000286102295
2017-03-02,3.569999933242798
2017-03-03,3.5799999237060547
2017-03-06,3.5399999618530273
2017-03-07,3.700000047683716
2017-03-08,3.619999885559082
2017-03-09,3.9100000858306885
2017-03-10,3.75
2017-03-13,3.7799999713897705
2017-03-14,3.4100000858306885
2017-03-15,3.369999885559082
2017-03-16,3.5999999046325684
2017-03-17,3.5799999237060547
2017-03-20,3.569999933242798
2017-03-21,3.549999952316284
2017-03-22,3.5
2017-03-23,3.5
2017-03-24,3.5299999713897705
2017-03-27,3.75
2017-03-28,2.009999990463257
2017-03-29,2.069999933242798
2017-03-30,2.390000104904175
2017-03-31,2.359999895095825
2017-04-03,2.3399999141693115
2017-04-04,2.1500000953674316
2017-04-05,2.140000104904175
2017-04-06,2.109999895095825
2017-04-07,2.1500000953674316
2017-04-10,2.190000057220459
2017-04-11,2.2200000286102295
2017-04-12,2.259999990463257
2017-04-13,2.2100000381469727
2017-04-17,2.309999942779541
2017-04-18,2.299999952316284
2017-04-19,2.2799999713897705
2017-04-20,2.380000114440918
2017-04-21,2.430000066757202
2017-04-24,2.4100000858306885
2017-04-25,2.4000000953674316
2017-04-26,2.359999895095825
2017-04-27,2.4100000858306885
2017-04-28,2.4100000858306885
2017-05-01,2.4000000953674316
2017-05-02,2.369999885559082
2017-05-03,2.450000047683716
2017-05-04,2.359999895095825
2017-05-05,2.6500000953674316
2017-05-08,2.759999990463257
2017-05-09,2.6700000762939453
2017-05-10,2.7799999713897705
2017-05-11,3.130000114440918
2017-05-12,3.0799999237060547
2017-05-15,3.200000047683716
2017-05-16,3.200000047683716
2017-05-17,3.190000057220459
2017-05-18,3.2100000381469727
2017-05-19,3.4200000762939453
2017-05-22,3.380000114440918
2017-05-23,3.440000057220459
2017-05-24,3.309999942779541
2017-05-25,3.3399999141693115
2017-05-26,3.319999933242798
2017-05-30,3.180000066757202
2017-05-31,3.200000047683716
2017-06-01,3.359999895095825
2017-06-02,3.5999999046325684
2017-06-05,3.569999933242798
2017-06-06,3.890000104904175
2017-06-07,3.930000066757202
2017-06-08,4.010000228881836
2017-06-09,4.059999942779541
2017-06-12,4.329999923706055
2017-06-13,4.349999904632568
2017-06-14,4.510000228881836
2017-06-15,4.670000076293945
2017-06-16,4.679999828338623
2017-06-19,4.539999961853027
2017-06-20,4.539999961853027
2017-06-21,4.920000076293945
2017-06-22,4.730000019073486
2017-06-23,4.800000190734863
2017-06-26,4.539999961853027
2017-06-27,4.53000020980835
2017-06-28,4.78000020980835
2017-06-29,4.75
2017-06-30,4.920000076293945
2017-07-03,4.900000095367432
2017-07-05,4.78000020980835
2017-07-06,4.840000152587891
2017-07-07,4.789999961853027
2017-07-10,4.949999809265137
2017-07-11,4.860000133514404
