,EFOI
2016-08-11,24.25
2016-08-12,23.299999237060547
2016-08-15,23.700000762939453
2016-08-16,22.75
2016-08-17,22.75
2016-08-18,21.5
2016-08-19,20.700000762939453
2016-08-22,20.600000381469727
2016-08-23,19.899999618530273
2016-08-24,19.5
2016-08-25,19.649999618530273
2016-08-26,19.5
2016-08-29,20.0
2016-08-30,19.75
2016-08-31,19.5
2016-09-01,19.350000381469727
2016-09-02,19.5
2016-09-06,19.75
2016-09-07,19.899999618530273
2016-09-08,20.0
2016-09-09,19.799999237060547
2016-09-12,19.75
2016-09-13,19.299999237060547
2016-09-14,18.5
2016-09-15,18.850000381469727
2016-09-16,18.950000762939453
2016-09-19,19.149999618530273
2016-09-20,19.25
2016-09-21,19.850000381469727
2016-09-22,20.0
2016-09-23,20.0
2016-09-26,19.700000762939453
2016-09-27,20.299999237060547
2016-09-28,22.5
2016-09-29,24.100000381469727
2016-09-30,24.450000762939453
2016-10-03,25.799999237060547
2016-10-04,25.149999618530273
2016-10-05,23.700000762939453
2016-10-06,22.899999618530273
2016-10-07,22.600000381469727
2016-10-10,22.25
2016-10-11,20.899999618530273
2016-10-12,21.350000381469727
2016-10-13,20.850000381469727
2016-10-14,21.0
2016-10-17,22.649999618530273
2016-10-18,22.799999237060547
2016-10-19,21.899999618530273
2016-10-20,20.350000381469727
2016-10-21,20.75
2016-10-24,19.799999237060547
2016-10-25,19.899999618530273
2016-10-26,20.149999618530273
2016-10-27,21.350000381469727
2016-10-28,20.899999618530273
2016-10-31,20.450000762939453
2016-11-01,19.799999237060547
2016-11-02,19.700000762939453
2016-11-03,16.200000762939453
2016-11-04,16.450000762939453
2016-11-07,16.200000762939453
2016-11-08,17.899999618530273
2016-11-09,19.899999618530273
2016-11-10,21.450000762939453
2016-11-11,21.649999618530273
2016-11-14,23.200000762939453
2016-11-15,23.700000762939453
2016-11-16,23.899999618530273
2016-11-17,24.799999237060547
2016-11-18,25.399999618530273
2016-11-21,25.600000381469727
2016-11-22,25.350000381469727
2016-11-23,25.299999237060547
2016-11-25,25.25
2016-11-28,24.450000762939453
2016-11-29,23.600000381469727
2016-11-30,24.25
2016-12-01,25.350000381469727
2016-12-02,25.700000762939453
2016-12-05,25.0
2016-12-06,25.399999618530273
2016-12-07,25.649999618530273
2016-12-08,25.549999237060547
2016-12-09,25.299999237060547
2016-12-12,25.399999618530273
2016-12-13,25.200000762939453
2016-12-14,24.350000381469727
2016-12-15,24.149999618530273
2016-12-16,24.549999237060547
2016-12-19,24.350000381469727
2016-12-20,23.850000381469727
2016-12-21,21.950000762939453
2016-12-22,21.600000381469727
2016-12-23,22.0
2016-12-27,23.200000762939453
2016-12-28,21.899999618530273
2016-12-29,21.700000762939453
2016-12-30,21.25
2017-01-03,22.450000762939453
2017-01-04,24.799999237060547
2017-01-05,24.899999618530273
2017-01-06,25.200000762939453
2017-01-09,25.450000762939453
2017-01-10,25.399999618530273
2017-01-11,25.5
2017-01-12,25.399999618530273
2017-01-13,25.299999237060547
2017-01-17,24.0
2017-01-18,23.75
2017-01-19,23.700000762939453
2017-01-20,23.75
2017-01-23,22.649999618530273
2017-01-24,23.299999237060547
2017-01-25,24.200000762939453
2017-01-26,23.399999618530273
2017-01-27,23.700000762939453
2017-01-30,22.950000762939453
2017-01-31,23.350000381469727
2017-02-01,23.799999237060547
2017-02-02,23.450000762939453
2017-02-03,23.0
2017-02-06,23.100000381469727
2017-02-07,22.700000762939453
2017-02-08,23.0
2017-02-09,22.549999237060547
2017-02-10,22.899999618530273
2017-02-13,22.600000381469727
2017-02-14,21.899999618530273
2017-02-15,23.0
2017-02-16,23.549999237060547
2017-02-17,22.5
2017-02-21,19.600000381469727
2017-02-22,18.549999237060547
2017-02-23,18.549999237060547
2017-02-24,18.399999618530273
2017-02-27,17.149999618530273
2017-02-28,15.449999809265137
2017-03-01,16.0
2017-03-02,16.299999237060547
2017-03-03,15.850000381469727
2017-03-06,15.699999809265137
2017-03-07,16.0
2017-03-08,15.75
2017-03-09,15.550000190734863
2017-03-10,15.699999809265137
2017-03-13,15.699999809265137
2017-03-14,15.850000381469727
2017-03-15,16.899999618530273
2017-03-16,16.899999618530273
2017-03-17,17.799999237060547
2017-03-20,18.399999618530273
2017-03-21,17.25
2017-03-22,16.700000762939453
2017-03-23,16.25
2017-03-24,16.049999237060547
2017-03-27,15.649999618530273
2017-03-28,15.850000381469727
2017-03-29,15.850000381469727
2017-03-30,16.350000381469727
2017-03-31,16.450000762939453
2017-04-03,15.850000381469727
2017-04-04,15.350000381469727
2017-04-05,15.149999618530273
2017-04-06,15.899999618530273
2017-04-07,15.5
2017-04-10,15.600000381469727
2017-04-11,15.25
2017-04-12,16.149999618530273
2017-04-13,15.550000190734863
2017-04-17,15.800000190734863
2017-04-18,15.75
2017-04-19,16.200000762939453
2017-04-20,16.350000381469727
2017-04-21,15.600000381469727
2017-04-24,15.550000190734863
2017-04-25,15.25
2017-04-26,15.649999618530273
2017-04-27,15.399999618530273
2017-04-28,15.449999809265137
2017-05-01,14.300000190734863
2017-05-02,14.0
2017-05-03,13.100000381469727
2017-05-04,13.550000190734863
2017-05-05,16.950000762939453
2017-05-08,15.649999618530273
2017-05-09,16.149999618530273
2017-05-10,16.049999237060547
2017-05-11,15.449999809265137
2017-05-12,15.5
2017-05-15,16.100000381469727
2017-05-16,15.75
2017-05-17,16.200000762939453
2017-05-18,15.800000190734863
2017-05-19,15.899999618530273
2017-05-22,15.949999809265137
2017-05-23,16.600000381469727
2017-05-24,17.149999618530273
2017-05-25,16.700000762939453
2017-05-26,16.600000381469727
2017-05-30,15.850000381469727
2017-05-31,16.100000381469727
2017-06-01,15.800000190734863
2017-06-02,15.800000190734863
2017-06-05,15.899999618530273
2017-06-06,15.850000381469727
2017-06-07,15.149999618530273
2017-06-08,15.0
2017-06-09,14.25
2017-06-12,14.300000190734863
2017-06-13,15.0
2017-06-14,15.449999809265137
2017-06-15,14.75
2017-06-16,14.25
2017-06-19,13.600000381469727
2017-06-20,14.050000190734863
2017-06-21,12.100000381469727
2017-06-22,12.100000381469727
2017-06-23,12.25
2017-06-26,12.850000381469727
2017-06-27,12.399999618530273
2017-06-28,12.699999809265137
2017-06-29,12.649999618530273
2017-06-30,13.149999618530273
2017-07-03,12.25
2017-07-05,12.399999618530273
2017-07-06,12.100000381469727
2017-07-07,12.050000190734863
2017-07-10,11.600000381469727
2017-07-11,11.300000190734863
2017-07-12,11.25
2017-07-13,11.100000381469727
2017-07-14,11.0
2017-07-17,11.300000190734863
2017-07-18,11.350000381469727
2017-07-19,11.100000381469727
2017-07-20,11.0
2017-07-21,11.100000381469727
2017-07-24,11.550000190734863
2017-07-25,11.25
2017-07-26,11.5
2017-07-27,11.149999618530273
2017-07-28,11.350000381469727
2017-07-31,10.899999618530273
2017-08-01,10.0
2017-08-02,9.600000381469727
2017-08-03,8.800000190734863
2017-08-04,9.25
2017-08-07,8.949999809265137
2017-08-08,9.100000381469727
2017-08-09,10.050000190734863
2017-08-10,9.75
2017-08-11,9.850000381469727
2017-08-14,10.899999618530273
2017-08-15,10.949999809265137
2017-08-16,10.199999809265137
2017-08-17,10.050000190734863
2017-08-18,9.949999809265137
2017-08-21,9.75
2017-08-22,10.050000190734863
2017-08-23,10.300000190734863
2017-08-24,9.600000381469727
2017-08-25,9.5
2017-08-28,9.25
2017-08-29,9.550000190734863
2017-08-30,9.25
2017-08-31,8.949999809265137
2017-09-01,9.75
2017-09-05,9.75
2017-09-06,9.550000190734863
2017-09-07,9.699999809265137
2017-09-08,9.300000190734863
2017-09-11,9.850000381469727
2017-09-12,11.0
2017-09-13,11.050000190734863
2017-09-14,13.800000190734863
2017-09-15,12.399999618530273
2017-09-18,12.699999809265137
2017-09-19,12.449999809265137
2017-09-20,12.399999618530273
2017-09-21,12.399999618530273
2017-09-22,13.550000190734863
2017-09-25,13.0
2017-09-26,13.550000190734863
2017-09-27,13.100000381469727
2017-09-28,13.550000190734863
2017-09-29,13.649999618530273
2017-10-02,13.449999809265137
2017-10-03,13.550000190734863
2017-10-04,13.449999809265137
2017-10-05,13.100000381469727
2017-10-06,13.649999618530273
2017-10-09,13.350000381469727
2017-10-10,12.800000190734863
2017-10-11,13.149999618530273
2017-10-12,12.699999809265137
2017-10-13,13.050000190734863
2017-10-16,12.800000190734863
2017-10-17,12.449999809265137
2017-10-18,11.350000381469727
2017-10-19,10.899999618530273
2017-10-20,11.0
2017-10-23,10.75
2017-10-24,10.75
2017-10-25,12.25
2017-10-26,11.649999618530273
2017-10-27,12.100000381469727
2017-10-30,12.649999618530273
2017-10-31,12.800000190734863
2017-11-01,13.25
2017-11-02,12.699999809265137
2017-11-03,12.449999809265137
2017-11-06,14.5
2017-11-07,13.899999618530273
2017-11-08,14.899999618530273
2017-11-09,14.399999618530273
2017-11-10,14.300000190734863
2017-11-13,13.350000381469727
2017-11-14,13.600000381469727
2017-11-15,13.649999618530273
2017-11-16,13.300000190734863
2017-11-17,14.25
2017-11-20,13.949999809265137
2017-11-21,13.550000190734863
2017-11-22,13.300000190734863
2017-11-24,14.199999809265137
2017-11-27,15.0
2017-11-28,14.0
2017-11-29,14.399999618530273
2017-11-30,13.600000381469727
2017-12-01,14.199999809265137
2017-12-04,13.449999809265137
2017-12-05,13.25
2017-12-06,13.25
2017-12-07,13.449999809265137
2017-12-08,13.350000381469727
2017-12-11,13.149999618530273
2017-12-12,13.149999618530273
2017-12-13,12.350000381469727
2017-12-14,12.199999809265137
2017-12-15,12.350000381469727
2017-12-18,12.25
2017-12-19,12.300000190734863
2017-12-20,11.75
2017-12-21,12.0
2017-12-22,12.800000190734863
2017-12-26,12.850000381469727
2017-12-27,12.899999618530273
2017-12-28,12.649999618530273
2017-12-29,12.25
2018-01-02,12.300000190734863
2018-01-03,13.600000381469727
2018-01-04,15.100000381469727
2018-01-05,16.5
2018-01-08,16.450000762939453
2018-01-09,16.0
2018-01-10,15.949999809265137
2018-01-11,16.100000381469727
2018-01-12,15.399999618530273
2018-01-16,15.199999809265137
2018-01-17,15.0
2018-01-18,14.899999618530273
2018-01-19,14.350000381469727
2018-01-22,14.100000381469727
2018-01-23,14.550000190734863
2018-01-24,14.550000190734863
2018-01-25,14.050000190734863
2018-01-26,14.550000190734863
2018-01-29,14.25
2018-01-30,14.050000190734863
2018-01-31,13.600000381469727
2018-02-01,14.050000190734863
2018-02-02,13.300000190734863
2018-02-05,13.199999809265137
2018-02-06,12.550000190734863
2018-02-07,12.25
2018-02-08,12.699999809265137
2018-02-09,11.050000190734863
2018-02-12,11.649999618530273
2018-02-13,12.199999809265137
2018-02-14,12.5
2018-02-15,12.949999809265137
2018-02-16,13.399999618530273
2018-02-20,13.5
2018-02-21,14.550000190734863
2018-02-22,12.800000190734863
2018-02-23,12.899999618530273
2018-02-26,12.399999618530273
2018-02-27,12.949999809265137
2018-02-28,12.800000190734863
2018-03-01,12.5
2018-03-02,12.449999809265137
2018-03-05,12.75
2018-03-06,12.850000381469727
2018-03-07,12.75
2018-03-08,13.199999809265137
2018-03-09,13.949999809265137
2018-03-12,12.699999809265137
2018-03-13,13.100000381469727
2018-03-14,13.100000381469727
2018-03-15,13.100000381469727
2018-03-16,13.199999809265137
2018-03-19,12.600000381469727
2018-03-20,13.100000381469727
2018-03-21,13.100000381469727
2018-03-22,13.199999809265137
2018-03-23,13.050000190734863
2018-03-26,12.0
2018-03-27,11.800000190734863
2018-03-28,11.899999618530273
2018-03-29,12.75
2018-04-02,12.449999809265137
2018-04-03,12.199999809265137
2018-04-04,12.199999809265137
2018-04-05,11.25
2018-04-06,10.949999809265137
2018-04-09,11.149999618530273
2018-04-10,11.600000381469727
2018-04-11,11.75
2018-04-12,12.25
2018-04-13,12.350000381469727
2018-04-16,12.449999809265137
2018-04-17,12.449999809265137
2018-04-18,12.25
2018-04-19,12.399999618530273
2018-04-20,13.350000381469727
2018-04-23,13.600000381469727
2018-04-24,13.5
2018-04-25,13.199999809265137
2018-04-26,13.949999809265137
2018-04-27,14.149999618530273
2018-04-30,13.399999618530273
2018-05-01,12.649999618530273
2018-05-02,11.800000190734863
2018-05-03,11.399999618530273
2018-05-04,11.600000381469727
2018-05-07,11.850000381469727
2018-05-08,11.350000381469727
2018-05-09,11.399999618530273
2018-05-10,11.399999618530273
2018-05-11,11.600000381469727
2018-05-14,11.5
2018-05-15,11.399999618530273
2018-05-16,11.449999809265137
2018-05-17,11.199999809265137
2018-05-18,11.350000381469727
2018-05-21,11.25
2018-05-22,10.850000381469727
2018-05-23,10.850000381469727
2018-05-24,11.100000381469727
2018-05-25,10.899999618530273
2018-05-29,11.949999809265137
2018-05-30,11.949999809265137
2018-05-31,12.0
2018-06-01,11.350000381469727
2018-06-04,11.75
2018-06-05,12.0
2018-06-06,12.050000190734863
2018-06-07,12.100000381469727
2018-06-08,12.199999809265137
2018-06-11,11.399999618530273
2018-06-12,11.649999618530273
2018-06-13,11.75
2018-06-14,11.350000381469727
2018-06-15,11.199999809265137
2018-06-18,11.399999618530273
2018-06-19,10.949999809265137
2018-06-20,11.100000381469727
2018-06-21,11.0
2018-06-22,10.100000381469727
2018-06-25,9.699999809265137
2018-06-26,9.699999809265137
2018-06-27,9.850000381469727
2018-06-28,10.050000190734863
2018-06-29,9.5
2018-07-02,9.050000190734863
2018-07-03,9.199999809265137
2018-07-05,9.5
2018-07-06,10.199999809265137
2018-07-09,10.5
2018-07-10,10.850000381469727
2018-07-11,10.699999809265137
2018-07-12,10.699999809265137
2018-07-13,10.699999809265137
2018-07-16,10.550000190734863
2018-07-17,10.5
2018-07-18,11.0
2018-07-19,10.550000190734863
2018-07-20,10.699999809265137
2018-07-23,10.699999809265137
2018-07-24,10.25
2018-07-25,10.0
2018-07-26,10.800000190734863
2018-07-27,11.0
2018-07-30,11.100000381469727
2018-07-31,11.399999618530273
2018-08-01,10.75
2018-08-02,11.0
2018-08-03,10.899999618530273
2018-08-06,11.649999618530273
2018-08-07,9.949999809265137
2018-08-08,10.75
2018-08-09,11.0
2018-08-10,11.399999618530273
2018-08-13,11.300000190734863
2018-08-14,11.0
2018-08-15,10.949999809265137
2018-08-16,10.75
2018-08-17,10.899999618530273
2018-08-20,10.899999618530273
2018-08-21,10.949999809265137
2018-08-22,11.25
2018-08-23,11.100000381469727
2018-08-24,10.949999809265137
2018-08-27,10.949999809265137
2018-08-28,11.050000190734863
2018-08-29,11.0
2018-08-30,10.649999618530273
2018-08-31,10.949999809265137
2018-09-04,11.600000381469727
2018-09-05,11.5
2018-09-06,11.600000381469727
2018-09-07,11.600000381469727
2018-09-10,11.649999618530273
2018-09-11,11.600000381469727
2018-09-12,11.350000381469727
2018-09-13,11.0
2018-09-14,11.149999618530273
2018-09-17,11.199999809265137
2018-09-18,11.050000190734863
2018-09-19,11.149999618530273
2018-09-20,11.300000190734863
2018-09-21,10.300000190734863
2018-09-24,10.850000381469727
2018-09-25,10.75
2018-09-26,10.699999809265137
2018-09-27,10.199999809265137
2018-09-28,10.25
2018-10-01,10.149999618530273
2018-10-02,10.300000190734863
2018-10-03,10.199999809265137
2018-10-04,10.050000190734863
2018-10-05,9.649999618530273
2018-10-08,9.850000381469727
2018-10-09,10.100000381469727
2018-10-10,9.399999618530273
2018-10-11,9.100000381469727
2018-10-12,9.25
2018-10-15,8.949999809265137
2018-10-16,8.800000190734863
2018-10-17,8.75
2018-10-18,8.149999618530273
2018-10-19,7.650000095367432
2018-10-22,7.199999809265137
2018-10-23,6.75
2018-10-24,7.050000190734863
2018-10-25,7.25
2018-10-26,7.050000190734863
2018-10-29,6.699999809265137
2018-10-30,6.849999904632568
2018-10-31,6.25
2018-11-01,6.449999809265137
2018-11-02,6.5
2018-11-05,6.300000190734863
2018-11-06,5.650000095367432
2018-11-07,5.75
2018-11-08,6.300000190734863
2018-11-09,6.349999904632568
2018-11-12,6.300000190734863
2018-11-13,5.599999904632568
2018-11-14,4.800000190734863
2018-11-15,4.849999904632568
2018-11-16,4.949999809265137
2018-11-19,5.0
2018-11-20,4.849999904632568
2018-11-21,5.400000095367432
2018-11-23,5.949999809265137
2018-11-26,5.949999809265137
2018-11-27,5.949999809265137
2018-11-28,5.5
2018-11-29,5.050000190734863
2018-11-30,4.949999809265137
2018-12-03,4.949999809265137
2018-12-04,4.949999809265137
2018-12-06,4.849999904632568
2018-12-07,4.849999904632568
2018-12-10,5.0
2018-12-11,4.949999809265137
2018-12-12,4.75
2018-12-13,4.599999904632568
2018-12-14,4.050000190734863
2018-12-17,3.700000047683716
2018-12-18,3.5
2018-12-19,3.450000047683716
2018-12-20,3.5
2018-12-21,3.299999952316284
2018-12-24,2.75
2018-12-26,3.0
2018-12-27,2.950000047683716
2018-12-28,2.8499999046325684
2018-12-31,3.0999999046325684
2019-01-02,3.25
2019-01-03,3.5
2019-01-04,3.799999952316284
2019-01-07,4.050000190734863
2019-01-08,4.050000190734863
2019-01-09,3.9000000953674316
2019-01-10,3.6500000953674316
2019-01-11,3.6500000953674316
2019-01-14,3.75
2019-01-15,3.8499999046325684
2019-01-16,3.8499999046325684
2019-01-17,3.700000047683716
2019-01-18,3.700000047683716
2019-01-22,3.549999952316284
2019-01-23,3.6500000953674316
2019-01-24,3.5999999046325684
2019-01-25,3.6500000953674316
2019-01-28,3.6500000953674316
2019-01-29,4.050000190734863
2019-01-30,4.199999809265137
2019-01-31,4.25
2019-02-01,4.800000190734863
2019-02-04,5.099999904632568
2019-02-05,5.099999904632568
2019-02-06,5.150000095367432
2019-02-07,4.949999809265137
2019-02-08,5.0
2019-02-11,5.349999904632568
2019-02-12,5.300000190734863
2019-02-13,5.449999809265137
2019-02-14,6.5
2019-02-15,6.650000095367432
2019-02-19,6.150000095367432
2019-02-20,5.650000095367432
2019-02-21,5.800000190734863
2019-02-22,5.699999809265137
2019-02-25,5.949999809265137
2019-02-26,5.699999809265137
2019-02-27,6.050000190734863
2019-02-28,5.849999904632568
2019-03-01,5.699999809265137
2019-03-04,5.800000190734863
2019-03-05,5.550000190734863
2019-03-06,5.949999809265137
2019-03-07,5.550000190734863
2019-03-08,5.449999809265137
2019-03-11,5.449999809265137
2019-03-12,5.900000095367432
2019-03-13,6.050000190734863
2019-03-14,6.25
2019-03-15,6.099999904632568
2019-03-18,6.199999809265137
2019-03-19,5.849999904632568
2019-03-20,5.849999904632568
2019-03-21,5.800000190734863
2019-03-22,6.099999904632568
2019-03-25,6.0
2019-03-26,6.150000095367432
2019-03-27,6.050000190734863
2019-03-28,5.949999809265137
2019-03-29,6.099999904632568
2019-04-01,5.75
2019-04-02,2.549999952316284
2019-04-03,2.700000047683716
2019-04-04,2.5
2019-04-05,2.700000047683716
2019-04-08,3.1500000953674316
2019-04-09,4.0
2019-04-10,3.700000047683716
2019-04-11,3.799999952316284
2019-04-12,3.700000047683716
2019-04-15,3.6500000953674316
2019-04-16,3.5
2019-04-17,3.1500000953674316
2019-04-18,3.200000047683716
2019-04-22,3.4000000953674316
2019-04-23,3.299999952316284
2019-04-24,3.1500000953674316
2019-04-25,3.25
2019-04-26,3.25
2019-04-29,3.0999999046325684
2019-04-30,3.0999999046325684
2019-05-01,3.0999999046325684
2019-05-02,2.799999952316284
2019-05-03,3.049999952316284
2019-05-06,2.799999952316284
2019-05-07,3.0
2019-05-08,2.950000047683716
2019-05-09,2.950000047683716
2019-05-10,2.799999952316284
2019-05-13,2.75
2019-05-14,2.8499999046325684
2019-05-15,2.700000047683716
2019-05-16,2.6500000953674316
2019-05-17,2.5999999046325684
2019-05-20,2.450000047683716
2019-05-21,2.6500000953674316
2019-05-22,2.75
2019-05-23,2.8499999046325684
2019-05-24,2.75
2019-05-28,2.549999952316284
2019-05-29,2.4000000953674316
2019-05-30,2.3499999046325684
2019-05-31,2.1500000953674316
2019-06-03,2.299999952316284
2019-06-04,2.3499999046325684
2019-06-05,2.299999952316284
2019-06-06,2.049999952316284
2019-06-07,2.25
2019-06-10,2.25
2019-06-11,2.0999999046325684
2019-06-12,2.049999952316284
2019-06-13,2.0999999046325684
2019-06-14,2.1500000953674316
2019-06-17,2.450000047683716
2019-06-18,2.299999952316284
2019-06-19,2.25
2019-06-20,2.25
2019-06-21,2.1500000953674316
2019-06-24,2.1500000953674316
2019-06-25,2.0999999046325684
2019-06-26,1.9500000476837158
2019-06-27,2.049999952316284
2019-06-28,2.049999952316284
2019-07-01,2.049999952316284
2019-07-02,2.0
2019-07-03,2.0
2019-07-05,2.1500000953674316
2019-07-08,2.25
2019-07-09,2.4000000953674316
2019-07-10,2.25
2019-07-11,2.299999952316284
2019-07-12,2.25
2019-07-15,2.25
2019-07-16,2.0999999046325684
2019-07-17,2.25
2019-07-18,2.200000047683716
2019-07-19,2.1500000953674316
2019-07-22,2.0999999046325684
2019-07-23,2.049999952316284
2019-07-24,2.049999952316284
2019-07-25,2.049999952316284
2019-07-26,2.0
2019-07-29,2.0
2019-07-30,2.8499999046325684
2019-07-31,2.5999999046325684
2019-08-01,2.950000047683716
2019-08-02,3.049999952316284
2019-08-05,2.799999952316284
2019-08-06,2.8499999046325684
2019-08-07,2.75
2019-08-08,2.75
2019-08-09,2.700000047683716
2019-08-12,2.6500000953674316
2019-08-13,2.700000047683716
2019-08-14,2.549999952316284
2019-08-15,2.549999952316284
2019-08-16,2.450000047683716
2019-08-19,2.450000047683716
2019-08-20,2.4000000953674316
2019-08-21,2.450000047683716
2019-08-22,2.3499999046325684
2019-08-23,2.299999952316284
2019-08-26,2.299999952316284
2019-08-27,1.9500000476837158
2019-08-28,2.049999952316284
2019-08-29,2.049999952316284
2019-08-30,2.0
2019-09-03,1.899999976158142
2019-09-04,2.049999952316284
2019-09-05,2.049999952316284
2019-09-06,2.0999999046325684
2019-09-09,2.0999999046325684
2019-09-10,2.0999999046325684
2019-09-11,2.200000047683716
2019-09-12,2.700000047683716
2019-09-13,2.1500000953674316
2019-09-16,2.450000047683716
2019-09-17,2.299999952316284
2019-09-18,2.1500000953674316
2019-09-19,2.1500000953674316
2019-09-20,2.25
2019-09-23,2.25
2019-09-24,2.3499999046325684
2019-09-25,2.5999999046325684
2019-09-26,2.5999999046325684
2019-09-27,2.3499999046325684
2019-09-30,2.3499999046325684
2019-10-01,2.4000000953674316
2019-10-02,2.4000000953674316
2019-10-03,2.5
2019-10-04,2.4000000953674316
2019-10-07,2.4000000953674316
2019-10-08,2.4000000953674316
2019-10-09,2.3499999046325684
2019-10-10,2.299999952316284
2019-10-11,2.8499999046325684
2019-10-14,2.4000000953674316
2019-10-15,2.200000047683716
2019-10-16,2.25
2019-10-17,2.299999952316284
2019-10-18,2.1500000953674316
2019-10-21,2.200000047683716
2019-10-22,2.200000047683716
2019-10-23,2.25
2019-10-24,2.200000047683716
2019-10-25,2.1500000953674316
2019-10-28,2.1500000953674316
2019-10-29,2.1500000953674316
2019-10-30,2.049999952316284
2019-10-31,2.049999952316284
2019-11-01,1.9500000476837158
2019-11-04,2.0
2019-11-05,2.0999999046325684
2019-11-06,2.0999999046325684
2019-11-07,2.1500000953674316
2019-11-08,2.1500000953674316
2019-11-11,2.299999952316284
2019-11-12,2.0999999046325684
2019-11-13,2.1500000953674316
2019-11-14,2.200000047683716
2019-11-15,2.1500000953674316
2019-11-18,2.0999999046325684
2019-11-19,2.049999952316284
2019-11-20,2.049999952316284
2019-11-21,2.049999952316284
2019-11-22,2.049999952316284
2019-11-25,2.1500000953674316
2019-11-26,1.9500000476837158
2019-11-27,2.049999952316284
2019-11-29,2.0
2019-12-02,1.9500000476837158
2019-12-03,2.0
2019-12-04,2.049999952316284
2019-12-05,2.049999952316284
2019-12-06,2.3499999046325684
2019-12-09,2.1500000953674316
2019-12-10,2.1500000953674316
2019-12-11,2.25
2019-12-12,2.200000047683716
2019-12-13,2.1500000953674316
2019-12-16,2.200000047683716
2019-12-17,2.299999952316284
2019-12-18,2.25
2019-12-19,2.200000047683716
2019-12-20,2.3499999046325684
2019-12-23,2.450000047683716
2019-12-24,2.450000047683716
2019-12-26,2.450000047683716
2019-12-27,2.299999952316284
2019-12-30,2.299999952316284
2019-12-31,2.3499999046325684
2020-01-02,2.5999999046325684
2020-01-03,2.5999999046325684
2020-01-06,3.75
2020-01-07,4.099999904632568
2020-01-08,3.75
2020-01-09,4.650000095367432
2020-01-10,2.9000000953674316
2020-01-13,3.049999952316284
2020-01-14,3.0
2020-01-15,3.0999999046325684
2020-01-16,3.0999999046325684
2020-01-17,3.0999999046325684
2020-01-21,3.25
2020-01-22,3.1500000953674316
2020-01-23,3.0999999046325684
2020-01-24,2.950000047683716
2020-01-27,2.8499999046325684
2020-01-28,3.049999952316284
2020-01-29,3.0999999046325684
2020-01-30,3.0999999046325684
2020-01-31,3.0
2020-02-03,2.950000047683716
2020-02-04,3.0
2020-02-05,3.0
2020-02-06,2.9000000953674316
2020-02-07,2.799999952316284
2020-02-10,3.049999952316284
2020-02-11,3.049999952316284
2020-02-12,3.0999999046325684
2020-02-13,3.200000047683716
2020-02-14,3.200000047683716
2020-02-18,3.1500000953674316
2020-02-19,3.200000047683716
2020-02-20,3.049999952316284
2020-02-21,2.950000047683716
2020-02-24,2.9000000953674316
2020-02-25,2.950000047683716
2020-02-26,2.9000000953674316
2020-02-27,2.6500000953674316
2020-02-28,2.549999952316284
2020-03-02,2.5999999046325684
2020-03-03,2.549999952316284
2020-03-04,2.5999999046325684
2020-03-05,2.6500000953674316
2020-03-06,2.549999952316284
2020-03-09,2.299999952316284
2020-03-10,2.200000047683716
2020-03-11,1.850000023841858
2020-03-12,1.600000023841858
2020-03-13,1.75
2020-03-16,1.7000000476837158
2020-03-17,1.75
2020-03-18,1.5
2020-03-19,1.5499999523162842
2020-03-20,1.649999976158142
2020-03-23,1.4500000476837158
2020-03-24,1.5
2020-03-25,1.7000000476837158
2020-03-26,1.7999999523162842
2020-03-27,1.75
2020-03-30,1.649999976158142
2020-03-31,1.649999976158142
2020-04-01,1.4500000476837158
2020-04-02,1.4500000476837158
2020-04-03,1.399999976158142
2020-04-06,1.4500000476837158
2020-04-07,1.4500000476837158
2020-04-08,1.4500000476837158
2020-04-09,1.5
2020-04-13,1.649999976158142
2020-04-14,1.850000023841858
2020-04-15,1.649999976158142
2020-04-16,2.1500000953674316
2020-04-17,1.899999976158142
2020-04-20,1.600000023841858
2020-04-21,1.5499999523162842
2020-04-22,1.399999976158142
2020-04-23,1.5
2020-04-24,1.600000023841858
2020-04-27,1.600000023841858
2020-04-28,1.600000023841858
2020-04-29,1.600000023841858
2020-04-30,1.5499999523162842
2020-05-01,1.5
2020-05-04,1.5499999523162842
2020-05-05,1.649999976158142
2020-05-06,1.7999999523162842
2020-05-07,1.9500000476837158
2020-05-08,1.7999999523162842
2020-05-11,2.0
2020-05-12,2.0
2020-05-13,2.700000047683716
2020-05-14,3.0
2020-05-15,2.9000000953674316
2020-05-18,2.75
2020-05-19,3.0
2020-05-20,3.0999999046325684
2020-05-21,3.299999952316284
2020-05-22,3.549999952316284
2020-05-26,4.5
2020-05-27,4.699999809265137
2020-05-28,4.699999809265137
2020-05-29,4.550000190734863
2020-06-01,4.650000095367432
2020-06-02,4.699999809265137
2020-06-03,5.0
2020-06-04,5.849999904632568
2020-06-05,6.449999809265137
2020-06-08,7.599999904632568
2020-06-09,6.849999904632568
2020-06-10,6.599999904632568
2020-06-11,5.900000095367432
2020-06-12,6.03000020980835
2020-06-15,6.900000095367432
2020-06-16,6.820000171661377
2020-06-17,6.650000095367432
2020-06-18,7.159999847412109
2020-06-19,6.789999961853027
2020-06-22,6.920000076293945
2020-06-23,6.590000152587891
2020-06-24,6.0
2020-06-25,6.269999980926514
2020-06-26,6.090000152587891
2020-06-29,6.940000057220459
2020-06-30,6.920000076293945
2020-07-01,6.21999979019165
2020-07-02,6.139999866485596
