,DISH
2004-02-13,38.93000030517578
2004-02-17,39.33000183105469
2004-02-18,38.66999816894531
2004-02-19,36.68000030517578
2004-02-20,36.77000045776367
2004-02-23,36.310001373291016
2004-02-24,36.43000030517578
2004-02-25,36.68000030517578
2004-02-26,37.0
2004-02-27,36.119998931884766
2004-03-01,37.31999969482422
2004-03-02,36.290000915527344
2004-03-03,35.5
2004-03-04,35.97999954223633
2004-03-05,34.54999923706055
2004-03-08,34.18000030517578
2004-03-09,34.279998779296875
2004-03-10,34.119998931884766
2004-03-11,35.349998474121094
2004-03-12,35.47999954223633
2004-03-15,34.540000915527344
2004-03-16,34.560001373291016
2004-03-17,34.86000061035156
2004-03-18,33.75
2004-03-19,33.099998474121094
2004-03-22,33.650001525878906
2004-03-23,33.02000045776367
2004-03-24,33.4900016784668
2004-03-25,34.63999938964844
2004-03-26,33.70000076293945
2004-03-29,32.59000015258789
2004-03-30,32.400001525878906
2004-03-31,32.75
2004-04-01,33.2400016784668
2004-04-02,32.9900016784668
2004-04-05,32.72999954223633
2004-04-06,32.970001220703125
2004-04-07,32.959999084472656
2004-04-08,33.08000183105469
2004-04-12,33.779998779296875
2004-04-13,33.349998474121094
2004-04-14,33.619998931884766
2004-04-15,33.209999084472656
2004-04-16,33.0099983215332
2004-04-19,33.209999084472656
2004-04-20,32.83000183105469
2004-04-21,34.08000183105469
2004-04-22,34.650001525878906
2004-04-23,34.47999954223633
2004-04-26,34.470001220703125
2004-04-27,34.029998779296875
2004-04-28,33.33000183105469
2004-04-29,33.040000915527344
2004-04-30,33.189998626708984
2004-05-03,33.880001068115234
2004-05-04,33.88999938964844
2004-05-05,34.290000915527344
2004-05-06,32.25
2004-05-07,31.6200008392334
2004-05-10,29.540000915527344
2004-05-11,29.989999771118164
2004-05-12,30.18000030517578
2004-05-13,30.559999465942383
2004-05-14,30.270000457763672
2004-05-17,29.790000915527344
2004-05-18,30.3799991607666
2004-05-19,30.56999969482422
2004-05-20,31.18000030517578
2004-05-21,31.829999923706055
2004-05-24,31.81999969482422
2004-05-25,32.27000045776367
2004-05-26,32.72999954223633
2004-05-27,32.7400016784668
2004-05-28,32.15999984741211
2004-06-01,31.709999084472656
2004-06-02,31.420000076293945
2004-06-03,31.059999465942383
2004-06-04,31.34000015258789
2004-06-07,31.790000915527344
2004-06-08,31.489999771118164
2004-06-09,31.450000762939453
2004-06-10,31.68000030517578
2004-06-14,31.110000610351562
2004-06-15,31.299999237060547
2004-06-16,30.950000762939453
2004-06-17,30.860000610351562
2004-06-18,30.950000762939453
2004-06-21,30.1200008392334
2004-06-22,30.100000381469727
2004-06-23,30.09000015258789
2004-06-24,29.790000915527344
2004-06-25,29.729999542236328
2004-06-28,29.850000381469727
2004-06-29,30.389999389648438
2004-06-30,30.75
2004-07-01,30.40999984741211
2004-07-02,30.290000915527344
2004-07-06,29.6200008392334
2004-07-07,29.610000610351562
2004-07-08,29.25
2004-07-09,29.290000915527344
2004-07-12,29.059999465942383
2004-07-13,28.920000076293945
2004-07-14,29.610000610351562
2004-07-15,29.31999969482422
2004-07-16,28.729999542236328
2004-07-19,27.770000457763672
2004-07-20,27.270000457763672
2004-07-21,27.350000381469727
2004-07-22,29.170000076293945
2004-07-23,28.899999618530273
2004-07-26,28.549999237060547
2004-07-27,28.43000030517578
2004-07-28,27.899999618530273
2004-07-29,27.510000228881836
2004-07-30,27.719999313354492
2004-08-02,28.639999389648438
2004-08-03,28.5
2004-08-04,27.959999084472656
2004-08-05,27.829999923706055
2004-08-06,27.889999389648438
2004-08-09,27.260000228881836
2004-08-10,29.549999237060547
2004-08-11,29.920000076293945
2004-08-12,30.420000076293945
2004-08-13,30.860000610351562
2004-08-16,31.149999618530273
2004-08-17,30.8799991607666
2004-08-18,30.860000610351562
2004-08-19,31.350000381469727
2004-08-20,31.6200008392334
2004-08-23,31.360000610351562
2004-08-24,30.93000030517578
2004-08-25,31.170000076293945
2004-08-26,31.450000762939453
2004-08-27,31.34000015258789
2004-08-30,30.75
2004-08-31,30.649999618530273
2004-09-01,30.68000030517578
2004-09-02,31.010000228881836
2004-09-03,30.670000076293945
2004-09-07,30.8700008392334
2004-09-08,31.1200008392334
2004-09-09,31.329999923706055
2004-09-10,31.530000686645508
2004-09-13,31.739999771118164
2004-09-14,31.81999969482422
2004-09-15,31.790000915527344
2004-09-16,31.389999389648438
2004-09-17,31.290000915527344
2004-09-20,30.809999465942383
2004-09-21,31.229999542236328
2004-09-22,30.889999389648438
2004-09-23,31.329999923706055
2004-09-24,31.889999389648438
2004-09-27,31.75
2004-09-28,31.40999984741211
2004-09-29,31.25
2004-09-30,31.1200008392334
2004-10-01,31.739999771118164
2004-10-04,31.56999969482422
2004-10-05,31.780000686645508
2004-10-06,32.0
2004-10-07,31.59000015258789
2004-10-08,31.709999084472656
2004-10-11,33.16999816894531
2004-10-12,33.4900016784668
2004-10-13,33.439998626708984
2004-10-14,33.029998779296875
2004-10-15,32.93000030517578
2004-10-18,32.790000915527344
2004-10-19,32.88999938964844
2004-10-20,33.189998626708984
2004-10-21,32.56999969482422
2004-10-22,32.150001525878906
2004-10-25,31.850000381469727
2004-10-26,32.119998931884766
2004-10-27,32.220001220703125
2004-10-28,31.75
2004-10-29,31.6200008392334
2004-11-01,31.6200008392334
2004-11-02,30.59000015258789
2004-11-03,30.25
2004-11-04,30.270000457763672
2004-11-05,30.299999237060547
2004-11-08,30.020000457763672
2004-11-09,30.709999084472656
2004-11-10,31.399999618530273
2004-11-11,31.90999984741211
2004-11-12,32.45000076293945
2004-11-15,32.779998779296875
2004-11-16,32.75
2004-11-17,33.119998931884766
2004-11-18,33.130001068115234
2004-11-19,32.650001525878906
2004-11-22,33.310001373291016
2004-11-23,33.16999816894531
2004-11-24,33.529998779296875
2004-11-26,33.459999084472656
2004-11-29,33.5
2004-11-30,32.790000915527344
2004-12-01,34.27000045776367
2004-12-02,33.59000015258789
2004-12-03,33.599998474121094
2004-12-06,32.33000183105469
2004-12-07,31.75
2004-12-08,31.649999618530273
2004-12-09,32.33000183105469
2004-12-10,32.29999923706055
2004-12-13,31.979999542236328
2004-12-14,32.369998931884766
2004-12-15,32.95000076293945
2004-12-16,33.189998626708984
2004-12-17,33.08000183105469
2004-12-20,33.349998474121094
2004-12-21,33.68000030517578
2004-12-22,33.38999938964844
2004-12-23,33.06999969482422
2004-12-27,32.91999816894531
2004-12-28,33.25
2004-12-29,33.20000076293945
2004-12-30,33.15999984741211
2004-12-31,33.25
2005-01-03,33.099998474121094
2005-01-04,32.29999923706055
2005-01-05,32.290000915527344
2005-01-06,32.40999984741211
2005-01-07,32.7599983215332
2005-01-10,33.119998931884766
2005-01-11,32.75
2005-01-12,32.599998474121094
2005-01-13,31.969999313354492
2005-01-14,33.0
2005-01-18,32.9900016784668
2005-01-19,32.380001068115234
2005-01-20,31.979999542236328
2005-01-21,32.540000915527344
2005-01-24,32.02000045776367
2005-01-25,31.959999084472656
2005-01-26,30.56999969482422
2005-01-27,30.06999969482422
2005-01-28,30.020000457763672
2005-01-31,30.510000228881836
2005-02-01,30.40999984741211
2005-02-02,30.0
2005-02-03,29.950000762939453
2005-02-04,30.299999237060547
2005-02-07,30.549999237060547
2005-02-08,30.760000228881836
2005-02-09,30.1299991607666
2005-02-10,30.079999923706055
2005-02-11,30.350000381469727
2005-02-14,30.989999771118164
2005-02-15,30.90999984741211
2005-02-16,30.5
2005-02-17,29.899999618530273
2005-02-18,29.649999618530273
2005-02-22,29.649999618530273
2005-02-23,29.280000686645508
2005-02-24,29.18000030517578
2005-02-25,29.309999465942383
2005-02-28,29.75
2005-03-01,30.0
2005-03-02,30.239999771118164
2005-03-03,30.059999465942383
2005-03-04,30.389999389648438
2005-03-07,30.43000030517578
2005-03-08,30.59000015258789
2005-03-09,30.59000015258789
2005-03-10,28.719999313354492
2005-03-11,28.489999771118164
2005-03-14,28.579999923706055
2005-03-15,28.440000534057617
2005-03-16,28.829999923706055
2005-03-17,29.639999389648438
2005-03-18,29.0
2005-03-21,28.940000534057617
2005-03-22,28.540000915527344
2005-03-23,28.719999313354492
2005-03-24,28.520000457763672
2005-03-28,28.559999465942383
2005-03-29,28.309999465942383
2005-03-30,28.700000762939453
2005-03-31,29.25
2005-04-01,29.290000915527344
2005-04-04,28.93000030517578
2005-04-05,29.0
2005-04-06,28.809999465942383
2005-04-07,29.1200008392334
2005-04-08,29.100000381469727
2005-04-11,29.299999237060547
2005-04-12,29.770000457763672
2005-04-13,29.260000228881836
2005-04-14,28.729999542236328
2005-04-15,28.899999618530273
2005-04-18,28.700000762939453
2005-04-19,29.450000762939453
2005-04-20,29.520000457763672
2005-04-21,29.969999313354492
2005-04-22,29.649999618530273
2005-04-25,29.5
2005-04-26,29.049999237060547
2005-04-27,29.139999389648438
2005-04-28,28.469999313354492
2005-04-29,28.950000762939453
2005-05-02,29.010000228881836
2005-05-03,29.229999542236328
2005-05-04,29.860000610351562
2005-05-05,28.989999771118164
2005-05-06,27.93000030517578
2005-05-09,28.25
2005-05-10,28.31999969482422
2005-05-11,28.200000762939453
2005-05-12,28.020000457763672
2005-05-13,28.81999969482422
2005-05-16,28.479999542236328
2005-05-17,28.959999084472656
2005-05-18,29.399999618530273
2005-05-19,29.690000534057617
2005-05-20,29.760000228881836
2005-05-23,29.309999465942383
2005-05-24,29.530000686645508
2005-05-25,28.950000762939453
2005-05-26,29.110000610351562
2005-05-27,29.049999237060547
2005-05-31,29.219999313354492
2005-06-01,29.389999389648438
2005-06-02,29.950000762939453
2005-06-03,29.979999542236328
2005-06-06,29.649999618530273
2005-06-07,29.559999465942383
2005-06-08,29.459999084472656
2005-06-09,29.200000762939453
2005-06-10,29.149999618530273
2005-06-13,29.809999465942383
2005-06-14,30.309999465942383
2005-06-15,30.18000030517578
2005-06-16,30.049999237060547
2005-06-17,29.969999313354492
2005-06-20,30.09000015258789
2005-06-21,30.1299991607666
2005-06-22,29.65999984741211
2005-06-23,29.649999618530273
2005-06-24,29.860000610351562
2005-06-27,29.700000762939453
2005-06-28,29.81999969482422
2005-06-29,29.90999984741211
2005-06-30,30.15999984741211
2005-07-01,30.190000534057617
2005-07-05,29.989999771118164
2005-07-06,29.979999542236328
2005-07-07,29.84000015258789
2005-07-08,30.06999969482422
2005-07-11,30.020000457763672
2005-07-12,30.0
2005-07-13,29.790000915527344
2005-07-14,29.940000534057617
2005-07-15,29.950000762939453
2005-07-18,29.829999923706055
2005-07-19,29.969999313354492
2005-07-20,30.0
2005-07-21,28.950000762939453
2005-07-22,29.079999923706055
2005-07-25,28.989999771118164
2005-07-26,28.610000610351562
2005-07-27,28.6200008392334
2005-07-28,28.790000915527344
2005-07-29,28.719999313354492
2005-08-01,29.110000610351562
2005-08-02,29.700000762939453
2005-08-03,29.6200008392334
2005-08-04,29.84000015258789
2005-08-05,29.700000762939453
2005-08-08,29.389999389648438
2005-08-09,31.0
2005-08-10,30.899999618530273
2005-08-11,31.010000228881836
2005-08-12,31.219999313354492
2005-08-15,31.260000228881836
2005-08-16,30.93000030517578
2005-08-17,30.889999389648438
2005-08-18,30.780000686645508
2005-08-19,30.639999389648438
2005-08-22,30.81999969482422
2005-08-23,30.93000030517578
2005-08-24,30.229999542236328
2005-08-25,29.920000076293945
2005-08-26,30.020000457763672
2005-08-29,30.1200008392334
2005-08-30,30.0
2005-08-31,29.93000030517578
2005-09-01,30.25
2005-09-02,30.399999618530273
2005-09-06,31.309999465942383
2005-09-07,31.479999542236328
2005-09-08,31.459999084472656
2005-09-09,31.84000015258789
2005-09-12,32.060001373291016
2005-09-13,32.11000061035156
2005-09-14,31.989999771118164
2005-09-15,30.079999923706055
2005-09-16,29.850000381469727
2005-09-19,29.799999237060547
2005-09-20,29.479999542236328
2005-09-21,29.200000762939453
2005-09-22,29.209999084472656
2005-09-23,29.020000457763672
2005-09-26,29.100000381469727
2005-09-27,28.920000076293945
2005-09-28,29.239999771118164
2005-09-29,29.639999389648438
2005-09-30,29.56999969482422
2005-10-03,29.600000381469727
2005-10-04,29.489999771118164
2005-10-05,29.1200008392334
2005-10-06,28.8799991607666
2005-10-07,28.959999084472656
2005-10-10,29.030000686645508
2005-10-11,28.600000381469727
2005-10-12,28.270000457763672
2005-10-13,27.809999465942383
2005-10-14,28.1299991607666
2005-10-17,27.889999389648438
2005-10-18,26.75
2005-10-19,27.170000076293945
2005-10-20,27.270000457763672
2005-10-21,27.1299991607666
2005-10-24,27.540000915527344
2005-10-25,27.479999542236328
2005-10-26,27.5
2005-10-27,26.790000915527344
2005-10-28,26.90999984741211
2005-10-31,26.8700008392334
2005-11-01,26.739999771118164
2005-11-02,26.479999542236328
2005-11-03,26.600000381469727
2005-11-04,26.65999984741211
2005-11-07,26.920000076293945
2005-11-08,26.280000686645508
2005-11-09,26.0
2005-11-10,25.90999984741211
2005-11-11,25.739999771118164
2005-11-14,25.469999313354492
2005-11-15,25.25
2005-11-16,24.520000457763672
2005-11-17,24.75
2005-11-18,26.079999923706055
2005-11-21,26.25
2005-11-22,26.549999237060547
2005-11-23,26.59000015258789
2005-11-25,26.540000915527344
2005-11-28,26.200000762939453
2005-11-29,26.059999465942383
2005-11-30,25.84000015258789
2005-12-01,26.360000610351562
2005-12-02,26.440000534057617
2005-12-05,26.06999969482422
2005-12-06,26.309999465942383
2005-12-07,26.100000381469727
2005-12-08,25.979999542236328
2005-12-09,26.040000915527344
2005-12-12,26.170000076293945
2005-12-13,26.149999618530273
2005-12-14,26.190000534057617
2005-12-15,26.40999984741211
2005-12-16,27.25
2005-12-19,26.969999313354492
2005-12-20,26.709999084472656
2005-12-21,26.309999465942383
2005-12-22,27.0
2005-12-23,27.389999389648438
2005-12-27,27.0
2005-12-28,26.81999969482422
2005-12-29,27.15999984741211
2005-12-30,27.18000030517578
2006-01-03,28.1200008392334
2006-01-04,28.6200008392334
2006-01-05,28.5
2006-01-06,28.959999084472656
2006-01-09,28.809999465942383
2006-01-10,28.100000381469727
2006-01-11,27.56999969482422
2006-01-12,28.09000015258789
2006-01-13,27.90999984741211
2006-01-17,28.329999923706055
2006-01-18,27.899999618530273
2006-01-19,27.989999771118164
2006-01-20,27.93000030517578
2006-01-23,27.559999465942383
2006-01-24,27.239999771118164
2006-01-25,27.200000762939453
2006-01-26,27.399999618530273
2006-01-27,27.809999465942383
2006-01-30,27.6200008392334
2006-01-31,27.600000381469727
2006-02-01,27.719999313354492
2006-02-02,27.350000381469727
2006-02-03,27.420000076293945
2006-02-06,27.40999984741211
2006-02-07,27.3700008392334
2006-02-08,27.81999969482422
2006-02-09,28.200000762939453
2006-02-10,28.34000015258789
2006-02-13,28.209999084472656
2006-02-14,27.709999084472656
2006-02-15,28.0
2006-02-16,28.100000381469727
2006-02-17,28.450000762939453
2006-02-21,27.93000030517578
2006-02-22,28.510000228881836
2006-02-23,28.309999465942383
2006-02-24,28.399999618530273
2006-02-27,29.81999969482422
2006-02-28,29.3700008392334
2006-03-01,29.100000381469727
2006-03-02,29.059999465942383
2006-03-03,29.100000381469727
2006-03-06,29.1299991607666
2006-03-07,28.709999084472656
2006-03-08,28.75
2006-03-09,28.729999542236328
2006-03-10,29.059999465942383
2006-03-13,29.049999237060547
2006-03-14,29.350000381469727
2006-03-15,29.780000686645508
2006-03-16,29.100000381469727
2006-03-17,29.100000381469727
2006-03-20,29.3799991607666
2006-03-21,28.969999313354492
2006-03-22,29.190000534057617
2006-03-23,29.010000228881836
2006-03-24,29.290000915527344
2006-03-27,29.34000015258789
2006-03-28,29.030000686645508
2006-03-29,29.260000228881836
2006-03-30,29.979999542236328
2006-03-31,29.8700008392334
2006-04-03,30.549999237060547
2006-04-04,30.540000915527344
2006-04-05,30.670000076293945
2006-04-06,30.65999984741211
2006-04-07,30.450000762939453
2006-04-10,30.170000076293945
2006-04-11,30.149999618530273
2006-04-12,29.850000381469727
2006-04-13,29.969999313354492
2006-04-17,30.040000915527344
2006-04-18,30.65999984741211
2006-04-19,30.540000915527344
2006-04-20,30.649999618530273
2006-04-21,30.81999969482422
2006-04-24,30.739999771118164
2006-04-25,30.770000457763672
2006-04-26,30.610000610351562
2006-04-27,30.920000076293945
2006-04-28,30.899999618530273
2006-05-01,30.889999389648438
2006-05-02,31.65999984741211
2006-05-03,31.950000762939453
2006-05-04,31.34000015258789
2006-05-05,31.829999923706055
2006-05-08,32.040000915527344
2006-05-09,32.119998931884766
2006-05-10,32.25
2006-05-11,30.950000762939453
2006-05-12,30.920000076293945
2006-05-15,30.860000610351562
2006-05-16,30.579999923706055
2006-05-17,30.510000228881836
2006-05-18,30.5
2006-05-19,30.420000076293945
2006-05-22,30.270000457763672
2006-05-23,30.350000381469727
2006-05-24,30.100000381469727
2006-05-25,30.110000610351562
2006-05-26,30.229999542236328
2006-05-30,29.899999618530273
2006-05-31,29.93000030517578
2006-06-01,30.770000457763672
2006-06-02,30.799999237060547
2006-06-05,30.549999237060547
2006-06-06,30.649999618530273
2006-06-07,29.969999313354492
2006-06-08,30.239999771118164
2006-06-09,30.440000534057617
2006-06-12,30.170000076293945
2006-06-13,30.309999465942383
2006-06-14,30.1299991607666
2006-06-15,30.559999465942383
2006-06-16,30.5
2006-06-19,30.25
2006-06-20,30.3799991607666
2006-06-21,30.309999465942383
2006-06-22,30.079999923706055
2006-06-23,30.15999984741211
2006-06-26,30.25
2006-06-27,30.049999237060547
2006-06-28,30.43000030517578
2006-06-29,30.690000534057617
2006-06-30,30.809999465942383
2006-07-03,31.059999465942383
2006-07-05,30.799999237060547
2006-07-06,30.079999923706055
2006-07-07,30.020000457763672
2006-07-10,30.100000381469727
2006-07-11,30.459999084472656
2006-07-12,30.489999771118164
2006-07-13,30.530000686645508
2006-07-14,30.6299991607666
2006-07-17,32.52000045776367
2006-07-18,32.0099983215332
2006-07-19,33.08000183105469
2006-07-20,32.97999954223633
2006-07-21,33.36000061035156
2006-07-24,33.56999969482422
2006-07-25,34.13999938964844
2006-07-26,34.099998474121094
2006-07-27,33.970001220703125
2006-07-28,35.220001220703125
2006-07-31,35.04999923706055
2006-08-01,34.4900016784668
2006-08-02,35.13999938964844
2006-08-03,35.439998626708984
2006-08-04,35.400001525878906
2006-08-07,35.380001068115234
2006-08-08,35.08000183105469
2006-08-09,31.479999542236328
2006-08-10,32.7599983215332
2006-08-11,33.2400016784668
2006-08-14,33.290000915527344
2006-08-15,32.959999084472656
2006-08-16,33.11000061035156
2006-08-17,32.75
2006-08-18,32.45000076293945
2006-08-21,31.940000534057617
2006-08-22,31.670000076293945
2006-08-23,31.350000381469727
2006-08-24,31.520000457763672
2006-08-25,31.700000762939453
2006-08-28,32.209999084472656
2006-08-29,31.850000381469727
2006-08-30,31.690000534057617
2006-08-31,31.75
2006-09-01,32.29999923706055
2006-09-05,33.04999923706055
2006-09-06,32.88999938964844
2006-09-07,33.33000183105469
2006-09-08,33.540000915527344
2006-09-11,33.619998931884766
2006-09-12,34.220001220703125
2006-09-13,34.43000030517578
2006-09-14,32.72999954223633
2006-09-15,32.349998474121094
2006-09-18,32.369998931884766
2006-09-19,31.790000915527344
2006-09-20,31.829999923706055
2006-09-21,31.610000610351562
2006-09-22,31.639999389648438
2006-09-25,31.790000915527344
2006-09-26,32.119998931884766
2006-09-27,32.29999923706055
2006-09-28,32.45000076293945
2006-09-29,32.7400016784668
2006-10-02,32.09000015258789
2006-10-03,32.06999969482422
2006-10-04,32.130001068115234
2006-10-05,33.15999984741211
2006-10-06,33.400001525878906
2006-10-09,33.529998779296875
2006-10-10,33.060001373291016
2006-10-11,33.16999816894531
2006-10-12,34.20000076293945
2006-10-13,34.91999816894531
2006-10-16,34.189998626708984
2006-10-17,33.790000915527344
2006-10-18,33.40999984741211
2006-10-19,33.97999954223633
2006-10-20,33.91999816894531
2006-10-23,34.72999954223633
2006-10-24,35.04999923706055
2006-10-25,35.099998474121094
2006-10-26,35.380001068115234
2006-10-27,35.380001068115234
2006-10-30,35.15999984741211
2006-10-31,35.52000045776367
2006-11-01,34.43000030517578
2006-11-02,34.7599983215332
2006-11-03,34.38999938964844
2006-11-06,35.310001373291016
2006-11-07,35.97999954223633
2006-11-08,36.68000030517578
2006-11-09,36.45000076293945
2006-11-10,36.310001373291016
2006-11-13,36.65999984741211
2006-11-14,36.279998779296875
2006-11-15,36.599998474121094
2006-11-16,36.349998474121094
2006-11-17,36.290000915527344
2006-11-20,36.04999923706055
2006-11-21,36.540000915527344
2006-11-22,36.459999084472656
2006-11-24,36.61000061035156
2006-11-27,35.459999084472656
2006-11-28,35.689998626708984
2006-11-29,36.08000183105469
2006-11-30,36.0099983215332
2006-12-01,36.59000015258789
2006-12-04,36.9900016784668
2006-12-05,37.4900016784668
2006-12-06,37.20000076293945
2006-12-07,37.130001068115234
2006-12-08,36.83000183105469
2006-12-11,37.529998779296875
2006-12-12,37.97999954223633
2006-12-13,38.279998779296875
2006-12-14,38.31999969482422
2006-12-15,38.45000076293945
2006-12-18,37.9900016784668
2006-12-19,37.72999954223633
2006-12-20,37.75
2006-12-21,37.63999938964844
2006-12-22,37.75
2006-12-26,37.91999816894531
2006-12-27,38.18000030517578
2006-12-28,38.0099983215332
2006-12-29,38.029998779296875
2007-01-03,38.369998931884766
2007-01-04,38.209999084472656
2007-01-05,38.369998931884766
2007-01-08,38.95000076293945
2007-01-09,39.43000030517578
2007-01-10,39.529998779296875
2007-01-11,39.86000061035156
2007-01-12,40.47999954223633
2007-01-16,40.90999984741211
2007-01-17,40.77000045776367
2007-01-18,40.40999984741211
2007-01-19,40.04999923706055
2007-01-22,39.86000061035156
2007-01-23,40.560001373291016
2007-01-24,40.9900016784668
2007-01-25,39.41999816894531
2007-01-26,39.40999984741211
2007-01-29,39.439998626708984
2007-01-30,39.09000015258789
2007-01-31,40.34000015258789
2007-02-01,39.72999954223633
2007-02-02,40.380001068115234
2007-02-05,41.0
2007-02-06,41.290000915527344
2007-02-07,42.06999969482422
2007-02-08,42.31999969482422
2007-02-09,41.58000183105469
2007-02-12,41.70000076293945
2007-02-13,42.119998931884766
2007-02-14,42.040000915527344
2007-02-15,42.0
2007-02-16,42.529998779296875
2007-02-20,43.16999816894531
2007-02-21,42.349998474121094
2007-02-22,42.439998626708984
2007-02-23,42.52000045776367
2007-02-26,42.470001220703125
2007-02-27,40.900001525878906
2007-02-28,40.599998474121094
2007-03-01,42.68000030517578
2007-03-02,41.81999969482422
2007-03-05,42.27000045776367
2007-03-06,43.04999923706055
2007-03-07,43.939998626708984
2007-03-08,44.43000030517578
2007-03-09,43.31999969482422
2007-03-12,44.279998779296875
2007-03-13,42.93000030517578
2007-03-14,42.5
2007-03-15,42.970001220703125
2007-03-16,42.70000076293945
2007-03-19,43.31999969482422
2007-03-20,43.34000015258789
2007-03-21,44.040000915527344
2007-03-22,44.16999816894531
2007-03-23,43.36000061035156
2007-03-26,43.09000015258789
2007-03-27,43.16999816894531
2007-03-28,42.77000045776367
2007-03-29,42.869998931884766
2007-03-30,43.43000030517578
2007-04-02,43.540000915527344
2007-04-03,44.040000915527344
2007-04-04,44.77000045776367
2007-04-05,44.709999084472656
2007-04-09,45.13999938964844
2007-04-10,45.900001525878906
2007-04-11,45.970001220703125
2007-04-12,46.22999954223633
2007-04-13,46.470001220703125
2007-04-16,46.90999984741211
2007-04-17,47.04999923706055
2007-04-18,47.0
2007-04-19,46.630001068115234
2007-04-20,46.869998931884766
2007-04-23,46.56999969482422
2007-04-24,46.84000015258789
2007-04-25,46.66999816894531
2007-04-26,46.650001525878906
2007-04-27,46.290000915527344
2007-04-30,46.529998779296875
2007-05-01,47.75
2007-05-02,48.619998931884766
2007-05-03,49.02000045776367
2007-05-04,48.900001525878906
2007-05-07,48.40999984741211
2007-05-08,48.5099983215332
2007-05-09,48.16999816894531
2007-05-10,48.31999969482422
2007-05-11,49.130001068115234
2007-05-14,48.130001068115234
2007-05-15,47.7400016784668
2007-05-16,48.97999954223633
2007-05-17,48.47999954223633
2007-05-18,49.2400016784668
2007-05-21,49.560001373291016
2007-05-22,48.43000030517578
2007-05-23,48.869998931884766
2007-05-24,47.209999084472656
2007-05-25,47.59000015258789
2007-05-29,47.060001373291016
2007-05-30,46.86000061035156
2007-05-31,46.060001373291016
2007-06-01,46.650001525878906
2007-06-04,47.09000015258789
2007-06-05,45.939998626708984
2007-06-06,45.31999969482422
2007-06-07,45.150001525878906
2007-06-08,45.38999938964844
2007-06-11,45.400001525878906
2007-06-12,45.22999954223633
2007-06-13,44.93000030517578
2007-06-14,44.93000030517578
2007-06-15,43.91999816894531
2007-06-18,43.40999984741211
2007-06-19,44.220001220703125
2007-06-20,43.72999954223633
2007-06-21,43.56999969482422
2007-06-22,43.290000915527344
2007-06-25,43.08000183105469
2007-06-26,42.88999938964844
2007-06-27,43.36000061035156
2007-06-28,43.400001525878906
2007-06-29,43.369998931884766
2007-07-02,43.939998626708984
2007-07-03,43.529998779296875
2007-07-05,43.869998931884766
2007-07-06,44.560001373291016
2007-07-09,44.060001373291016
2007-07-10,43.369998931884766
2007-07-11,43.79999923706055
2007-07-12,44.11000061035156
2007-07-13,44.060001373291016
2007-07-16,43.91999816894531
2007-07-17,43.4900016784668
2007-07-18,44.560001373291016
2007-07-19,44.4900016784668
2007-07-20,44.09000015258789
2007-07-23,44.75
2007-07-24,44.2400016784668
2007-07-25,43.72999954223633
2007-07-26,42.2599983215332
2007-07-27,42.099998474121094
2007-07-30,42.93000030517578
2007-07-31,42.290000915527344
2007-08-01,42.22999954223633
2007-08-02,42.220001220703125
2007-08-03,41.29999923706055
2007-08-06,40.709999084472656
2007-08-07,39.630001068115234
2007-08-08,39.81999969482422
2007-08-09,38.29999923706055
2007-08-10,38.75
2007-08-13,40.02000045776367
2007-08-14,39.150001525878906
2007-08-15,38.790000915527344
2007-08-16,38.0
2007-08-17,39.84000015258789
2007-08-20,38.70000076293945
2007-08-21,38.380001068115234
2007-08-22,39.18000030517578
2007-08-23,40.20000076293945
2007-08-24,42.45000076293945
2007-08-27,41.459999084472656
2007-08-28,40.790000915527344
2007-08-29,41.68000030517578
2007-08-30,41.31999969482422
2007-08-31,42.31999969482422
2007-09-04,42.790000915527344
2007-09-05,42.54999923706055
2007-09-06,41.970001220703125
2007-09-07,41.72999954223633
2007-09-10,41.20000076293945
2007-09-11,41.400001525878906
2007-09-12,40.70000076293945
2007-09-13,41.16999816894531
2007-09-14,41.18000030517578
2007-09-17,40.959999084472656
2007-09-18,42.040000915527344
2007-09-19,42.040000915527344
2007-09-20,41.54999923706055
2007-09-21,41.72999954223633
2007-09-24,41.31999969482422
2007-09-25,44.13999938964844
2007-09-26,43.470001220703125
2007-09-27,45.97999954223633
2007-09-28,46.810001373291016
2007-10-01,46.900001525878906
2007-10-02,46.77000045776367
2007-10-03,48.939998626708984
2007-10-04,47.880001068115234
2007-10-05,48.47999954223633
2007-10-08,48.2599983215332
2007-10-09,48.18000030517578
2007-10-10,48.869998931884766
2007-10-11,48.349998474121094
2007-10-12,48.47999954223633
2007-10-15,49.040000915527344
2007-10-16,51.08000183105469
2007-10-17,49.45000076293945
2007-10-18,49.72999954223633
2007-10-19,48.720001220703125
2007-10-22,48.650001525878906
2007-10-23,48.349998474121094
2007-10-24,49.9900016784668
2007-10-25,49.58000183105469
2007-10-26,49.720001220703125
2007-10-29,49.779998779296875
2007-10-30,49.0
2007-10-31,48.959999084472656
2007-11-01,48.61000061035156
2007-11-02,47.5
2007-11-05,47.880001068115234
2007-11-06,49.099998474121094
2007-11-07,49.279998779296875
2007-11-08,50.470001220703125
2007-11-09,48.5099983215332
2007-11-12,40.83000183105469
2007-11-13,41.25
2007-11-14,39.459999084472656
2007-11-15,39.5099983215332
2007-11-16,39.83000183105469
2007-11-19,47.4900016784668
2007-11-20,43.2400016784668
2007-11-21,42.25
