,BL
2017-02-07,27.459999084472656
2017-02-08,27.149999618530273
2017-02-09,27.299999237060547
2017-02-10,27.459999084472656
2017-02-13,27.299999237060547
2017-02-14,27.540000915527344
2017-02-15,28.260000228881836
2017-02-16,28.43000030517578
2017-02-17,29.440000534057617
2017-02-21,29.59000015258789
2017-02-22,28.989999771118164
2017-02-23,29.299999237060547
2017-02-24,29.920000076293945
2017-02-27,29.559999465942383
2017-02-28,28.530000686645508
2017-03-01,28.899999618530273
2017-03-02,28.969999313354492
2017-03-03,28.600000381469727
2017-03-06,27.829999923706055
2017-03-07,27.5
2017-03-08,27.1299991607666
2017-03-09,26.950000762939453
2017-03-10,27.149999618530273
2017-03-13,27.440000534057617
2017-03-14,27.3799991607666
2017-03-15,28.139999389648438
2017-03-16,29.239999771118164
2017-03-17,30.329999923706055
2017-03-20,30.1299991607666
2017-03-21,29.520000457763672
2017-03-22,28.6200008392334
2017-03-23,28.770000457763672
2017-03-24,28.850000381469727
2017-03-27,28.700000762939453
2017-03-28,29.059999465942383
2017-03-29,29.34000015258789
2017-03-30,29.43000030517578
2017-03-31,29.760000228881836
2017-04-03,29.440000534057617
2017-04-04,29.760000228881836
2017-04-05,29.690000534057617
2017-04-06,29.989999771118164
2017-04-07,30.040000915527344
2017-04-10,30.0
2017-04-11,31.5
2017-04-12,31.209999084472656
2017-04-13,30.399999618530273
2017-04-17,31.3700008392334
2017-04-18,32.06999969482422
2017-04-19,32.439998626708984
2017-04-20,33.0099983215332
2017-04-21,32.790000915527344
2017-04-24,32.40999984741211
2017-04-25,32.650001525878906
2017-04-26,32.65999984741211
2017-04-27,33.0
2017-04-28,32.869998931884766
2017-05-01,32.41999816894531
2017-05-02,32.630001068115234
2017-05-03,32.040000915527344
2017-05-04,32.209999084472656
2017-05-05,32.86000061035156
2017-05-08,31.25
2017-05-09,31.219999313354492
2017-05-10,32.0
2017-05-11,31.8700008392334
2017-05-12,31.920000076293945
2017-05-15,31.43000030517578
2017-05-16,31.670000076293945
2017-05-17,31.549999237060547
2017-05-18,31.709999084472656
2017-05-19,32.33000183105469
2017-05-22,32.68000030517578
2017-05-23,32.599998474121094
2017-05-24,33.38999938964844
2017-05-25,34.9900016784668
2017-05-26,34.7400016784668
2017-05-30,34.0
2017-05-31,33.7599983215332
2017-06-01,34.09000015258789
2017-06-02,34.93000030517578
2017-06-05,34.86000061035156
2017-06-06,33.540000915527344
2017-06-07,33.0099983215332
2017-06-08,33.93000030517578
2017-06-09,33.209999084472656
2017-06-12,32.65999984741211
2017-06-13,33.2599983215332
2017-06-14,33.689998626708984
2017-06-15,33.779998779296875
2017-06-16,35.22999954223633
2017-06-19,35.709999084472656
2017-06-20,36.5
2017-06-21,37.349998474121094
2017-06-22,37.630001068115234
2017-06-23,38.060001373291016
2017-06-26,37.79999923706055
2017-06-27,36.7599983215332
2017-06-28,37.02000045776367
2017-06-29,36.2599983215332
2017-06-30,35.7400016784668
2017-07-03,36.0
2017-07-05,36.209999084472656
2017-07-06,35.95000076293945
2017-07-07,36.439998626708984
2017-07-10,36.95000076293945
2017-07-11,37.41999816894531
2017-07-12,37.650001525878906
2017-07-13,37.369998931884766
2017-07-14,37.290000915527344
2017-07-17,36.849998474121094
2017-07-18,37.119998931884766
2017-07-19,37.709999084472656
2017-07-20,37.63999938964844
2017-07-21,37.68000030517578
2017-07-24,38.41999816894531
2017-07-25,39.16999816894531
2017-07-26,39.290000915527344
2017-07-27,39.310001373291016
2017-07-28,39.099998474121094
2017-07-31,38.77000045776367
2017-08-01,38.279998779296875
2017-08-02,37.27000045776367
2017-08-03,37.45000076293945
2017-08-04,30.43000030517578
2017-08-07,29.799999237060547
2017-08-08,30.329999923706055
2017-08-09,30.510000228881836
2017-08-10,29.8799991607666
2017-08-11,29.8799991607666
2017-08-14,30.209999084472656
2017-08-15,29.81999969482422
2017-08-16,29.799999237060547
2017-08-17,29.850000381469727
2017-08-18,29.809999465942383
2017-08-21,29.899999618530273
2017-08-22,29.299999237060547
2017-08-23,29.170000076293945
2017-08-24,29.200000762939453
2017-08-25,29.649999618530273
2017-08-28,29.920000076293945
2017-08-29,29.799999237060547
2017-08-30,30.020000457763672
2017-08-31,30.8700008392334
2017-09-01,30.690000534057617
2017-09-05,30.850000381469727
2017-09-06,30.8700008392334
2017-09-07,32.18000030517578
2017-09-08,32.630001068115234
2017-09-11,34.22999954223633
2017-09-12,35.290000915527344
2017-09-13,36.349998474121094
2017-09-14,34.66999816894531
2017-09-15,33.880001068115234
2017-09-18,33.7599983215332
2017-09-19,33.439998626708984
2017-09-20,33.02000045776367
2017-09-21,33.150001525878906
2017-09-22,33.4900016784668
2017-09-25,33.2400016784668
2017-09-26,33.150001525878906
2017-09-27,33.619998931884766
2017-09-28,34.25
2017-09-29,34.119998931884766
2017-10-02,34.119998931884766
2017-10-03,33.97999954223633
2017-10-04,33.45000076293945
2017-10-05,33.5099983215332
2017-10-06,33.72999954223633
2017-10-09,33.310001373291016
2017-10-10,33.11000061035156
2017-10-11,33.279998779296875
2017-10-12,33.20000076293945
2017-10-13,33.630001068115234
2017-10-16,33.36000061035156
2017-10-17,33.540000915527344
2017-10-18,33.63999938964844
2017-10-19,33.560001373291016
2017-10-20,34.2400016784668
2017-10-23,34.0
2017-10-24,34.16999816894531
2017-10-25,34.5
2017-10-26,34.369998931884766
2017-10-27,35.2599983215332
2017-10-30,34.81999969482422
2017-10-31,35.52000045776367
2017-11-01,35.25
2017-11-02,35.08000183105469
2017-11-03,34.29999923706055
2017-11-06,35.540000915527344
2017-11-07,34.619998931884766
2017-11-08,35.209999084472656
2017-11-09,35.27000045776367
2017-11-10,36.119998931884766
2017-11-13,35.58000183105469
2017-11-14,35.689998626708984
2017-11-15,35.77000045776367
2017-11-16,37.529998779296875
2017-11-17,37.2400016784668
2017-11-20,37.47999954223633
2017-11-21,38.279998779296875
2017-11-22,38.540000915527344
2017-11-24,38.79999923706055
2017-11-27,38.11000061035156
2017-11-28,38.33000183105469
2017-11-29,36.45000076293945
2017-11-30,36.66999816894531
2017-12-01,36.130001068115234
2017-12-04,35.79999923706055
2017-12-05,34.0
2017-12-06,33.22999954223633
2017-12-07,34.349998474121094
2017-12-08,34.66999816894531
2017-12-11,35.040000915527344
2017-12-12,34.619998931884766
2017-12-13,34.900001525878906
2017-12-14,34.779998779296875
2017-12-15,34.7400016784668
2017-12-18,34.720001220703125
2017-12-19,34.91999816894531
2017-12-20,34.880001068115234
2017-12-21,35.02000045776367
2017-12-22,35.040000915527344
2017-12-26,35.15999984741211
2017-12-27,34.66999816894531
2017-12-28,33.88999938964844
2017-12-29,32.79999923706055
2018-01-02,33.40999984741211
2018-01-03,33.369998931884766
2018-01-04,34.95000076293945
2018-01-05,35.0
2018-01-08,34.31999969482422
2018-01-09,34.459999084472656
2018-01-10,34.310001373291016
2018-01-11,34.869998931884766
2018-01-12,34.900001525878906
2018-01-16,34.790000915527344
2018-01-17,34.849998474121094
2018-01-18,34.599998474121094
2018-01-19,34.599998474121094
2018-01-22,34.86000061035156
2018-01-23,34.41999816894531
2018-01-24,34.25
2018-01-25,33.349998474121094
2018-01-26,33.619998931884766
2018-01-29,32.939998626708984
2018-01-30,32.810001373291016
2018-01-31,33.22999954223633
2018-02-01,33.220001220703125
2018-02-02,32.97999954223633
2018-02-05,32.380001068115234
2018-02-06,32.599998474121094
2018-02-07,33.33000183105469
2018-02-08,32.77000045776367
2018-02-09,32.56999969482422
2018-02-12,33.5
2018-02-13,33.130001068115234
2018-02-14,33.5099983215332
2018-02-15,34.650001525878906
2018-02-16,39.040000915527344
2018-02-20,40.75
2018-02-21,40.290000915527344
2018-02-22,40.310001373291016
2018-02-23,40.189998626708984
2018-02-26,41.369998931884766
2018-02-27,43.18000030517578
2018-02-28,44.0
2018-03-01,43.810001373291016
2018-03-02,45.04999923706055
2018-03-05,44.27000045776367
2018-03-06,44.40999984741211
2018-03-07,44.2400016784668
2018-03-08,44.45000076293945
2018-03-09,44.310001373291016
2018-03-12,43.66999816894531
2018-03-13,40.0
2018-03-14,40.150001525878906
2018-03-15,39.70000076293945
2018-03-16,40.400001525878906
2018-03-19,38.38999938964844
2018-03-20,39.619998931884766
2018-03-21,40.02000045776367
2018-03-22,39.470001220703125
2018-03-23,38.63999938964844
2018-03-26,39.54999923706055
2018-03-27,38.95000076293945
2018-03-28,38.95000076293945
2018-03-29,39.209999084472656
2018-04-02,38.0
2018-04-03,38.459999084472656
2018-04-04,38.810001373291016
2018-04-05,38.779998779296875
2018-04-06,38.33000183105469
2018-04-09,38.2599983215332
2018-04-10,39.290000915527344
2018-04-11,39.630001068115234
2018-04-12,40.04999923706055
2018-04-13,40.2400016784668
2018-04-16,40.61000061035156
2018-04-17,41.36000061035156
2018-04-18,41.25
2018-04-19,41.459999084472656
2018-04-20,41.060001373291016
2018-04-23,40.970001220703125
2018-04-24,41.04999923706055
2018-04-25,41.040000915527344
2018-04-26,41.310001373291016
2018-04-27,40.970001220703125
2018-04-30,41.400001525878906
2018-05-01,41.56999969482422
2018-05-02,42.0099983215332
2018-05-03,42.84000015258789
2018-05-04,40.814998626708984
2018-05-07,40.7400016784668
2018-05-08,40.5
2018-05-09,41.369998931884766
2018-05-10,42.470001220703125
2018-05-11,41.599998474121094
2018-05-14,40.474998474121094
2018-05-15,39.970001220703125
2018-05-16,39.650001525878906
2018-05-17,39.52000045776367
2018-05-18,41.13999938964844
2018-05-21,41.630001068115234
2018-05-22,40.93000030517578
2018-05-23,39.959999084472656
2018-05-24,40.369998931884766
2018-05-25,40.2400016784668
2018-05-29,40.380001068115234
2018-05-30,40.56999969482422
2018-05-31,41.619998931884766
2018-06-01,42.63999938964844
2018-06-04,43.970001220703125
2018-06-05,43.72999954223633
2018-06-06,44.41999816894531
2018-06-07,42.900001525878906
2018-06-08,43.619998931884766
2018-06-11,44.54999923706055
2018-06-12,47.47999954223633
2018-06-13,48.90999984741211
2018-06-14,48.86000061035156
2018-06-15,49.790000915527344
2018-06-18,49.27000045776367
2018-06-19,48.470001220703125
2018-06-20,49.119998931884766
2018-06-21,48.029998779296875
2018-06-22,46.900001525878906
2018-06-25,44.54999923706055
2018-06-26,44.290000915527344
2018-06-27,42.81999969482422
2018-06-28,43.95000076293945
2018-06-29,43.43000030517578
2018-07-02,44.45000076293945
2018-07-03,44.7400016784668
2018-07-05,44.91999816894531
2018-07-06,45.18000030517578
2018-07-09,45.2400016784668
2018-07-10,45.310001373291016
2018-07-11,45.29999923706055
2018-07-12,47.16999816894531
2018-07-13,46.959999084472656
2018-07-16,46.63999938964844
2018-07-17,47.20000076293945
2018-07-18,47.0
2018-07-19,46.900001525878906
2018-07-20,47.029998779296875
2018-07-23,47.900001525878906
2018-07-24,46.619998931884766
2018-07-25,47.91999816894531
2018-07-26,47.4900016784668
2018-07-27,46.400001525878906
2018-07-30,43.689998626708984
2018-07-31,42.70000076293945
2018-08-01,43.279998779296875
2018-08-02,45.540000915527344
2018-08-03,47.06999969482422
2018-08-06,48.25
2018-08-07,49.040000915527344
2018-08-08,48.540000915527344
2018-08-09,47.75
2018-08-10,47.63999938964844
2018-08-13,46.58000183105469
2018-08-14,47.0
2018-08-15,46.9900016784668
2018-08-16,46.63999938964844
2018-08-17,46.560001373291016
2018-08-20,47.91999816894531
2018-08-21,48.66999816894531
2018-08-22,49.08000183105469
2018-08-23,49.91999816894531
2018-08-24,51.4900016784668
2018-08-27,52.20000076293945
2018-08-28,52.45000076293945
2018-08-29,52.630001068115234
2018-08-30,52.40999984741211
2018-08-31,52.7599983215332
2018-09-04,53.2599983215332
2018-09-05,52.63999938964844
2018-09-06,54.540000915527344
2018-09-07,55.040000915527344
2018-09-10,55.52000045776367
2018-09-11,55.810001373291016
2018-09-12,54.900001525878906
2018-09-13,54.290000915527344
2018-09-14,56.59000015258789
2018-09-17,54.72999954223633
2018-09-18,55.540000915527344
2018-09-19,54.439998626708984
2018-09-20,55.439998626708984
2018-09-21,55.400001525878906
2018-09-24,55.790000915527344
2018-09-25,57.09000015258789
2018-09-26,56.95000076293945
2018-09-27,55.9900016784668
2018-09-28,56.470001220703125
2018-10-01,55.4900016784668
2018-10-02,52.33000183105469
2018-10-03,53.70000076293945
2018-10-04,52.720001220703125
2018-10-05,50.869998931884766
2018-10-08,48.2400016784668
2018-10-09,46.119998931884766
2018-10-10,42.970001220703125
2018-10-11,43.31999969482422
2018-10-12,44.77000045776367
2018-10-15,43.220001220703125
2018-10-16,45.43000030517578
2018-10-17,45.59000015258789
2018-10-18,44.779998779296875
2018-10-19,43.400001525878906
2018-10-22,44.470001220703125
2018-10-23,43.7599983215332
2018-10-24,41.619998931884766
2018-10-25,43.25
2018-10-26,42.65999984741211
2018-10-29,41.810001373291016
2018-10-30,45.20000076293945
2018-10-31,46.380001068115234
2018-11-01,47.0099983215332
2018-11-02,42.5099983215332
2018-11-05,41.869998931884766
2018-11-06,41.150001525878906
2018-11-07,45.18000030517578
2018-11-08,43.31999969482422
2018-11-09,42.119998931884766
2018-11-12,40.540000915527344
2018-11-13,40.61000061035156
2018-11-14,38.79999923706055
2018-11-15,39.040000915527344
2018-11-16,36.9900016784668
2018-11-19,35.61000061035156
2018-11-20,36.380001068115234
2018-11-21,38.77000045776367
2018-11-23,38.849998474121094
2018-11-26,39.689998626708984
2018-11-27,39.040000915527344
2018-11-28,41.83000183105469
2018-11-29,42.599998474121094
2018-11-30,42.869998931884766
2018-12-03,43.61000061035156
2018-12-04,41.84000015258789
2018-12-06,41.61000061035156
2018-12-07,39.790000915527344
2018-12-10,40.400001525878906
2018-12-11,39.72999954223633
2018-12-12,40.380001068115234
2018-12-13,39.5
2018-12-14,39.5099983215332
2018-12-17,38.61000061035156
2018-12-18,39.650001525878906
2018-12-19,39.599998474121094
2018-12-20,39.349998474121094
2018-12-21,38.43000030517578
2018-12-24,37.380001068115234
2018-12-26,39.9900016784668
2018-12-27,40.56999969482422
2018-12-28,40.29999923706055
2018-12-31,40.95000076293945
2019-01-02,40.81999969482422
2019-01-03,39.43000030517578
2019-01-04,40.59000015258789
2019-01-07,42.4900016784668
2019-01-08,42.75
2019-01-09,42.79999923706055
2019-01-10,43.040000915527344
2019-01-11,42.66999816894531
2019-01-14,42.0
2019-01-15,44.20000076293945
2019-01-16,44.41999816894531
2019-01-17,45.099998474121094
2019-01-18,46.790000915527344
2019-01-22,43.97999954223633
2019-01-23,44.36000061035156
2019-01-24,45.060001373291016
2019-01-25,45.540000915527344
2019-01-28,45.02000045776367
2019-01-29,44.02000045776367
2019-01-30,45.130001068115234
2019-01-31,47.58000183105469
2019-02-01,48.529998779296875
2019-02-04,48.91999816894531
2019-02-05,48.54999923706055
2019-02-06,48.2599983215332
2019-02-07,47.54999923706055
2019-02-08,47.599998474121094
2019-02-11,47.81999969482422
2019-02-12,48.599998474121094
2019-02-13,48.45000076293945
2019-02-14,49.2400016784668
2019-02-15,51.4900016784668
2019-02-19,51.33000183105469
2019-02-20,51.279998779296875
2019-02-21,50.93000030517578
2019-02-22,52.15999984741211
2019-02-25,52.540000915527344
2019-02-26,53.25
2019-02-27,53.95000076293945
2019-02-28,52.34000015258789
2019-03-01,51.869998931884766
2019-03-04,49.849998474121094
2019-03-05,48.25
2019-03-06,46.34000015258789
2019-03-07,46.47999954223633
2019-03-08,46.369998931884766
2019-03-11,47.470001220703125
2019-03-12,47.790000915527344
2019-03-13,47.20000076293945
2019-03-14,46.83000183105469
2019-03-15,47.52000045776367
2019-03-18,46.70000076293945
2019-03-19,47.939998626708984
2019-03-20,48.119998931884766
2019-03-21,48.900001525878906
2019-03-22,47.04999923706055
2019-03-25,47.36000061035156
2019-03-26,46.810001373291016
2019-03-27,45.470001220703125
2019-03-28,46.0
2019-03-29,46.31999969482422
2019-04-01,46.099998474121094
2019-04-02,45.79999923706055
2019-04-03,46.119998931884766
2019-04-04,45.2400016784668
2019-04-05,46.33000183105469
2019-04-08,46.290000915527344
2019-04-09,46.15999984741211
2019-04-10,47.189998626708984
2019-04-11,47.439998626708984
2019-04-12,46.970001220703125
2019-04-15,48.22999954223633
2019-04-16,48.86000061035156
2019-04-17,48.599998474121094
2019-04-18,47.599998474121094
2019-04-22,47.31999969482422
2019-04-23,48.220001220703125
2019-04-24,48.0
2019-04-25,48.63999938964844
2019-04-26,49.400001525878906
2019-04-29,50.29999923706055
2019-04-30,51.08000183105469
2019-05-01,51.61000061035156
2019-05-02,53.279998779296875
2019-05-03,49.75
2019-05-06,48.2599983215332
2019-05-07,47.84000015258789
2019-05-08,47.959999084472656
2019-05-09,48.650001525878906
2019-05-10,50.040000915527344
2019-05-13,46.709999084472656
2019-05-14,47.75
2019-05-15,48.650001525878906
2019-05-16,50.189998626708984
2019-05-17,50.150001525878906
2019-05-20,50.459999084472656
2019-05-21,51.7599983215332
2019-05-22,52.16999816894531
2019-05-23,51.040000915527344
2019-05-24,51.849998474121094
2019-05-28,53.0099983215332
2019-05-29,51.709999084472656
2019-05-30,51.90999984741211
2019-05-31,51.40999984741211
2019-06-03,48.54999923706055
2019-06-04,50.52000045776367
2019-06-05,49.9900016784668
2019-06-06,50.349998474121094
2019-06-07,50.880001068115234
2019-06-10,51.58000183105469
2019-06-11,49.56999969482422
2019-06-12,50.38999938964844
2019-06-13,50.849998474121094
2019-06-14,48.959999084472656
2019-06-17,49.65999984741211
2019-06-18,50.20000076293945
2019-06-19,52.310001373291016
2019-06-20,55.060001373291016
2019-06-21,54.619998931884766
2019-06-24,53.93000030517578
2019-06-25,52.68000030517578
2019-06-26,51.720001220703125
2019-06-27,53.470001220703125
2019-06-28,53.5099983215332
2019-07-01,53.2400016784668
2019-07-02,49.2599983215332
2019-07-03,49.66999816894531
2019-07-05,49.540000915527344
2019-07-08,49.209999084472656
2019-07-09,49.56999969482422
2019-07-10,49.369998931884766
2019-07-11,49.31999969482422
2019-07-12,49.709999084472656
2019-07-15,49.56999969482422
2019-07-16,49.22999954223633
2019-07-17,49.72999954223633
2019-07-18,49.060001373291016
2019-07-19,48.2599983215332
2019-07-22,47.529998779296875
2019-07-23,47.04999923706055
2019-07-24,48.349998474121094
2019-07-25,46.459999084472656
2019-07-26,47.189998626708984
2019-07-29,45.630001068115234
2019-07-30,45.59000015258789
2019-07-31,44.599998474121094
2019-08-01,42.540000915527344
2019-08-02,56.0099983215332
2019-08-05,53.08000183105469
2019-08-06,53.25
2019-08-07,54.75
2019-08-08,53.380001068115234
2019-08-09,51.959999084472656
2019-08-12,52.529998779296875
2019-08-13,52.16999816894531
2019-08-14,50.88999938964844
2019-08-15,50.599998474121094
2019-08-16,50.0099983215332
2019-08-19,51.2599983215332
2019-08-20,51.040000915527344
2019-08-21,50.70000076293945
2019-08-22,50.7599983215332
2019-08-23,50.0099983215332
2019-08-26,50.41999816894531
2019-08-27,50.16999816894531
2019-08-28,50.5
2019-08-29,51.47999954223633
2019-08-30,50.93000030517578
2019-09-03,51.130001068115234
2019-09-04,51.9900016784668
2019-09-05,52.529998779296875
2019-09-06,51.81999969482422
2019-09-09,47.77000045776367
2019-09-10,49.52000045776367
2019-09-11,50.439998626708984
2019-09-12,51.86000061035156
2019-09-13,48.619998931884766
2019-09-16,49.4900016784668
2019-09-17,50.630001068115234
2019-09-18,50.27000045776367
2019-09-19,49.84000015258789
2019-09-20,48.619998931884766
2019-09-23,47.97999954223633
2019-09-24,47.40999984741211
2019-09-25,47.63999938964844
2019-09-26,47.68000030517578
2019-09-27,47.02000045776367
2019-09-30,47.810001373291016
2019-10-01,46.70000076293945
2019-10-02,46.150001525878906
2019-10-03,47.849998474121094
2019-10-04,47.5
2019-10-07,47.79999923706055
2019-10-08,46.77000045776367
2019-10-09,47.459999084472656
2019-10-10,46.5099983215332
2019-10-11,47.83000183105469
2019-10-14,48.279998779296875
2019-10-15,48.540000915527344
2019-10-16,46.790000915527344
2019-10-17,46.83000183105469
2019-10-18,46.36000061035156
2019-10-21,47.54999923706055
2019-10-22,46.13999938964844
2019-10-23,46.369998931884766
2019-10-24,48.150001525878906
2019-10-25,47.86000061035156
2019-10-28,47.650001525878906
2019-10-29,46.779998779296875
2019-10-30,47.63999938964844
2019-10-31,46.7400016784668
2019-11-01,46.7599983215332
2019-11-04,46.779998779296875
2019-11-05,47.22999954223633
2019-11-06,47.5
2019-11-07,49.709999084472656
2019-11-08,49.5
2019-11-11,49.650001525878906
2019-11-12,50.400001525878906
2019-11-13,50.470001220703125
2019-11-14,50.790000915527344
2019-11-15,52.459999084472656
2019-11-18,52.875
2019-11-19,53.09000015258789
2019-11-20,53.189998626708984
2019-11-21,52.70000076293945
2019-11-22,52.9900016784668
2019-11-25,54.2400016784668
2019-11-26,54.02000045776367
2019-11-27,53.959999084472656
2019-11-29,53.81999969482422
2019-12-02,52.45000076293945
2019-12-03,52.08000183105469
2019-12-04,52.20000076293945
2019-12-05,52.52000045776367
2019-12-06,51.90999984741211
2019-12-09,51.7400016784668
2019-12-10,51.31999969482422
2019-12-11,50.70000076293945
2019-12-12,49.0
2019-12-13,49.81999969482422
2019-12-16,51.2599983215332
2019-12-17,51.29999923706055
2019-12-18,51.59000015258789
2019-12-19,52.279998779296875
2019-12-20,52.70000076293945
2019-12-23,52.7400016784668
2019-12-24,52.41999816894531
2019-12-26,52.83000183105469
2019-12-27,52.41999816894531
2019-12-30,51.58000183105469
2019-12-31,51.560001373291016
2020-01-02,52.59000015258789
2020-01-03,52.810001373291016
2020-01-06,53.66999816894531
2020-01-07,53.470001220703125
2020-01-08,55.04999923706055
2020-01-09,55.4900016784668
2020-01-10,55.279998779296875
2020-01-13,55.65999984741211
2020-01-14,56.45000076293945
2020-01-15,57.86000061035156
2020-01-16,61.880001068115234
2020-01-17,62.29499816894531
2020-01-21,62.2599983215332
2020-01-22,61.38999938964844
2020-01-23,60.4900016784668
2020-01-24,60.279998779296875
2020-01-27,58.599998474121094
2020-01-28,59.689998626708984
2020-01-29,59.66999816894531
2020-01-30,60.90999984741211
2020-01-31,61.16999816894531
2020-02-03,61.5099983215332
2020-02-04,63.400001525878906
2020-02-05,61.349998474121094
2020-02-06,61.65999984741211
2020-02-07,62.0
2020-02-10,62.91999816894531
2020-02-11,63.18000030517578
2020-02-12,63.41999816894531
2020-02-13,65.0
2020-02-14,66.55000305175781
2020-02-18,68.0
2020-02-19,68.73999786376953
2020-02-20,68.41999816894531
2020-02-21,65.37000274658203
2020-02-24,64.70999908447266
2020-02-25,63.4900016784668
2020-02-26,64.23999786376953
2020-02-27,62.150001525878906
2020-02-28,62.56999969482422
2020-03-02,63.02000045776367
2020-03-03,61.349998474121094
2020-03-04,64.61000061035156
2020-03-05,63.56999969482422
2020-03-06,62.72999954223633
2020-03-09,60.279998779296875
2020-03-10,61.56999969482422
2020-03-11,61.65999984741211
2020-03-12,54.22999954223633
2020-03-13,53.11000061035156
2020-03-16,42.7400016784668
2020-03-17,42.380001068115234
2020-03-18,44.0099983215332
2020-03-19,48.97999954223633
2020-03-20,46.439998626708984
2020-03-23,49.54999923706055
2020-03-24,50.189998626708984
2020-03-25,47.16999816894531
2020-03-26,54.650001525878906
2020-03-27,52.81999969482422
2020-03-30,53.16999816894531
2020-03-31,52.61000061035156
2020-04-01,49.939998626708984
2020-04-02,49.79999923706055
2020-04-03,49.5
2020-04-06,52.0
2020-04-07,51.5099983215332
2020-04-08,53.529998779296875
2020-04-09,54.41999816894531
2020-04-13,54.86000061035156
2020-04-14,56.59000015258789
2020-04-15,57.11000061035156
2020-04-16,57.88999938964844
2020-04-17,58.650001525878906
2020-04-20,58.439998626708984
2020-04-21,55.939998626708984
2020-04-22,57.81999969482422
2020-04-23,58.720001220703125
2020-04-24,58.68000030517578
2020-04-27,60.04999923706055
2020-04-28,57.349998474121094
2020-04-29,59.5
2020-04-30,60.7400016784668
2020-05-01,59.65999984741211
2020-05-04,57.15999984741211
2020-05-05,61.04999923706055
2020-05-06,61.5
2020-05-07,63.599998474121094
2020-05-08,63.970001220703125
2020-05-11,64.80000305175781
2020-05-12,63.31999969482422
2020-05-13,61.459999084472656
2020-05-14,61.189998626708984
2020-05-15,64.2699966430664
2020-05-18,64.41000366210938
2020-05-19,66.58999633789062
2020-05-20,67.5199966430664
2020-05-21,67.6500015258789
2020-05-22,69.5
2020-05-26,69.8499984741211
2020-05-27,69.9000015258789
2020-05-28,72.19999694824219
2020-05-29,74.30000305175781
2020-06-01,77.44000244140625
2020-06-02,77.7699966430664
2020-06-03,79.0
2020-06-04,74.86000061035156
2020-06-05,75.0
2020-06-08,75.02999877929688
2020-06-09,76.19000244140625
2020-06-10,78.31999969482422
2020-06-11,74.44999694824219
2020-06-12,72.83000183105469
2020-06-15,75.94000244140625
2020-06-16,77.37999725341797
2020-06-17,78.55999755859375
2020-06-18,80.08000183105469
2020-06-19,79.6500015258789
2020-06-22,82.11000061035156
2020-06-23,82.12999725341797
2020-06-24,80.91999816894531
2020-06-25,84.22000122070312
2020-06-26,81.7300033569336
2020-06-29,82.77999877929688
2020-06-30,82.91000366210938
2020-07-01,87.16000366210938
2020-07-02,88.06999969482422
2020-07-06,87.75
2020-07-07,85.19000244140625
2020-07-08,86.41000366210938
2020-07-09,87.37999725341797
2020-07-10,87.44000244140625
2020-07-13,83.30999755859375
2020-07-14,84.0
2020-07-15,85.30999755859375
2020-07-16,84.11000061035156
2020-07-17,85.11000061035156
2020-07-20,88.80000305175781
2020-07-21,87.12999725341797
2020-07-22,87.37999725341797
2020-07-23,86.4000015258789
2020-07-24,84.69999694824219
2020-07-27,86.66000366210938
2020-07-28,85.12000274658203
2020-07-29,87.33000183105469
2020-07-30,88.56999969482422
2020-07-31,88.91000366210938
2020-08-03,90.8499984741211
2020-08-04,91.20999908447266
2020-08-05,92.80000305175781
2020-08-06,91.83000183105469
