,BRKL
2000-12-13,5.601280212402344
2000-12-14,5.429812908172607
2000-12-15,5.458390235900879
2000-12-18,5.401235103607178
2000-12-19,5.029720783233643
2000-12-20,5.029720783233643
2000-12-21,4.915409088134766
2000-12-22,5.115455150604248
2000-12-26,5.0582990646362305
2000-12-27,5.08687686920166
2000-12-28,5.34407901763916
2000-12-29,5.258345127105713
2001-01-02,5.029720783233643
2001-01-03,5.286922931671143
2001-01-04,5.429812908172607
2001-01-05,5.429812908172607
2001-01-08,5.37265682220459
2001-01-09,5.544124126434326
2001-01-10,5.458390235900879
2001-01-11,5.544124126434326
2001-01-12,5.401235103607178
2001-01-16,5.601280212402344
2001-01-17,5.601280212402344
2001-01-18,5.629858016967773
2001-01-19,5.486968040466309
2001-01-22,5.37265682220459
2001-01-23,5.629858016967773
2001-01-24,5.544124126434326
2001-01-25,5.629858016967773
2001-01-26,5.658435821533203
2001-01-29,5.658435821533203
2001-01-30,5.715591907501221
2001-01-31,5.944215774536133
2001-02-01,6.1156840324401855
2001-02-02,5.972794055938721
2001-02-05,5.972794055938721
2001-02-06,6.00137186050415
2001-02-07,5.972794055938721
2001-02-08,6.00137186050415
2001-02-09,5.915637969970703
2001-02-12,6.1156840324401855
2001-02-13,6.144261837005615
2001-02-14,6.172840118408203
2001-02-15,6.287150859832764
2001-02-16,6.630086898803711
2001-02-20,6.4300408363342285
2001-02-21,6.458619117736816
2001-02-22,6.401463031768799
2001-02-23,6.515775203704834
2001-02-26,6.572930812835693
2001-02-27,6.4300408363342285
2001-02-28,6.401463031768799
2001-03-01,6.401463031768799
2001-03-02,6.401463031768799
2001-03-05,6.458619117736816
2001-03-06,6.487196922302246
2001-03-07,6.630086898803711
2001-03-08,6.515775203704834
2001-03-09,6.515775203704834
2001-03-12,6.344306945800781
2001-03-13,6.401463031768799
2001-03-14,6.287150859832764
2001-03-15,6.229994773864746
2001-03-16,6.372885227203369
2001-03-19,6.315729141235352
2001-03-20,6.144261837005615
2001-03-21,6.144261837005615
2001-03-22,6.058527946472168
2001-03-23,6.058527946472168
2001-03-26,6.058527946472168
2001-03-27,6.258573055267334
2001-03-28,6.144261837005615
2001-03-29,6.1156840324401855
2001-03-30,6.058527946472168
2001-04-02,6.087106227874756
2001-04-03,6.029950141906738
2001-04-04,5.944215774536133
2001-04-05,6.029950141906738
2001-04-06,6.172840118408203
2001-04-09,6.406035900115967
2001-04-10,6.515775203704834
2001-04-11,6.55692720413208
2001-04-12,6.579790115356445
2001-04-16,6.401463031768799
2001-04-17,6.424325942993164
2001-04-18,6.355738162994385
2001-04-19,6.37860107421875
2001-04-20,6.268860816955566
2001-04-23,6.241426944732666
2001-04-24,6.2322821617126465
2001-04-25,6.245998859405518
2001-04-26,6.117969989776611
2001-04-27,6.172840118408203
2001-04-30,5.921352863311768
2001-05-01,5.944215774536133
2001-05-02,5.935070991516113
2001-05-03,5.921352863311768
2001-05-04,5.9533610343933105
2001-05-07,5.925926208496094
2001-05-08,5.96707820892334
2001-05-09,5.944215774536133
2001-05-10,6.049383163452148
2001-05-11,6.241426944732666
2001-05-14,6.278006076812744
2001-05-15,6.319159030914307
2001-05-16,6.37860107421875
2001-05-17,6.424325942993164
2001-05-18,6.492912769317627
2001-05-21,6.607224941253662
2001-05-22,6.488339900970459
2001-05-23,6.534064769744873
2001-05-24,6.561500072479248
2001-05-25,6.314586162567139
2001-05-29,6.310013771057129
2001-05-30,6.401463031768799
2001-05-31,6.323730945587158
2001-06-01,6.561500072479248
2001-06-04,6.65294885635376
2001-06-05,6.675811767578125
2001-06-06,6.698674201965332
2001-06-07,6.3877458572387695
2001-06-08,6.406035900115967
2001-06-11,6.369455814361572
2001-06-12,6.328303813934326
2001-06-13,6.3420209884643555
2001-06-14,6.383172988891602
2001-06-15,6.401463031768799
2001-06-18,6.37860107421875
2001-06-19,6.392317771911621
2001-06-20,6.374028205871582
2001-06-21,6.392317771911621
2001-06-22,6.37860107421875
2001-06-25,6.355738162994385
2001-06-26,6.401463031768799
2001-06-27,6.396891117095947
2001-06-28,6.419753074645996
2001-06-29,6.419753074645996
2001-07-02,6.401463031768799
2001-07-03,6.790122985839844
2001-07-05,6.794695854187012
2001-07-06,6.675811767578125
2001-07-09,7.30224084854126
2001-07-10,7.2153639793396
2001-07-11,7.311385154724121
2001-07-12,7.297667980194092
2001-07-13,7.265660762786865
2001-07-16,7.224507808685303
2001-07-17,7.14677619934082
2001-07-18,7.357110023498535
2001-07-19,7.39369010925293
2001-07-20,7.425696849822998
2001-07-23,7.425696849822998
2001-07-24,7.411980152130127
2001-07-25,7.453132152557373
2001-07-26,7.48056697845459
2001-07-27,7.727480888366699
2001-07-30,7.29309606552124
2001-07-31,7.064472198486328
2001-08-01,7.201645851135254
2001-08-02,7.110197067260742
2001-08-03,7.315958023071289
2001-08-06,7.119341850280762
2001-08-07,7.178783893585205
2001-08-08,6.982166767120361
2001-08-09,7.110197067260742
2001-08-10,6.950160026550293
2001-08-13,7.064472198486328
2001-08-14,7.2336530685424805
2001-08-15,7.361682891845703
2001-08-16,7.201645851135254
2001-08-17,7.201645851135254
2001-08-20,7.411980152130127
2001-08-21,7.74576997756958
2001-08-22,7.6314592361450195
2001-08-23,7.608595848083496
2001-08-24,7.590305805206299
2001-08-27,7.087334156036377
2001-08-28,7.027892112731934
2001-08-29,6.904435157775879
2001-08-30,6.899862766265869
2001-08-31,6.904435157775879
2001-09-04,6.945588111877441
2001-09-05,6.748970985412598
2001-09-06,6.744399070739746
2001-09-07,6.620942115783691
2001-09-10,6.858710765838623
2001-09-17,6.607224941253662
2001-09-18,6.630086898803711
2001-09-19,6.689528942108154
2001-09-20,6.675811767578125
2001-09-21,6.64380407333374
2001-09-24,6.630086898803711
2001-09-25,6.684957027435303
2001-09-26,6.639232158660889
2001-09-27,7.078188896179199
2001-09-28,6.858710765838623
2001-10-01,6.607224941253662
2001-10-02,6.858710765838623
2001-10-03,7.110197067260742
2001-10-04,7.178783893585205
2001-10-05,6.963877201080322
2001-10-08,6.854137897491455
2001-10-09,6.8038411140441895
2001-10-10,6.835847854614258
2001-10-11,6.858710765838623
2001-10-12,6.840421199798584
2001-10-15,6.904435157775879
2001-10-16,6.927298069000244
2001-10-17,6.767261028289795
2001-10-18,6.721536159515381
2001-10-19,6.812985897064209
2001-10-22,6.840421199798584
2001-10-23,6.858710765838623
2001-10-24,6.858710765838623
2001-10-25,7.082761764526367
2001-10-26,6.931869983673096
2001-10-29,6.8038411140441895
2001-10-30,6.812985897064209
2001-10-31,6.927298069000244
2001-11-01,7.073616981506348
2001-11-02,6.735253810882568
2001-11-05,6.7306809425354
2001-11-06,6.995884895324707
2001-11-07,7.041609764099121
2001-11-08,7.082761764526367
2001-11-09,7.046182155609131
2001-11-12,7.178783893585205
2001-11-13,6.954732894897461
2001-11-14,6.973021984100342
2001-11-15,7.2427978515625
2001-11-16,7.201645851135254
2001-11-19,7.137630939483643
2001-11-20,7.238225936889648
2001-11-21,7.046182155609131
2001-11-23,7.023320198059082
2001-11-26,7.041609764099121
2001-11-27,6.88157320022583
2001-11-28,6.945588111877441
2001-11-29,7.201645851135254
